posteam,epa
MIN,2.82285448315088
MIN,1.053
CHI,1.34768215962686
CHI,-0.876544250641018
CHI,-0.854547967901453
CHI,-1.17038716818206
MIN,0.681981201749295
MIN,1.06325573852519
MIN,0.927708872186486
CHI,-0.414442706271075
CHI,1.65149201558961
CHI,0.687800107392832
CHI,0.0498612598748878
WAS,-0.206603710073978
WAS,0.764996498823166
WAS,-0.847944534383714
WAS,-1.44371914025396
NYG,-0.773582878522575
NYG,-0.613859670702368
WAS,2.44198257452808
WAS,0.505989950848743
WAS,1.16875002370216
WAS,1.8185010800953
NYG,-0.590450853575021
NYG,1.31169427605346
NYG,0.651469397358596
NYG,1.66904973029159
NYG,0.318120442098007
NYG,2.11706919514108
NYG,-0.689641954144463
NYG,-0.759005820727907
NYG,-0.695837542822119
NYG,-0.252047185349511
NYG,-2.07397980700899
WAS,-0.784356591058895
WAS,-1.21395815815777
NYG,-1.55099147954024
WAS,-1.20362013380509
WAS,1.83138337743003
WAS,-0.981141795986332
WAS,0.936439119570423
WAS,1.93351270636776
NYG,-0.509823295287788
NYG,-0.21159903681837
NYG,-1.08476840890944
WAS,-0.449765137978829
WAS,1.04565826267935
WAS,-1.15251178760082
WAS,0.025143651291728
WAS,2.08214665116975
WAS,1.11266796066775
WAS,-0.631304370384896
WAS,-3.4078207234852
NYG,0.815722931642085
NYG,-1.72712563350797
WAS,1.06868677679449
WAS,-0.674982731696218
WAS,-1.15666884300299
NYG,-0.777431980939582
NYG,-1.35860905773006
WAS,0.927775972522795
WAS,-0.754906003829092
WAS,-1.60784501465969
NYG,-0.605219400022179
NYG,0.503071672515944
NYG,0.26939025009051
NYG,-0.496970308944583
NYG,1.77896816609427
NYG,-0.652585232164711
NYG,-0.425081998109818
NYG,-1.43229171361933
WAS,-0.212937696371228
WAS,0.388231603661552
WAS,-1.7483675472904
NYG,1.01507973019034
NYG,0.990478958934546
NYG,-0.476434279233217
NYG,-0.166955807711929
NYG,-1.56636649509892
WAS,0.954863211605698
WAS,1.19232940790243
WAS,2.30284651310649
WAS,-0.349297732347623
WAS,1.73220792622305
NYJ,0.524322486831807
PIT,-1.18214327516034
PIT,1.94091540435329
PIT,-0.838560285978019
PIT,2.97813909198158
PIT,0.302260470110923
PIT,2.94091223902069
NYJ,-0.393996696453542
NYJ,0.969502967782319
NYJ,0.0444502397440374
NYJ,3.13944919581991
PIT,2.0885802609846
PIT,-0.540296483784914
PIT,-0.566942851377649
NYJ,-0.813450455432758
NYJ,1.20216782647185
NYJ,2.0427820928162
PIT,-0.0390167329460382
PIT,-1.67986283591017
NYJ,0.608520542737097
NYJ,2.85274246300105
PIT,-0.428528695716523
PIT,2.04354661982507
PIT,0.613954084110446
PIT,2.56690089483163
PIT,1.79785909070051
NYJ,0.23389716661768
NYJ,-0.649524729029508
PIT,-1.42664608731866
NYJ,-0.624112788122147
NYJ,-0.883877855725586
PIT,-0.588803438004106
PIT,-1.49394557299092
PIT,-0.220783353317529
PIT,-0.710894696880132
NYJ,1.9125724285841
NYJ,2.08021824772004
PIT,-0.497531807981432
PIT,1.66805687337182
PIT,1.711510375957
PIT,1.28139489749447
PIT,2.6497516274103
NYJ,1.19586531375535
NYJ,1.46175842673983
NYJ,-1.68073380360147
NYJ,0.734613096341491
NYJ,-0.947
PIT,-1.03693269053474
PIT,-0.683996174484491
PIT,-1.25646626926027
NYJ,-0.014656622777693
PIT,0.361216593300924
PIT,0.534226066316478
PIT,-0.361881422868464
PIT,-0.456067212973721
PIT,-1.26516945264819
NYJ,-0.0095406180480495
NYJ,-0.241877475869842
NYJ,-0.448052966734394
NYJ,-1.90148385963403
SEA,1.2063548839651
SEA,-1.83961031865329
SF,-0.429737742990255
SF,-0.104160608025268
SF,1.34781971015036
SF,3.25844616559334
SF,0.882339304545894
SF,-0.558696671854705
SF,0.933494163677096
SF,0.297014284471516
SF,2.70610609295545
SEA,1.50937414332293
SF,0.0169986276887357
SF,-0.692938402760774
SF,-1.35963734798133
SEA,-0.806550686713308
SEA,-1.12986848782748
SF,-1.81191675830632
SEA,0.139086923096329
SEA,-1.24039495666511
SF,0.647940907161683
SF,0.267820882145315
SF,1.67499541066354
SF,1.80241850955645
SF,0.847960671671899
SF,-0.683223550848197
SF,-0.892151731705781
SEA,1.12240790930809
SEA,-0.333469579985831
SEA,0.128631220839452
SF,1.72807509824634
SF,0.354806052986532
SF,-5.10016491659917
SEA,0.328268999233842
SEA,-1.60380610730499
SF,0.583331280387938
SF,2.54357778502163
SF,0.477028402325232
SF,-1.57587286544691
SEA,1.90364802419208
SEA,-0.472987809218466
SEA,-3.95382432010956
SF,2.25205162959173
SF,2.39527779823402
SF,-0.749529928900302
SF,-0.402774115274097
SEA,-1.28330474137329
SEA,-0.832501662895083
SEA,-0.866360337007791
SF,0.466245837509632
SF,-2.82049975870177
SEA,0.267559240455739
SEA,-0.485692906423248
SF,-0.504564558970742
SF,3.14346833684249
SF,-0.355099307838827
SF,1.07010996609461
SF,-0.0032558474922552
SF,2.71759570157155
SEA,0.388301088300068
SEA,-0.39784267480718
SEA,3.10030579031445
SEA,-4.61089563695714
ATL,0.82274436019361
ATL,4.25569886621088
TB,-0.536884342553094
TB,-1.49734050314873
ATL,-0.678237641230226
ATL,2.40777154499665
ATL,0.13052688841708
ATL,1.22227608249523
ATL,-2.04105530469678
TB,-0.692068687174469
TB,-0.838356729829684
ATL,-1.67640867410228
TB,-0.602027943590656
TB,1.41005922621116
TB,-0.610221333801746
TB,2.35766682843678
TB,0.812290403293446
TB,1.0483383233659
TB,-1.19896256904933
ATL,-0.461028311634436
ATL,0.747489978559315
ATL,-1.62288153171539
TB,1.15023238142021
TB,0.504626397043467
TB,-0.609695411811117
TB,3.50275415816577
ATL,0.698714039521292
ATL,0.735410038847476
ATL,1.4420314845047
ATL,-0.45259363000514
ATL,-0.485023848013952
ATL,-0.044152591668535
