id,partner_name,partner_type,platform,audience_size,outreach_path,status,intro_source,first_contact_date,meeting_date,beta_interest,launch_commitment,revenue_share_terms,utm_plan,technical_requirements,primary_objection,next_step,owner,notes
1,Sketch,Twitch sports streamer,Twitch,1690000,Warm intro,TBD,,,,,,,,,,,,
