id,name,source,status,request_date,scheduled_date,completed_date,owns_reference_books,last_sports_analytics_book,hardcover_or_digital,reaction_to_99,buy_intent_99,buy_intent_79,buy_intent_digital_29,section_most_interested,primary_blocker,preorder_interest,referrals,next_step,owner,notes
1,,,,,,,,,,,,,,,,,,,,
