team,drives,drives_per_game,td_rate,three_and_out_rate,pts_per_drive,n_games
BUF,153,9.0,0.35294117647058826,0.20261437908496732,2.1176470588235294,17
DET,162,9.529411764705882,0.29012345679012347,0.2037037037037037,1.7407407407407407,17
