team,week,season,n_games,n_plays,n_dropbacks,n_rushes,epa_per_play,epa_per_dropback,epa_per_rush,success_rate,def_epa_per_play,def_epa_per_dropback,def_epa_per_rush,def_success_rate_allowed
IND,5,2025,1,54,33,21,0.33345,0.36043,0.29106,0.51852,0.29991,0.44285,0.09344,0.45455
IND,6,2025,1,56,33,23,0.14932,0.15456,0.14181,0.53571,-0.08987,-0.14845,0.02983,0.47143
IND,7,2025,1,48,32,16,0.50987,0.46889,0.59184,0.54167,-0.11002,-0.18104,0.10849,0.50943
IND,8,2025,1,44,31,13,0.47970,0.33940,0.81427,0.47727,0.18587,0.19038,0.17805,0.39024
IND,9,2025,1,49,31,18,-0.14495,-0.47674,0.42647,0.48980,-0.03852,-0.02964,-0.05571,0.48936
IND,10,2025,1,75,40,35,0.15099,-0.01176,0.33699,0.54667,0.06675,0.25156,-0.14446,0.45000
IND,12,2025,1,49,33,16,-0.00425,0.10522,-0.23004,0.38776,-0.01396,-0.21077,0.27859,0.44565
IND,13,2025,1,51,28,23,-0.11633,0.02218,-0.28495,0.37255,-0.03767,-0.20529,0.16238,0.44118
IND,14,2025,1,46,25,21,-0.23771,-0.07468,-0.43181,0.32609,-0.22150,-0.39696,0.00660,0.47826
IND,15,2025,1,58,28,30,-0.09799,-0.09048,-0.10501,0.36207,0.04144,-0.10810,0.33266,0.46429
IND,16,2025,1,48,31,17,0.29429,0.47389,-0.03321,0.52083,-0.51178,-0.71166,-0.24795,0.55172
IND,17,2025,1,54,33,21,-0.20558,-0.36427,0.04378,0.35185,-0.00585,-0.08528,0.13076,0.44118
IND,18,2025,1,64,38,26,-0.07294,0.04134,-0.23997,0.37500,0.01890,0.03033,0.00633,0.44444
JAX,1,2025,1,41,25,16,0.17592,0.01783,0.42294,0.51220,0.36340,0.55133,0.09634,0.34783
JAX,2,2025,1,70,44,26,0.09294,0.09042,0.09720,0.50000,0.00717,0.03809,-0.08014,0.43077
JAX,3,2025,1,65,43,22,-0.16326,-0.18427,-0.12222,0.36923,0.20689,0.18833,0.25884,0.31579
JAX,4,2025,1,60,32,28,0.07789,0.15631,-0.01172,0.46667,0.06949,0.01931,0.15896,0.43750
JAX,5,2025,1,54,35,19,0.02829,0.14640,-0.18928,0.48148,-0.18900,-0.11830,-0.38029,0.65079
JAX,6,2025,1,68,50,18,-0.02185,-0.00942,-0.05638,0.38235,-0.02293,-0.25167,0.31416,0.40426
JAX,7,2025,1,56,43,13,-0.29857,-0.42063,0.10516,0.37500,-0.05435,-0.10518,0.04055,0.46512
JAX,9,2025,1,76,38,38,0.15707,-0.06291,0.37705,0.51316,-0.13890,-0.24702,0.14094,0.52459
JAX,10,2025,1,56,33,23,-0.23557,-0.23603,-0.23491,0.37500,-0.03292,-0.01462,-0.07226,0.49206
JAX,11,2025,1,49,20,29,0.13418,0.12739,0.13887,0.57143,0.28882,0.32720,0.19500,0.35484
JAX,12,2025,1,60,35,25,-0.18809,-0.18984,-0.18563,0.41667,0.14695,0.13484,0.18899,0.40789
JAX,13,2025,1,47,29,18,0.17607,0.30011,-0.02376,0.44681,0.32611,0.47230,0.02043,0.26471
JAX,14,2025,1,46,26,20,0.22150,0.39696,-0.00660,0.47826,0.23771,0.07468,0.43181,0.32609
JAX,15,2025,1,49,34,15,0.44084,0.71789,-0.18714,0.59184,0.11958,-0.02811,0.28836,0.40000
JAX,16,2025,1,51,35,16,0.27461,0.45368,-0.11711,0.45098,-0.00980,-0.11653,0.20366,0.48889
JAX,17,2025,1,68,43,25,0.00585,0.08528,-0.13076,0.44118,0.20558,0.36427,-0.04378,0.35185
JAX,18,2025,1,45,32,13,0.17144,0.31612,-0.18470,0.48889,0.39761,0.52924,0.13433,0.22222
KC,1,2025,1,57,46,11,0.12072,0.11274,0.15409,0.45614,-0.32007,-0.46254,0.00443,0.57627
KC,2,2025,1,52,33,19,-0.25120,-0.18470,-0.36669,0.40385,-0.01644,0.16011,-0.16777,0.44231
KC,3,2025,1,60,40,20,0.17662,0.21982,0.09023,0.50000,0.28422,0.48183,0.01134,0.36000
KC,4,2025,1,53,36,17,0.27799,0.37133,0.08031,0.49057,0.04745,0.12776,-0.18546,0.46154
KC,5,2025,1,63,46,17,0.18900,0.11830,0.38029,0.65079,-0.02829,-0.14640,0.18928,0.48148
KC,6,2025,1,49,35,14,0.31505,0.39753,0.10882,0.57143,-0.18459,-0.40643,0.08766,0.55102
KC,7,2025,1,62,40,22,0.40213,0.54751,0.13781,0.58065,0.57741,0.70343,0.32538,0.09524
KC,8,2025,1,45,30,15,0.23116,0.21505,0.26339,0.53333,0.13553,0.17203,0.07393,0.41860
KC,9,2025,1,57,38,19,-0.05419,-0.16481,0.16706,0.40351,-0.24242,-0.32926,-0.15557,0.56667
KC,11,2025,1,62,49,13,0.04536,0.01673,0.15325,0.43548,-0.03275,-0.11485,0.14443,0.45000
KC,12,2025,1,92,55,37,0.01396,0.21077,-0.27859,0.44565,0.00425,-0.10522,0.23004,0.38776
KC,13,2025,1,59,39,20,0.24284,0.44338,-0.14819,0.44068,-0.23159,-0.39017,0.04421,0.46032
KC,14,2025,1,61,39,22,-0.30167,-0.46253,-0.01652,0.36066,0.08553,-0.00144,0.20262,0.32787
KC,15,2025,1,59,40,19,-0.10571,-0.05735,-0.20751,0.42373,0.04516,-0.01314,0.11387,0.47541
KC,16,2025,1,37,25,12,-0.22487,-0.30133,-0.06558,0.40541,0.01199,-0.21580,0.24823,0.41818
KC,17,2025,1,41,24,17,-0.19946,-0.33846,-0.00322,0.29268,-0.09653,-0.16432,0.01818,0.51429
KC,18,2025,1,62,40,22,-0.46821,-0.58634,-0.25342,0.24194,0.49024,0.48076,0.50004,0.27869
LA,1,2025,1,52,31,21,-0.07477,0.00802,-0.19699,0.40385,0.13239,0.13742,0.12497,0.36842
LA,2,2025,1,48,32,16,0.24261,0.24970,0.22843,0.43750,0.17244,0.24883,0.06481,0.33962
LA,3,2025,1,65,34,31,-0.03483,-0.07291,0.00693,0.49231,-0.01664,0.04337,-0.10785,0.41270
LA,4,2025,1,65,44,21,0.07704,0.32949,-0.45190,0.52308,0.09277,0.10325,0.07442,0.45455
LA,5,2025,1,63,47,16,0.07494,0.32725,-0.66621,0.55556,-0.12499,-0.28579,0.11378,0.51220
LA,6,2025,1,41,27,14,0.10748,0.15279,0.02010,0.51220,0.39577,0.45595,0.34975,0.40000
LA,7,2025,1,43,28,15,0.05435,0.10518,-0.04055,0.46512,0.29857,0.42063,-0.10516,0.37500
LA,9,2025,1,60,32,28,0.30686,0.35925,0.24699,0.58333,0.24937,-0.06790,0.71086,0.29630
LA,10,2025,1,53,35,18,0.44516,0.51443,0.31045,0.64151,-0.15456,-0.36386,0.14893,0.59184
LA,11,2025,1,49,28,21,-0.14087,-0.33793,0.12189,0.38776,0.19966,0.28136,0.09151,0.45570
LA,12,2025,1,43,34,9,0.24420,0.29932,0.03598,0.60465,0.40745,0.64285,0.03081,0.34615
LA,13,2025,1,50,30,20,0.13982,-0.11707,0.52515,0.60000,-0.23760,-0.62730,0.02963,0.40678
LA,14,2025,1,55,31,24,0.45737,0.49709,0.40608,0.65455,0.15450,0.12637,0.26352,0.30769
LA,15,2025,1,65,40,25,0.20528,0.13680,0.31486,0.61538,-0.16000,-0.36955,0.20089,0.34694
LA,16,2025,1,85,50,35,0.27310,0.53136,-0.09584,0.45882,-0.06940,0.11661,-0.37168,0.49206
LA,17,2025,1,61,41,20,-0.10362,-0.06704,-0.17861,0.42623,-0.11564,-0.24617,-0.03653,0.43396
LA,18,2025,1,58,37,21,0.17714,0.35457,-0.13547,0.50000,-0.08589,-0.16712,0.12395,0.41860
LAC,1,2025,1,59,41,18,0.32007,0.46254,-0.00443,0.57627,-0.12072,-0.11274,-0.15409,0.45614
LAC,2,2025,1,41,27,14,0.15447,0.55823,-0.62422,0.43902,0.29339,0.33075,0.19889,0.33333
LAC,3,2025,1,80,53,27,-0.03864,-0.04266,-0.03077,0.40000,0.04619,0.04708,0.04431,0.27660
LAC,4,2025,1,57,44,13,-0.16702,-0.40392,0.63482,0.40351,0.14531,0.14761,0.14358,0.41429
LAC,5,2025,1,58,34,24,-0.14219,-0.26214,0.02776,0.37931,-0.20675,-0.39137,0.11635,0.56818
LAC,6,2025,1,64,39,25,0.10399,0.17785,-0.01124,0.45312,-0.09101,0.02239,-0.29512,0.44643
LAC,7,2025,1,53,40,13,0.11002,0.18104,-0.10849,0.50943,-0.50987,-0.46889,-0.59184,0.54167
LAC,8,2025,1,54,31,23,0.28249,0.50853,-0.02217,0.57407,0.21863,0.10302,0.55262,0.28571
LAC,9,2025,1,60,39,21,0.08705,0.13954,-0.01044,0.56667,0.17724,0.08025,0.31733,0.36364
LAC,10,2025,1,54,36,18,-0.13441,-0.20130,-0.00062,0.40741,0.44418,0.70946,0.04626,0.32500
LAC,11,2025,1,31,22,9,-0.28882,-0.32720,-0.19500,0.35484,-0.13418,-0.12739,-0.13887,0.57143
LAC,13,2025,1,51,24,27,0.10258,0.16682,0.04549,0.39216,0.52280,0.48419,0.56735,0.35714
LAC,14,2025,1,71,41,30,-0.27229,-0.31973,-0.20746,0.30986,0.26299,0.37237,0.04921,0.35385
LAC,15,2025,1,61,33,28,-0.04516,0.01314,-0.11387,0.47541,0.10571,0.05735,0.20751,0.42373
LAC,16,2025,1,50,31,19,0.47987,0.75966,0.02337,0.60000,-0.13752,-0.38138,0.28602,0.48077
LAC,17,2025,1,59,42,17,-0.21531,-0.14753,-0.38275,0.32203,0.15143,0.16881,0.13573,0.38983
LAC,18,2025,1,47,31,16,-0.56782,-0.81297,-0.09284,0.25532,0.23201,0.14386,0.36191,0.34043
LV,1,2025,1,54,37,17,0.13765,0.29437,-0.20344,0.46296,0.10751,0.06679,0.22968,0.38333
LV,2,2025,1,60,43,17,-0.29339,-0.33075,-0.19889,0.33333,-0.15447,-0.55823,0.62422,0.43902
LV,3,2025,1,44,22,22,-0.08904,-0.09059,-0.08750,0.31818,-0.37374,-0.64542,-0.18850,0.54054
LV,4,2025,1,51,22,29,-0.19576,-0.34013,-0.08624,0.52941,0.12057,0.03132,0.29096,0.42188
LV,5,2025,1,44,26,18,-0.29991,-0.44285,-0.09344,0.45455,-0.33345,-0.36043,-0.29106,0.51852
LV,6,2025,1,41,20,21,-0.10232,0.06690,-0.26349,0.43902,0.38616,0.50370,0.21376,0.32432
LV,7,2025,1,21,14,7,-0.57741,-0.70343,-0.32538,0.09524,-0.40213,-0.54751,-0.13781,0.58065
LV,9,2025,1,61,44,17,0.13890,0.24702,-0.14094,0.52459,-0.15707,0.06291,-0.37705,0.51316
LV,10,2025,1,58,35,23,-0.39006,-0.48807,-0.24090,0.32759,0.26618,0.35252,0.15825,0.38889
LV,11,2025,1,49,42,7,-0.17726,-0.21428,0.04486,0.42857,-0.31524,-0.47766,-0.08444,0.60870
LV,12,2025,1,56,38,18,-0.51014,-0.48990,-0.55287,0.21429,0.32351,0.45449,0.18525,0.27027
LV,13,2025,1,28,15,13,-0.52280,-0.48419,-0.56735,0.35714,-0.10258,-0.16682,-0.04549,0.39216
LV,14,2025,1,37,27,10,-0.24484,-0.26168,-0.19938,0.32432,-0.24218,-0.27009,-0.18635,0.58333
LV,15,2025,1,36,27,9,-0.40220,-0.47132,-0.19481,0.25000,-0.27147,-0.70750,-0.03236,0.58333
LV,16,2025,1,53,26,27,-0.04248,0.06386,-0.14488,0.37736,0.15859,-0.06575,0.50973,0.37288
LV,17,2025,1,43,27,16,-0.16324,-0.08686,-0.29213,0.32558,-0.19078,-0.03791,-0.44257,0.48889
LV,18,2025,1,61,31,30,-0.49024,-0.48076,-0.50004,0.27869,0.46821,0.58634,0.25342,0.24194
MIA,1,2025,1,28,21,7,-0.58955,-0.83494,0.14664,0.39286,-0.28305,-0.35392,-0.18857,0.53571
MIA,2,2025,1,52,37,15,0.16988,0.26844,-0.07322,0.48077,-0.34392,-0.62397,0.02136,0.50943
MIA,3,2025,1,56,33,23,0.06133,0.04759,0.08106,0.41071,-0.30329,-0.37807,-0.19451,0.55556
MIA,4,2025,1,45,24,21,0.20150,0.54999,-0.19678,0.42222,-0.03798,-0.25678,0.22250,0.58696
MIA,5,2025,1,53,40,13,0.09527,0.26958,-0.44106,0.35849,-0.15927,0.01953,-0.36273,0.46774
MIA,6,2025,1,56,36,20,0.09101,-0.02239,0.29512,0.44643,-0.10399,-0.17785,0.01124,0.45312
MIA,7,2025,1,40,23,17,-0.45046,-0.67462,-0.14719,0.22500,-0.05538,-0.40546,0.15466,0.30000
MIA,8,2025,1,51,24,27,0.18773,0.23857,0.14254,0.50980,0.59727,0.29489,1.06459,0.32143
MIA,9,2025,1,46,28,18,-0.18649,-0.19794,-0.16869,0.36957,-0.25996,-0.49779,0.05716,0.52381
MIA,10,2025,1,46,21,25,0.14768,0.42893,-0.08857,0.43478,0.33109,0.18073,0.62240,0.38298
MIA,11,2025,1,54,23,31,-0.01985,0.08528,-0.09785,0.51852,-0.07063,-0.25606,0.11480,0.51562
MIA,13,2025,1,50,26,24,-0.08143,-0.31929,0.17626,0.42000,0.16476,0.19907,0.10162,0.45070
MIA,14,2025,1,47,21,26,0.17370,0.02291,0.29549,0.53191,0.50294,0.75073,0.11577,0.29268
MIA,15,2025,1,26,13,13,-0.45227,-0.61947,-0.28508,0.26923,-0.25528,-0.42467,-0.08589,0.55769
MIA,16,2025,1,39,21,18,-0.22724,-0.22139,-0.23405,0.28205,-0.46367,-0.54326,-0.32544,0.63462
MIA,17,2025,1,44,24,20,0.20372,0.19820,0.21034,0.45455,0.07121,0.04978,0.14867,0.46667
MIA,18,2025,1,44,23,21,-0.27834,-0.22529,-0.33645,0.50000,-0.53701,-0.60278,-0.46779,0.76923
MIN,1,2025,1,51,26,25,-0.17689,-0.35233,0.00557,0.41176,0.09199,0.03679,0.20515,0.37705
MIN,2,2025,1,42,26,16,-0.45267,-0.63412,-0.15781,0.40476,0.06903,0.39577,-0.22141,0.47059
MIN,3,2025,1,46,25,21,0.29037,0.29429,0.28571,0.60870,0.94482,1.37353,0.30175,0.25000
MIN,4,2025,1,58,42,16,-0.23970,-0.27672,-0.14250,0.34483,-0.32824,-0.36821,-0.28356,0.61111
MIN,5,2025,1,60,41,19,0.03648,0.25225,-0.42912,0.48333,0.01141,0.07456,-0.05988,0.39394
MIN,7,2025,1,67,46,21,-0.08892,0.04087,-0.37324,0.50746,-0.31000,-0.65255,0.14674,0.42857
MIN,8,2025,1,35,26,9,-0.21863,-0.10302,-0.55262,0.28571,-0.28249,-0.50853,0.02217,0.57407
MIN,9,2025,1,52,29,23,0.04314,-0.05151,0.16249,0.44231,0.00708,-0.09830,0.22838,0.35484
MIN,10,2025,1,50,36,14,-0.27365,-0.37441,-0.01457,0.38000,-0.06680,-0.07937,-0.05288,0.50847
MIN,11,2025,1,54,32,22,-0.19253,-0.40818,0.12115,0.42593,0.00598,-0.10100,0.10428,0.46479
MIN,12,2025,1,35,17,18,-0.26613,-0.42822,-0.11304,0.40000,-0.09190,-0.33896,0.05952,0.50000
MIN,13,2025,1,33,24,9,-0.84816,-0.98205,-0.49114,0.18182,0.20404,0.32289,0.05277,0.40000
MIN,14,2025,1,41,20,21,0.28291,0.45329,0.12064,0.56098,0.42560,0.65289,-0.04521,0.32558
MIN,15,2025,1,46,26,20,0.27367,0.52640,-0.05488,0.50000,-0.09388,0.01718,-0.23176,0.46154
MIN,16,2025,1,55,29,26,-0.05671,-0.17465,0.07483,0.49091,0.37905,0.91734,0.02637,0.29167
MIN,17,2025,1,45,24,21,-0.30283,-0.72073,0.17477,0.28889,0.47807,0.23162,0.72451,0.30000
MIN,18,2025,1,49,27,22,0.03472,0.21404,-0.18537,0.46939,0.44653,0.90979,0.20483,0.31429
NE,1,2025,1,60,45,15,-0.10751,-0.06679,-0.22968,0.38333,-0.13765,-0.29437,0.20344,0.46296
NE,2,2025,1,53,30,23,0.34392,0.62397,-0.02136,0.50943,-0.16988,-0.26844,0.07322,0.48077
NE,3,2025,1,71,47,24,-0.15746,0.10825,-0.67781,0.46479,0.05209,0.00703,0.10126,0.50000
NE,4,2025,1,39,19,20,0.47252,0.99090,-0.01994,0.46154,0.12488,0.18541,0.03073,0.50000
NE,5,2025,1,56,36,20,0.06187,0.18005,-0.15085,0.46429,-0.03893,-0.22655,0.29367,0.50820
NE,6,2025,1,56,31,25,0.15765,0.62278,-0.41911,0.50000,0.04115,0.02826,0.05956,0.45098
NE,7,2025,1,45,28,17,0.39694,0.57032,0.11138,0.53333,0.27677,0.29677,0.23313,0.37143
NE,8,2025,1,50,31,19,0.16949,0.29565,-0.03634,0.52000,0.35061,0.58891,-0.10613,0.25714
NE,9,2025,1,65,40,25,0.01342,0.01883,0.00476,0.44615,-0.06972,-0.13763,0.12432,0.40741
NE,10,2025,1,58,36,22,0.17789,0.12234,0.26881,0.36207,0.04538,0.12435,-0.09102,0.46667
NE,11,2025,1,53,35,18,0.25368,0.38751,-0.00655,0.54717,0.06321,0.05778,0.06797,0.48889
NE,12,2025,1,66,39,27,0.00357,0.22643,-0.31835,0.46970,0.19337,0.35382,-0.07171,0.45902
NE,13,2025,1,44,27,17,0.22855,0.51958,-0.23366,0.47727,0.18066,0.24906,0.11227,0.42500
NE,15,2025,1,51,29,22,0.24430,-0.01545,0.58670,0.54902,-0.27809,-0.28904,-0.26520,0.47541
NE,16,2025,1,68,52,16,0.19825,0.24949,0.03174,0.52941,-0.10520,-0.15516,-0.06974,0.50943
NE,17,2025,1,54,26,28,0.60765,1.28155,-0.01811,0.62963,0.41135,0.57783,0.23561,0.27027
NE,18,2025,1,39,20,19,0.53701,0.60278,0.46779,0.76923,0.27834,0.22529,0.33645,0.50000
NO,1,2025,1,67,47,20,-0.04165,-0.03077,-0.06724,0.43284,-0.07875,-0.05989,-0.11448,0.43636
NO,2,2025,1,67,40,27,-0.07787,-0.08097,-0.07329,0.43284,-0.04780,-0.10299,0.05757,0.48438
NO,3,2025,1,59,38,21,-0.04489,0.06913,-0.25120,0.45763,-0.42555,-0.94260,0.09150,0.55556
NO,4,2025,1,62,31,31,-0.04596,-0.11400,0.02209,0.45161,-0.26925,-0.46593,-0.05469,0.52174
NO,5,2025,1,49,30,19,0.09032,0.27568,-0.20234,0.46939,0.26272,0.23300,0.30729,0.48333
NO,6,2025,1,51,30,21,-0.04115,-0.02826,-0.05956,0.45098,-0.15765,-0.62278,0.41911,0.50000
NO,7,2025,1,50,34,16,-0.29780,-0.32496,-0.24008,0.38000,-0.09554,-0.03797,-0.14516,0.46296
NO,8,2025,1,37,29,8,-0.65922,-0.74267,-0.35673,0.37838,0.04406,-0.02559,0.11673,0.38298
NO,9,2025,1,27,16,11,-0.24937,0.06790,-0.71086,0.29630,-0.30686,-0.35925,-0.24699,0.58333
NO,10,2025,1,54,30,24,0.14083,0.30131,-0.05977,0.40741,0.41942,0.42585,0.41188,0.36000
NO,12,2025,1,58,32,26,-0.29998,-0.42116,-0.15083,0.36207,0.04859,0.14941,-0.08937,0.44444
NO,13,2025,1,71,46,25,-0.16476,-0.19907,-0.10162,0.45070,0.08143,0.31929,-0.17626,0.42000
NO,14,2025,1,53,24,29,0.01819,0.15865,-0.09805,0.39623,0.17835,0.23046,0.12471,0.39130
NO,15,2025,1,61,40,21,0.10644,0.25244,-0.17165,0.50820,-0.11013,-0.34495,0.18105,0.37500
NO,16,2025,1,65,46,19,-0.08244,0.06167,-0.43134,0.40000,0.29311,0.47569,0.00910,0.32609
NO,17,2025,1,48,29,19,0.30814,0.43024,0.12177,0.47917,0.17780,0.18322,0.16924,0.34328
NO,18,2025,1,58,36,22,-0.21158,-0.24658,-0.15431,0.34483,0.24802,0.15872,0.39415,0.32759
NYG,1,2025,1,50,34,16,-0.21898,-0.23678,-0.18115,0.36000,-0.13027,-0.14612,-0.09940,0.51786
NYG,2,2025,1,65,45,20,0.22168,0.39575,-0.16997,0.46154,-0.13370,-0.16888,-0.05656,0.45783
NYG,3,2025,1,50,29,21,-0.28422,-0.48183,-0.01134,0.36000,-0.17662,-0.21982,-0.09023,0.50000
NYG,4,2025,1,70,30,40,-0.14531,-0.14761,-0.14358,0.41429,0.16702,0.40392,-0.63482,0.40351
NYG,5,2025,1,60,36,24,-0.26272,-0.23300,-0.30729,0.48333,-0.09032,-0.27568,0.20234,0.46939
NYG,6,2025,1,54,32,22,0.24688,0.32706,0.13025,0.44444,0.09283,0.09580,0.08773,0.42857
NYG,7,2025,1,67,37,30,0.20642,0.35074,0.02841,0.35821,-0.00043,0.11388,-0.22362,0.37097
NYG,8,2025,1,39,25,14,0.03707,0.14753,-0.16018,0.38462,-0.34399,-0.16248,-0.57327,0.53488
NYG,9,2025,1,40,27,13,-0.02586,-0.00014,-0.07928,0.42500,-0.29070,-0.38510,-0.20303,0.53704
NYG,10,2025,1,70,43,27,0.00479,-0.01057,0.02926,0.38571,-0.02630,-0.03291,-0.01340,0.46774
NYG,11,2025,1,67,30,37,0.15556,0.21657,0.10610,0.47761,-0.37609,-0.42193,-0.30961,0.51020
NYG,12,2025,1,76,39,37,0.11667,0.43643,-0.22037,0.36842,-0.14839,0.14428,-0.77764,0.50794
NYG,13,2025,1,40,20,20,-0.18066,-0.24906,-0.11227,0.42500,-0.22855,-0.51958,0.23366,0.47727
NYG,15,2025,1,62,40,22,-0.08127,-0.03565,-0.16422,0.41935,-0.17888,-0.29816,-0.05960,0.50000
NYG,16,2025,1,48,19,29,-0.37905,-0.91734,-0.02637,0.29167,0.05671,0.17465,-0.07483,0.49091
NYG,17,2025,1,45,28,17,0.19078,0.03791,0.44257,0.48889,0.16324,0.08686,0.29213,0.32558
NYG,18,2025,1,58,36,22,0.12077,0.22721,-0.05340,0.46552,0.10265,0.23975,-0.01801,0.46809
NYJ,1,2025,1,64,26,38,0.21198,0.39979,0.08347,0.50000,-0.17034,-0.30014,0.06195,0.41509
NYJ,2,2025,1,26,12,14,-0.57594,-0.85124,-0.33997,0.30769,-0.27638,-0.31937,-0.23626,0.48276
NYJ,3,2025,1,46,33,13,-0.49460,-0.48077,-0.52974,0.32609,-0.10441,-0.56260,0.40665,0.34545
NYJ,4,2025,1,46,25,21,0.03798,0.25678,-0.22250,0.58696,-0.20150,-0.54999,0.19678,0.42222
NYJ,5,2025,1,46,31,15,-0.24208,-0.27668,-0.17056,0.41304,-0.44196,-0.54243,-0.30975,0.47727
NYJ,6,2025,1,57,29,28,-0.42066,-0.73126,-0.09897,0.24561,0.08565,-0.02615,0.25335,0.34545
NYJ,7,2025,1,60,44,16,-0.25577,-0.33351,-0.04196,0.30000,0.08571,0.15206,0.00830,0.40000
NYJ,8,2025,1,66,34,32,0.32992,0.38809,0.26810,0.62121,-0.26451,-0.15898,-0.43721,0.58621
NYJ,10,2025,1,40,16,24,-0.25342,-0.49812,-0.09028,0.25000,0.12058,0.12047,0.12075,0.33333
NYJ,11,2025,1,45,21,24,-0.06321,-0.05778,-0.06797,0.48889,-0.25368,-0.38751,0.00655,0.54717
NYJ,12,2025,1,49,26,23,-0.08266,0.33649,-0.55649,0.38776,0.00310,0.06877,-0.07684,0.35294
NYJ,13,2025,1,62,41,21,0.00925,0.03726,-0.04544,0.45161,-0.17423,-0.16725,-0.18185,0.52239
NYJ,14,2025,1,41,25,16,-0.50294,-0.75073,-0.11577,0.29268,-0.17370,-0.02291,-0.29549,0.53191
NYJ,15,2025,1,45,24,21,-0.11958,0.02811,-0.28836,0.40000,-0.44084,-0.71789,0.18714,0.59184
NYJ,16,2025,1,46,28,18,-0.29311,-0.47569,-0.00910,0.32609,0.08244,-0.06167,0.43134,0.40000
NYJ,17,2025,1,37,19,18,-0.41135,-0.57783,-0.23561,0.27027,-0.60765,-1.28155,0.01811,0.62963
NYJ,18,2025,1,36,18,18,-0.47852,-0.61047,-0.34657,0.22222,-0.33379,-0.71571,0.09219,0.58182
PHI,1,2025,1,59,33,26,0.16045,0.24953,0.04738,0.50847,-0.03528,-0.02685,-0.04893,0.45455
PHI,2,2025,1,52,24,28,0.01644,-0.16011,0.16777,0.44231,0.25120,0.18470,0.36669,0.40385
PHI,3,2025,1,63,38,25,0.01664,-0.04337,0.10785,0.41270,0.03483,0.07291,-0.00693,0.49231
PHI,4,2025,1,54,31,23,-0.02674,0.07254,-0.16055,0.44444,0.14611,0.08741,0.25129,0.37313
PHI,5,2025,1,54,45,9,0.00316,0.01107,-0.03637,0.38889,-0.07153,-0.14019,0.04037,0.49296
PHI,6,2025,1,49,31,18,-0.09283,-0.09580,-0.08773,0.42857,-0.24688,-0.32706,-0.13025,0.44444
PHI,7,2025,1,42,24,18,0.31000,0.65255,-0.14674,0.42857,0.08892,-0.04087,0.37324,0.50746
PHI,8,2025,1,43,24,19,0.34399,0.16248,0.57327,0.53488,-0.03707,-0.14753,0.16018,0.38462
PHI,10,2025,1,59,29,30,-0.06004,0.27816,-0.38696,0.33898,0.17316,0.17924,0.16277,0.38462
PHI,11,2025,1,57,31,26,-0.14537,-0.32279,0.06616,0.40351,0.45171,0.44232,0.46909,0.33333
PHI,12,2025,1,58,43,15,0.06195,0.10919,-0.07347,0.41379,0.02156,-0.14066,0.26489,0.43077
PHI,13,2025,1,35,19,16,-0.28189,-0.27313,-0.29231,0.37143,-0.04791,0.17770,-0.26196,0.47368
PHI,14,2025,1,65,43,22,-0.26299,-0.37237,-0.04921,0.35385,0.27229,0.31973,0.20746,0.30986
PHI,15,2025,1,48,17,31,0.27147,0.70750,0.03236,0.58333,0.40220,0.47132,0.19481,0.25000
PHI,16,2025,1,57,37,20,0.20477,0.27347,0.07766,0.50877,0.21935,0.34014,0.08649,0.33333
PHI,17,2025,1,50,28,22,-0.08632,-0.05830,-0.12197,0.32000,0.12071,0.25990,-0.07879,0.38356
PHI,18,2025,1,59,42,17,-0.06901,-0.11449,0.04333,0.45763,0.01514,-0.33191,0.31741,0.46552
PIT,1,2025,1,53,34,19,0.17034,0.30014,-0.06195,0.41509,-0.21198,-0.39979,-0.08347,0.50000
PIT,2,2025,1,49,30,19,-0.18455,-0.19780,-0.16364,0.34694,-0.10585,-0.08154,-0.13858,0.45902
PIT,3,2025,1,46,24,22,-0.05209,-0.00703,-0.10126,0.50000,0.15746,-0.10825,0.67781,0.46479
PIT,4,2025,1,36,19,17,0.32824,0.36821,0.28356,0.61111,0.23970,0.27672,0.14250,0.34483
PIT,6,2025,1,49,29,20,0.21470,0.34635,0.02381,0.44898,0.19612,0.15722,0.30222,0.36585
PIT,7,2025,1,54,35,19,0.36489,0.38825,0.32184,0.50000,-0.32944,-0.30906,-0.37938,0.50725
PIT,8,2025,1,46,28,18,-0.19962,-0.28328,-0.06949,0.36957,-0.45018,-0.72514,0.08357,0.56000
PIT,9,2025,1,47,31,16,0.03852,0.02964,0.05571,0.48936,0.14495,0.47674,-0.42647,0.48980
PIT,10,2025,1,40,24,16,-0.44418,-0.70946,-0.04626,0.32500,0.13441,0.20130,0.00062,0.40741
PIT,11,2025,1,53,30,23,0.15070,0.24009,0.03410,0.43396,0.10828,0.22351,-0.07609,0.30769
PIT,12,2025,1,69,34,35,0.00105,-0.16960,0.16683,0.52174,-0.01379,-0.03295,0.01845,0.42373
PIT,13,2025,1,34,21,13,-0.53439,-0.80299,-0.10049,0.29412,-0.07982,-0.09166,-0.07265,0.44262
PIT,14,2025,1,50,35,15,0.26883,0.34089,0.10071,0.42000,-0.01307,0.01951,-0.05031,0.44000
PIT,15,2025,1,52,26,26,0.25528,0.42467,0.08589,0.55769,0.45227,0.61947,0.28508,0.26923
PIT,16,2025,1,70,45,25,0.21175,0.11041,0.39414,0.41429,-0.07696,-0.16602,0.36023,0.41538
PIT,17,2025,1,63,40,23,-0.20443,-0.31443,-0.01312,0.41270,0.23796,0.18093,0.32200,0.34043
