category,metric_path,metric_title,free_full,rank,name,name_href,team,position,season_label,season_value,last_1,last_3,last_5,last_10,home,away,extra_json
advanced-players,/nfl/advanced/players/receiving/target-rate-vs-zone,Target Rate vs Zone | NFL Advanced Stats,no,5,John BatesJ. Bates,/nfl/player-pages/2419/john-bates,Washington Commanders,TE,2026,50.0%,50.0%,50.0%,50.0%,50.0%,-,50.0%,
advanced-players,/nfl/advanced/players/receiving/target-separation,Target Separation | NFL Advanced Stats,no,1,Jaylin NoelJ. Noel,/nfl/player-pages/10401/jaylin-noel,Houston Texans,WR,2026,5.0,5.0,5.0,5.0,5.0,5.0,-,
advanced-players,/nfl/advanced/players/receiving/target-separation,Target Separation | NFL Advanced Stats,no,1,Breece HallB. Hall,/nfl/player-pages/15133/breece-hall,New York Jets,RB,2026,5.0,5.0,5.0,5.0,5.0,-,5.0,
advanced-players,/nfl/advanced/players/receiving/target-separation,Target Separation | NFL Advanced Stats,no,3,Jahmyr GibbsJ. Gibbs,/nfl/player-pages/14931/jahmyr-gibbs,Detroit Lions,RB,2026,4.6,4.6,4.6,4.6,4.6,4.6,-,
advanced-players,/nfl/advanced/players/receiving/target-separation,Target Separation | NFL Advanced Stats,no,4,Tyjae SpearsT. Spears,/nfl/player-pages/16445/tyjae-spears,Tennessee Titans,RB,2026,4.5,4.5,4.5,4.5,4.5,4.5,-,
advanced-players,/nfl/advanced/players/receiving/target-separation,Target Separation | NFL Advanced Stats,no,5,Raheim SandersR. Sanders,/nfl/player-pages/13074/raheim-sanders,Cleveland Browns,RB,2026,4.3,4.3,4.3,4.3,4.3,-,4.3,
advanced-players,/nfl/advanced/players/receiving/target-separation-vs-man,Target Separation vs Man | NFL Advanced Stats,no,1,Jaylin NoelJ. Noel,/nfl/player-pages/10401/jaylin-noel,Houston Texans,WR,2026,5.00,5.00,5.00,5.00,5.00,5.00,0.00,
advanced-players,/nfl/advanced/players/receiving/target-separation-vs-man,Target Separation vs Man | NFL Advanced Stats,no,2,Raheim SandersR. Sanders,/nfl/player-pages/13074/raheim-sanders,Cleveland Browns,RB,2026,4.33,4.33,4.33,4.33,4.33,0.00,4.33,
advanced-players,/nfl/advanced/players/receiving/target-separation-vs-man,Target Separation vs Man | NFL Advanced Stats,no,3,RJ HarveyR. Harvey,/nfl/player-pages/7982/rj-harvey,Denver Broncos,RB,2026,4.00,4.00,4.00,4.00,4.00,0.00,4.00,
advanced-players,/nfl/advanced/players/receiving/target-separation-vs-man,Target Separation vs Man | NFL Advanced Stats,no,4,Bucky IrvingB. Irving,/nfl/player-pages/17872/bucky-irving,Tampa Bay Buccaneers,RB,2026,3.93,3.93,3.93,3.93,3.93,0.00,3.93,
advanced-players,/nfl/advanced/players/receiving/target-separation-vs-man,Target Separation vs Man | NFL Advanced Stats,no,5,Chuba HubbardC. Hubbard,/nfl/player-pages/5378/chuba-hubbard,Carolina Panthers,RB,2026,3.67,3.67,3.67,3.67,3.67,3.67,0.00,
advanced-players,/nfl/advanced/players/receiving/target-separation-vs-zone,Target Separation vs Zone | NFL Advanced Stats,no,1,Jaylin NoelJ. Noel,/nfl/player-pages/10401/jaylin-noel,Houston Texans,WR,2026,5.00,5.00,5.00,5.00,5.00,5.00,0.00,
advanced-players,/nfl/advanced/players/receiving/target-separation-vs-zone,Target Separation vs Zone | NFL Advanced Stats,no,1,Breece HallB. Hall,/nfl/player-pages/15133/breece-hall,New York Jets,RB,2026,5.00,5.00,5.00,5.00,5.00,0.00,5.00,
advanced-players,/nfl/advanced/players/receiving/target-separation-vs-zone,Target Separation vs Zone | NFL Advanced Stats,no,3,Jahmyr GibbsJ. Gibbs,/nfl/player-pages/14931/jahmyr-gibbs,Detroit Lions,RB,2026,4.60,4.60,4.60,4.60,4.60,4.60,0.00,
advanced-players,/nfl/advanced/players/receiving/target-separation-vs-zone,Target Separation vs Zone | NFL Advanced Stats,no,4,Tyjae SpearsT. Spears,/nfl/player-pages/16445/tyjae-spears,Tennessee Titans,RB,2026,4.50,4.50,4.50,4.50,4.50,4.50,0.00,
advanced-players,/nfl/advanced/players/receiving/target-separation-vs-zone,Target Separation vs Zone | NFL Advanced Stats,no,5,Raheim SandersR. Sanders,/nfl/player-pages/13074/raheim-sanders,Cleveland Browns,RB,2026,4.33,4.33,4.33,4.33,4.33,0.00,4.33,
advanced-players,/nfl/advanced/players/receiving/targets-per-route-run-vs-man,Targets per Route Run vs. Man | NFL Advanced Stats,no,1,A.J. BrownA. Brown,/nfl/player-pages/3584/aj-brown,New England Patriots,WR,2026,1.00,1.00,1.00,1.00,1.00,-,1.00,
advanced-players,/nfl/advanced/players/receiving/targets-per-route-run-vs-man,Targets per Route Run vs. Man | NFL Advanced Stats,no,1,Braelon AllenB. Allen,/nfl/player-pages/8067/braelon-allen,New York Jets,RB,2026,1.00,1.00,1.00,1.00,1.00,-,1.00,
advanced-players,/nfl/advanced/players/receiving/targets-per-route-run-vs-man,Targets per Route Run vs. Man | NFL Advanced Stats,no,3,Mike EvansM. Evans,/nfl/player-pages/6348/mike-evans,San Francisco 49ers,WR,2026,0.80,0.80,0.80,0.80,0.80,-,0.80,
advanced-players,/nfl/advanced/players/receiving/targets-per-route-run-vs-man,Targets per Route Run vs. Man | NFL Advanced Stats,no,4,Jack BechJ. Bech,/nfl/player-pages/3673/jack-bech,Las Vegas Raiders,WR,2026,0.75,0.75,0.75,0.75,0.75,0.75,-,
advanced-players,/nfl/advanced/players/receiving/targets-per-route-run-vs-man,Targets per Route Run vs. Man | NFL Advanced Stats,no,4,Amon-Ra St. BrownA. St. Brown,/nfl/player-pages/12451/amon-ra-st-brown,Detroit Lions,WR,2026,0.75,0.75,0.75,0.75,0.75,0.75,-,
advanced-players,/nfl/advanced/players/receiving/targets-per-route-run-vs-zone,Targets per Route Run vs. Zone | NFL Advanced Stats,no,1,Ladd McConkeyL. McConkey,/nfl/player-pages/3282/ladd-mcconkey,Los Angeles Chargers,WR,2026,0.63,0.63,0.63,0.63,0.63,0.63,-,
advanced-players,/nfl/advanced/players/receiving/targets-per-route-run-vs-zone,Targets per Route Run vs. Zone | NFL Advanced Stats,no,2,Jaylen WarrenJ. Warren,/nfl/player-pages/6251/jaylen-warren,Pittsburgh Steelers,RB,2026,0.56,0.56,0.56,0.56,0.56,0.56,-,
advanced-players,/nfl/advanced/players/receiving/targets-per-route-run-vs-zone,Targets per Route Run vs. Zone | NFL Advanced Stats,no,3,Christian McCaffreyC. McCaffrey,/nfl/player-pages/23646/christian-mccaffrey,San Francisco 49ers,RB,2026,0.54,0.54,0.54,0.54,0.54,-,0.54,
advanced-players,/nfl/advanced/players/receiving/targets-per-route-run-vs-zone,Targets per Route Run vs. Zone | NFL Advanced Stats,no,4,Jaxon Smith-NjigbaJ. Smith-Njigba,/nfl/player-pages/2999/jaxon-smith-njigba,Seattle Seahawks,WR,2026,0.53,0.53,0.53,0.53,0.53,0.53,-,
advanced-players,/nfl/advanced/players/receiving/targets-per-route-run-vs-zone,Targets per Route Run vs. Zone | NFL Advanced Stats,no,5,John BatesJ. Bates,/nfl/player-pages/2419/john-bates,Washington Commanders,TE,2026,0.50,0.50,0.50,0.50,0.50,-,0.50,
advanced-players,/nfl/advanced/players/receiving/true-catch-rate,True Catch Rate | NFL Advanced Stats,no,1,Josh DownsJ. Downs,/nfl/player-pages/366/josh-downs,Indianapolis Colts,WR,2026,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,-,
advanced-players,/nfl/advanced/players/receiving/true-catch-rate,True Catch Rate | NFL Advanced Stats,no,1,Michael WilsonM. Wilson,/nfl/player-pages/502/michael-wilson,Arizona Cardinals,WR,2026,100.0%,100.0%,100.0%,100.0%,100.0%,-,100.0%,
advanced-players,/nfl/advanced/players/receiving/true-catch-rate,True Catch Rate | NFL Advanced Stats,no,1,Jonathon BrooksJ. Brooks,/nfl/player-pages/923/jonathon-brooks,Carolina Panthers,RB,2026,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,-,
advanced-players,/nfl/advanced/players/receiving/true-catch-rate,True Catch Rate | NFL Advanced Stats,no,1,Darnell MooneyD. Mooney,/nfl/player-pages/950/darnell-mooney,New York Giants,WR,2026,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,-,
advanced-players,/nfl/advanced/players/receiving/true-catch-rate,True Catch Rate | NFL Advanced Stats,no,1,Emmett JohnsonE. Johnson,/nfl/player-pages/110611/emmett-johnson,Kansas City Chiefs,RB,2026,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,-,
advanced-players,/nfl/advanced/players/receiving/two-high-rate,Two High Rate | NFL Advanced Stats,no,1,Olamide ZaccheausO. Zaccheaus,/nfl/player-pages/8245/olamide-zaccheaus,Atlanta Falcons,WR,2026,88.9%,88.9%,88.9%,88.9%,88.9%,-,88.9%,
advanced-players,/nfl/advanced/players/receiving/two-high-rate,Two High Rate | NFL Advanced Stats,no,2,Josh OliverJ. Oliver,/nfl/player-pages/3158/josh-oliver,Minnesota Vikings,TE,2026,75.0%,75.0%,75.0%,75.0%,75.0%,75.0%,-,
advanced-players,/nfl/advanced/players/receiving/two-high-rate,Two High Rate | NFL Advanced Stats,no,2,Jared WayneJ. Wayne,/nfl/player-pages/17829/jared-wayne,Houston Texans,WR,2026,75.0%,75.0%,75.0%,75.0%,75.0%,75.0%,-,
advanced-players,/nfl/advanced/players/receiving/two-high-rate,Two High Rate | NFL Advanced Stats,no,4,David MontgomeryD. Montgomery,/nfl/player-pages/13191/david-montgomery,Houston Texans,RB,2026,73.3%,73.3%,73.3%,73.3%,73.3%,73.3%,-,
advanced-players,/nfl/advanced/players/receiving/two-high-rate,Two High Rate | NFL Advanced Stats,no,5,Kyle PittsK. Pitts,/nfl/player-pages/19547/kyle-pitts,Atlanta Falcons,TE,2026,71.4%,71.4%,71.4%,71.4%,71.4%,-,71.4%,
advanced-players,/nfl/advanced/players/receiving/unrealized-air-yards,Unrealized Air Yards | NFL Advanced Stats,no,1,DK MetcalfD. Metcalf,/nfl/player-pages/21550/dk-metcalf,Pittsburgh Steelers,WR,2026,164.0,164.0,164.0,164.0,164.0,164.0,-,
advanced-players,/nfl/advanced/players/receiving/unrealized-air-yards,Unrealized Air Yards | NFL Advanced Stats,no,2,Roman WilsonR. Wilson,/nfl/player-pages/5609/roman-wilson,Pittsburgh Steelers,WR,2026,100.0,100.0,100.0,100.0,100.0,100.0,-,
advanced-players,/nfl/advanced/players/receiving/unrealized-air-yards,Unrealized Air Yards | NFL Advanced Stats,no,3,Malik WashingtonM. Washington,/nfl/player-pages/14482/malik-washington,Miami Dolphins,WR,2026,82.0,82.0,82.0,82.0,82.0,-,82.0,
advanced-players,/nfl/advanced/players/receiving/unrealized-air-yards,Unrealized Air Yards | NFL Advanced Stats,no,3,Jameson WilliamsJ. Williams,/nfl/player-pages/20116/jameson-williams,Detroit Lions,WR,2026,82.0,82.0,82.0,82.0,82.0,82.0,-,
advanced-players,/nfl/advanced/players/receiving/unrealized-air-yards,Unrealized Air Yards | NFL Advanced Stats,no,5,George PickensG. Pickens,/nfl/player-pages/23440/george-pickens,Dallas Cowboys,WR,2026,76.0,76.0,76.0,76.0,76.0,-,76.0,
advanced-players,/nfl/advanced/players/receiving/weighted-opportunity-rating,Weighted Opportunity Rating | NFL Advanced Stats,no,1,Jaxon Smith-NjigbaJ. Smith-Njigba,/nfl/player-pages/2999/jaxon-smith-njigba,Seattle Seahawks,WR,2026,98.01,98.01,98.01,98.01,98.01,98.01,0.00,
advanced-players,/nfl/advanced/players/receiving/weighted-opportunity-rating,Weighted Opportunity Rating | NFL Advanced Stats,no,2,Justin JeffersonJ. Jefferson,/nfl/player-pages/21285/justin-jefferson,Minnesota Vikings,WR,2026,88.11,88.11,88.11,88.11,88.11,88.11,0.00,
advanced-players,/nfl/advanced/players/receiving/weighted-opportunity-rating,Weighted Opportunity Rating | NFL Advanced Stats,no,3,Puka NacuaP. Nacua,/nfl/player-pages/14907/puka-nacua,Los Angeles Rams,WR,2026,79.30,79.30,79.30,79.30,79.30,79.30,0.00,
advanced-players,/nfl/advanced/players/receiving/weighted-opportunity-rating,Weighted Opportunity Rating | NFL Advanced Stats,no,4,Garrett WilsonG. Wilson,/nfl/player-pages/1670/garrett-wilson,New York Jets,WR,2026,78.30,78.30,78.30,78.30,78.30,0.00,78.30,
advanced-players,/nfl/advanced/players/receiving/weighted-opportunity-rating,Weighted Opportunity Rating | NFL Advanced Stats,no,5,Jameson WilliamsJ. Williams,/nfl/player-pages/20116/jameson-williams,Detroit Lions,WR,2026,77.56,77.56,77.56,77.56,77.56,77.56,0.00,
advanced-players,/nfl/advanced/players/receiving/win-rate-vs-man,Win Rate vs Man | NFL Advanced Stats,no,1,A.J. BrownA. Brown,/nfl/player-pages/3584/aj-brown,New England Patriots,WR,2026,100.0%,100.0%,100.0%,100.0%,100.0%,-,100.0%,
advanced-players,/nfl/advanced/players/receiving/win-rate-vs-man,Win Rate vs Man | NFL Advanced Stats,no,1,Davis AllenD. Allen,/nfl/player-pages/5093/davis-allen,Los Angeles Rams,TE,2026,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,-,
advanced-players,/nfl/advanced/players/receiving/win-rate-vs-man,Win Rate vs Man | NFL Advanced Stats,no,1,Braelon AllenB. Allen,/nfl/player-pages/8067/braelon-allen,New York Jets,RB,2026,100.0%,100.0%,100.0%,100.0%,100.0%,-,100.0%,
advanced-players,/nfl/advanced/players/receiving/win-rate-vs-man,Win Rate vs Man | NFL Advanced Stats,no,1,Cyrus AllenC. Allen,/nfl/player-pages/110325/cyrus-allen,Kansas City Chiefs,WR,2026,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,-,
advanced-players,/nfl/advanced/players/receiving/win-rate-vs-man,Win Rate vs Man | NFL Advanced Stats,no,1,Malik BensonM. Benson,/nfl/player-pages/110371/malik-benson,Las Vegas Raiders,WR,2026,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,-,
advanced-players,/nfl/advanced/players/receiving/win-rate-vs-zone,Win Rate vs Zone | NFL Advanced Stats,no,1,Lan LarisonL. Larison,/nfl/player-pages/6021/lan-larison,New England Patriots,RB,2026,100.0%,100.0%,100.0%,100.0%,100.0%,-,100.0%,
advanced-players,/nfl/advanced/players/receiving/win-rate-vs-zone,Win Rate vs Zone | NFL Advanced Stats,no,1,Arian SmithA. Smith,/nfl/player-pages/6694/arian-smith,New York Jets,WR,2026,100.0%,100.0%,100.0%,100.0%,100.0%,-,100.0%,
advanced-players,/nfl/advanced/players/receiving/win-rate-vs-zone,Win Rate vs Zone | NFL Advanced Stats,no,1,Andrew OgletreeA. Ogletree,/nfl/player-pages/7049/andrew-ogletree,Indianapolis Colts,TE,2026,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,-,
advanced-players,/nfl/advanced/players/receiving/win-rate-vs-zone,Win Rate vs Zone | NFL Advanced Stats,no,1,Ameer AbdullahA. Abdullah,/nfl/player-pages/19777/ameer-abdullah,Jacksonville Jaguars,RB,2026,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,-,
advanced-players,/nfl/advanced/players/receiving/win-rate-vs-zone,Win Rate vs Zone | NFL Advanced Stats,no,5,Ladd McConkeyL. McConkey,/nfl/player-pages/3282/ladd-mcconkey,Los Angeles Chargers,WR,2026,62.5%,62.5%,62.5%,62.5%,62.5%,62.5%,-,
advanced-players,/nfl/advanced/players/receiving/yards-after-catch,Yards After Catch | NFL Advanced Stats,no,1,Bijan RobinsonB. Robinson,/nfl/player-pages/21178/bijan-robinson,Atlanta Falcons,RB,2026,110.0,110.0,110.0,110.0,110.0,-,110.0,
advanced-players,/nfl/advanced/players/receiving/yards-after-catch,Yards After Catch | NFL Advanced Stats,no,2,Zay FlowersZ. Flowers,/nfl/player-pages/14489/zay-flowers,Baltimore Ravens,WR,2026,83.0,83.0,83.0,83.0,83.0,-,83.0,
advanced-players,/nfl/advanced/players/receiving/yards-after-catch,Yards After Catch | NFL Advanced Stats,no,3,Bucky IrvingB. Irving,/nfl/player-pages/17872/bucky-irving,Tampa Bay Buccaneers,RB,2026,73.0,73.0,73.0,73.0,73.0,-,73.0,
advanced-players,/nfl/advanced/players/receiving/yards-after-catch,Yards After Catch | NFL Advanced Stats,no,4,Christian WatsonC. Watson,/nfl/player-pages/19237/christian-watson,Green Bay Packers,WR,2026,72.0,72.0,72.0,72.0,72.0,-,72.0,
advanced-players,/nfl/advanced/players/receiving/yards-after-catch,Yards After Catch | NFL Advanced Stats,no,5,Travis KelceT. Kelce,/nfl/player-pages/8521/travis-kelce,Kansas City Chiefs,TE,2026,63.0,63.0,63.0,63.0,63.0,63.0,-,
advanced-players,/nfl/advanced/players/receiving/yards-after-catch-per-reception,Yards After Catch per Reception | NFL Advanced Stats,no,1,Jonathon BrooksJ. Brooks,/nfl/player-pages/923/jonathon-brooks,Carolina Panthers,RB,2026,26.0,26.0,26.0,26.0,26.0,26.0,-,
advanced-players,/nfl/advanced/players/receiving/yards-after-catch-per-reception,Yards After Catch per Reception | NFL Advanced Stats,no,1,Emmett JohnsonE. Johnson,/nfl/player-pages/110611/emmett-johnson,Kansas City Chiefs,RB,2026,26.0,26.0,26.0,26.0,26.0,26.0,-,
advanced-players,/nfl/advanced/players/receiving/yards-after-catch-per-reception,Yards After Catch per Reception | NFL Advanced Stats,no,3,Chris MooreC. Moore,/nfl/player-pages/3536/chris-moore,Baltimore Ravens,WR,2026,23.0,23.0,23.0,23.0,23.0,-,23.0,
advanced-players,/nfl/advanced/players/receiving/yards-after-catch-per-reception,Yards After Catch per Reception | NFL Advanced Stats,no,4,Travis KelceT. Kelce,/nfl/player-pages/8521/travis-kelce,Kansas City Chiefs,TE,2026,21.0,21.0,21.0,21.0,21.0,21.0,-,
advanced-players,/nfl/advanced/players/receiving/yards-after-catch-per-reception,Yards After Catch per Reception | NFL Advanced Stats,no,5,Zay FlowersZ. Flowers,/nfl/player-pages/14489/zay-flowers,Baltimore Ravens,WR,2026,16.6,16.6,16.6,16.6,16.6,-,16.6,
advanced-players,/nfl/advanced/players/receiving/yards-per-route-run,Yards per Route Run | NFL Advanced Stats,no,1,Zay FlowersZ. Flowers,/nfl/player-pages/14489/zay-flowers,Baltimore Ravens,WR,2026,15.0,15.0,15.0,15.0,15.0,-,15.0,
advanced-players,/nfl/advanced/players/receiving/yards-per-route-run,Yards per Route Run | NFL Advanced Stats,no,2,Antonio WilliamsA. Williams,/nfl/player-pages/110939/antonio-williams,Washington Commanders,WR,2026,6.4,6.4,6.4,6.4,6.4,-,6.4,
advanced-players,/nfl/advanced/players/receiving/yards-per-route-run,Yards per Route Run | NFL Advanced Stats,no,3,Ladd McConkeyL. McConkey,/nfl/player-pages/3282/ladd-mcconkey,Los Angeles Chargers,WR,2026,6.3,6.3,6.3,6.3,6.3,6.3,-,
advanced-players,/nfl/advanced/players/receiving/yards-per-route-run,Yards per Route Run | NFL Advanced Stats,no,4,Dalton KincaidD. Kincaid,/nfl/player-pages/6537/dalton-kincaid,Buffalo Bills,TE,2026,5.9,5.9,5.9,5.9,5.9,-,5.9,
advanced-players,/nfl/advanced/players/receiving/yards-per-route-run,Yards per Route Run | NFL Advanced Stats,no,5,Parker WashingtonP. Washington,/nfl/player-pages/19762/parker-washington,Jacksonville Jaguars,WR,2026,5.5,5.5,5.5,5.5,5.5,5.5,-,
advanced-players,/nfl/advanced/players/receiving/yards-per-target,Yards per Target | NFL Advanced Stats,no,1,Chris MooreC. Moore,/nfl/player-pages/3536/chris-moore,Baltimore Ravens,WR,2026,26.5,26.5,26.5,26.5,26.5,-,26.5,
advanced-players,/nfl/advanced/players/receiving/yards-per-target,Yards per Target | NFL Advanced Stats,no,1,Jaylin NoelJ. Noel,/nfl/player-pages/10401/jaylin-noel,Houston Texans,WR,2026,26.5,26.5,26.5,26.5,26.5,26.5,-,
advanced-players,/nfl/advanced/players/receiving/yards-per-target,Yards per Target | NFL Advanced Stats,no,3,Zay FlowersZ. Flowers,/nfl/player-pages/14489/zay-flowers,Baltimore Ravens,WR,2026,25.0,25.0,25.0,25.0,25.0,-,25.0,
advanced-players,/nfl/advanced/players/receiving/yards-per-target,Yards per Target | NFL Advanced Stats,no,4,Jonathon BrooksJ. Brooks,/nfl/player-pages/923/jonathon-brooks,Carolina Panthers,RB,2026,24.0,24.0,24.0,24.0,24.0,24.0,-,
advanced-players,/nfl/advanced/players/receiving/yards-per-target,Yards per Target | NFL Advanced Stats,no,5,Emmett JohnsonE. Johnson,/nfl/player-pages/110611/emmett-johnson,Kansas City Chiefs,RB,2026,22.0,22.0,22.0,22.0,22.0,22.0,-,
advanced-players,/nfl/advanced/players/receiving/yards-per-target-vs-man,Yards per Target vs. Man | NFL Advanced Stats,no,1,Marvin Harrison Jr.M. Harrison Jr.,/nfl/player-pages/2931/marvin-harrison-jr,Arizona Cardinals,WR,2026,33.0,33.0,33.0,33.0,33.0,-,33.0,
advanced-players,/nfl/advanced/players/receiving/yards-per-target-vs-man,Yards per Target vs. Man | NFL Advanced Stats,no,2,Travis KelceT. Kelce,/nfl/player-pages/8521/travis-kelce,Kansas City Chiefs,TE,2026,32.5,32.5,32.5,32.5,32.5,32.5,-,
advanced-players,/nfl/advanced/players/receiving/yards-per-target-vs-man,Yards per Target vs. Man | NFL Advanced Stats,no,3,Caleb DouglasC. Douglas,/nfl/player-pages/110482/caleb-douglas,Miami Dolphins,WR,2026,30.0,30.0,30.0,30.0,30.0,-,30.0,
advanced-players,/nfl/advanced/players/receiving/yards-per-target-vs-man,Yards per Target vs. Man | NFL Advanced Stats,no,4,Michael PittmanM. Pittman,/nfl/player-pages/16583/michael-pittman,Pittsburgh Steelers,WR,2026,28.0,28.0,28.0,28.0,28.0,28.0,-,
advanced-players,/nfl/advanced/players/receiving/yards-per-target-vs-man,Yards per Target vs. Man | NFL Advanced Stats,no,5,Zay FlowersZ. Flowers,/nfl/player-pages/14489/zay-flowers,Baltimore Ravens,WR,2026,26.6,26.6,26.6,26.6,26.6,-,26.6,
advanced-players,/nfl/advanced/players/receiving/yards-per-target-vs-zone,Yards per Target vs. Zone | NFL Advanced Stats,no,1,Jonathon BrooksJ. Brooks,/nfl/player-pages/923/jonathon-brooks,Carolina Panthers,RB,2026,48.0,48.0,48.0,48.0,48.0,48.0,-,
advanced-players,/nfl/advanced/players/receiving/yards-per-target-vs-zone,Yards per Target vs. Zone | NFL Advanced Stats,no,2,Jaylin NoelJ. Noel,/nfl/player-pages/10401/jaylin-noel,Houston Texans,WR,2026,35.0,35.0,35.0,35.0,35.0,35.0,-,
advanced-players,/nfl/advanced/players/receiving/yards-per-target-vs-zone,Yards per Target vs. Zone | NFL Advanced Stats,no,3,Antonio WilliamsA. Williams,/nfl/player-pages/110939/antonio-williams,Washington Commanders,WR,2026,33.0,33.0,33.0,33.0,33.0,-,33.0,
