category,metric_path,metric_title,free_full,rank,name,name_href,team,position,season_label,season_value,last_1,last_3,last_5,last_10,home,away,extra_json
advanced-teams,/nfl/advanced/teams/coverage/average-cushion-allowed,Average Cushion Allowed (Team Defense) | NFL Advanced Stats,no,1,Minnesota Vikings,,Minnesota Vikings,,2026,7.4,7.4,7.4,7.4,7.4,7.4,-,"{""2025"": ""4.8""}"
advanced-teams,/nfl/advanced/teams/coverage/average-cushion-allowed,Average Cushion Allowed (Team Defense) | NFL Advanced Stats,no,2,Washington Commanders,,Washington Commanders,,2026,6.4,6.4,6.4,6.4,6.4,-,6.4,"{""2025"": ""4.7""}"
advanced-teams,/nfl/advanced/teams/coverage/average-cushion-allowed,Average Cushion Allowed (Team Defense) | NFL Advanced Stats,no,3,New Orleans Saints,,New Orleans Saints,,2026,6.3,6.3,6.3,6.3,6.3,-,6.3,"{""2025"": ""5.3""}"
advanced-teams,/nfl/advanced/teams/coverage/average-cushion-allowed,Average Cushion Allowed (Team Defense) | NFL Advanced Stats,no,4,Houston Texans,,Houston Texans,,2026,6.0,6.0,6.0,6.0,6.0,6.0,-,"{""2025"": ""4.9""}"
advanced-teams,/nfl/advanced/teams/coverage/average-cushion-allowed,Average Cushion Allowed (Team Defense) | NFL Advanced Stats,no,5,Pittsburgh Steelers,,Pittsburgh Steelers,,2026,5.5,5.5,5.5,5.5,5.5,5.5,-,"{""2025"": ""5.0""}"
advanced-teams,/nfl/advanced/teams/coverage/average-depth-of-target-allowed,Avg Depth of Target Allowed | NFL Advanced Stats,no,1,Houston Texans,,Houston Texans,,2026,12.4,12.4,12.4,12.4,12.4,12.4,-,"{""2025"": ""8.5""}"
advanced-teams,/nfl/advanced/teams/coverage/average-depth-of-target-allowed,Avg Depth of Target Allowed | NFL Advanced Stats,no,2,Las Vegas Raiders,,Las Vegas Raiders,,2026,11.4,11.4,11.4,11.4,11.4,11.4,-,"{""2025"": ""7.5""}"
advanced-teams,/nfl/advanced/teams/coverage/average-depth-of-target-allowed,Avg Depth of Target Allowed | NFL Advanced Stats,no,3,Minnesota Vikings,,Minnesota Vikings,,2026,11.4,11.4,11.4,11.4,11.4,11.4,-,"{""2025"": ""6.7""}"
advanced-teams,/nfl/advanced/teams/coverage/average-depth-of-target-allowed,Avg Depth of Target Allowed | NFL Advanced Stats,no,4,Indianapolis Colts,,Indianapolis Colts,,2026,11.3,11.3,11.3,11.3,11.3,11.3,-,"{""2025"": ""8.0""}"
advanced-teams,/nfl/advanced/teams/coverage/average-depth-of-target-allowed,Avg Depth of Target Allowed | NFL Advanced Stats,no,5,Carolina Panthers,,Carolina Panthers,,2026,10.8,10.8,10.8,10.8,10.8,10.8,-,"{""2025"": ""7.8""}"
advanced-teams,/nfl/advanced/teams/coverage/explosive-reception-rate-allowed,Explosive Reception Rate Allowed | NFL Advanced Stats,no,1,Las Vegas Raiders,,Las Vegas Raiders,,2026,33.3%,33.3%,33.3%,33.3%,33.3%,33.3%,-,"{""2025"": ""10.3%""}"
advanced-teams,/nfl/advanced/teams/coverage/explosive-reception-rate-allowed,Explosive Reception Rate Allowed | NFL Advanced Stats,no,1,Minnesota Vikings,,Minnesota Vikings,,2026,33.3%,33.3%,33.3%,33.3%,33.3%,33.3%,-,"{""2025"": ""11.5%""}"
advanced-teams,/nfl/advanced/teams/coverage/explosive-reception-rate-allowed,Explosive Reception Rate Allowed | NFL Advanced Stats,no,3,Pittsburgh Steelers,,Pittsburgh Steelers,,2026,25.0%,25.0%,25.0%,25.0%,25.0%,25.0%,-,"{""2025"": ""13.4%""}"
advanced-teams,/nfl/advanced/teams/coverage/explosive-reception-rate-allowed,Explosive Reception Rate Allowed | NFL Advanced Stats,no,3,Houston Texans,,Houston Texans,,2026,25.0%,25.0%,25.0%,25.0%,25.0%,25.0%,-,"{""2025"": ""14.7%""}"
advanced-teams,/nfl/advanced/teams/coverage/explosive-reception-rate-allowed,Explosive Reception Rate Allowed | NFL Advanced Stats,no,5,Cleveland Browns,,Cleveland Browns,,2026,22.2%,22.2%,22.2%,22.2%,22.2%,-,22.2%,"{""2025"": ""14.0%""}"
advanced-teams,/nfl/advanced/teams/coverage/explosive-receptions-allowed,Explosive Receptions Allowed (Team Defense) | NFL Advanced Stats,no,1,Minnesota Vikings,,Minnesota Vikings,,2026,7,7,7,7,7,7,-,"{""2025"": ""32""}"
advanced-teams,/nfl/advanced/teams/coverage/explosive-receptions-allowed,Explosive Receptions Allowed (Team Defense) | NFL Advanced Stats,no,2,Detroit Lions,,Detroit Lions,,2026,6,6,6,6,6,6,-,"{""2025"": ""58""}"
advanced-teams,/nfl/advanced/teams/coverage/explosive-receptions-allowed,Explosive Receptions Allowed (Team Defense) | NFL Advanced Stats,no,3,Las Vegas Raiders,,Las Vegas Raiders,,2026,5,5,5,5,5,5,-,"{""2025"": ""37""}"
advanced-teams,/nfl/advanced/teams/coverage/explosive-receptions-allowed,Explosive Receptions Allowed (Team Defense) | NFL Advanced Stats,no,3,Chicago Bears,,Chicago Bears,,2026,5,5,5,5,5,-,5,"{""2025"": ""61""}"
advanced-teams,/nfl/advanced/teams/coverage/explosive-receptions-allowed,Explosive Receptions Allowed (Team Defense) | NFL Advanced Stats,no,3,Houston Texans,,Houston Texans,,2026,5,5,5,5,5,5,-,"{""2025"": ""47""}"
advanced-teams,/nfl/advanced/teams/coverage/left-aligned-fantasy-points-per-route-allowed,Left-Aligned WR FP/Route Allowed | NFL Advanced Stats,no,1,Los Angeles Rams,,Los Angeles Rams,,2026,0.65,0.65,0.65,0.65,0.65,0.65,-,"{""2025"": ""0.28""}"
advanced-teams,/nfl/advanced/teams/coverage/left-aligned-fantasy-points-per-route-allowed,Left-Aligned WR FP/Route Allowed | NFL Advanced Stats,no,2,Green Bay Packers,,Green Bay Packers,,2026,0.59,0.59,0.59,0.59,0.59,-,0.59,"{""2025"": ""0.27""}"
advanced-teams,/nfl/advanced/teams/coverage/left-aligned-fantasy-points-per-route-allowed,Left-Aligned WR FP/Route Allowed | NFL Advanced Stats,no,3,Indianapolis Colts,,Indianapolis Colts,,2026,0.52,0.52,0.52,0.52,0.52,0.52,-,"{""2025"": ""0.28""}"
advanced-teams,/nfl/advanced/teams/coverage/left-aligned-fantasy-points-per-route-allowed,Left-Aligned WR FP/Route Allowed | NFL Advanced Stats,no,4,Chicago Bears,,Chicago Bears,,2026,0.52,0.52,0.52,0.52,0.52,-,0.52,"{""2025"": ""0.34""}"
advanced-teams,/nfl/advanced/teams/coverage/left-aligned-fantasy-points-per-route-allowed,Left-Aligned WR FP/Route Allowed | NFL Advanced Stats,no,5,New England Patriots,,New England Patriots,,2026,0.46,0.46,0.46,0.46,0.46,-,0.46,"{""2025"": ""0.27""}"
advanced-teams,/nfl/advanced/teams/coverage/left-aligned-receptions-allowed,Left-Aligned WR Receptions Allowed | NFL Advanced Stats,no,1,New Orleans Saints,,New Orleans Saints,,2026,9,9,9,9,9,-,9,"{""2025"": ""89""}"
advanced-teams,/nfl/advanced/teams/coverage/left-aligned-receptions-allowed,Left-Aligned WR Receptions Allowed | NFL Advanced Stats,no,1,Detroit Lions,,Detroit Lions,,2026,9,9,9,9,9,9,-,"{""2025"": ""87""}"
advanced-teams,/nfl/advanced/teams/coverage/left-aligned-receptions-allowed,Left-Aligned WR Receptions Allowed | NFL Advanced Stats,no,1,Carolina Panthers,,Carolina Panthers,,2026,9,9,9,9,9,9,-,"{""2025"": ""85""}"
advanced-teams,/nfl/advanced/teams/coverage/left-aligned-receptions-allowed,Left-Aligned WR Receptions Allowed | NFL Advanced Stats,no,4,Baltimore Ravens,,Baltimore Ravens,,2026,8,8,8,8,8,-,8,"{""2025"": ""97""}"
advanced-teams,/nfl/advanced/teams/coverage/left-aligned-receptions-allowed,Left-Aligned WR Receptions Allowed | NFL Advanced Stats,no,4,Los Angeles Rams,,Los Angeles Rams,,2026,8,8,8,8,8,8,-,"{""2025"": ""107""}"
advanced-teams,/nfl/advanced/teams/coverage/left-aligned-target-rate-allowed,Left-Aligned WR Target Rate Allowed | NFL Advanced Stats,no,1,Las Vegas Raiders,,Las Vegas Raiders,,2026,31.4%,31.4%,31.4%,31.4%,31.4%,31.4%,-,"{""2025"": ""23.6%""}"
advanced-teams,/nfl/advanced/teams/coverage/left-aligned-target-rate-allowed,Left-Aligned WR Target Rate Allowed | NFL Advanced Stats,no,2,Cleveland Browns,,Cleveland Browns,,2026,29.2%,29.2%,29.2%,29.2%,29.2%,-,29.2%,"{""2025"": ""19.0%""}"
advanced-teams,/nfl/advanced/teams/coverage/left-aligned-target-rate-allowed,Left-Aligned WR Target Rate Allowed | NFL Advanced Stats,no,3,Dallas Cowboys,,Dallas Cowboys,,2026,28.1%,28.1%,28.1%,28.1%,28.1%,-,28.1%,"{""2025"": ""21.1%""}"
advanced-teams,/nfl/advanced/teams/coverage/left-aligned-target-rate-allowed,Left-Aligned WR Target Rate Allowed | NFL Advanced Stats,no,4,Carolina Panthers,,Carolina Panthers,,2026,27.3%,27.3%,27.3%,27.3%,27.3%,27.3%,-,"{""2025"": ""19.6%""}"
advanced-teams,/nfl/advanced/teams/coverage/left-aligned-target-rate-allowed,Left-Aligned WR Target Rate Allowed | NFL Advanced Stats,no,5,New York Giants,,New York Giants,,2026,26.1%,26.1%,26.1%,26.1%,26.1%,26.1%,-,"{""2025"": ""20.3%""}"
advanced-teams,/nfl/advanced/teams/coverage/left-aligned-targets-allowed,Left-Aligned WR Targets Allowed | NFL Advanced Stats,no,1,New Orleans Saints,,New Orleans Saints,,2026,13,13,13,13,13,-,13,"{""2025"": ""151""}"
advanced-teams,/nfl/advanced/teams/coverage/left-aligned-targets-allowed,Left-Aligned WR Targets Allowed | NFL Advanced Stats,no,1,Detroit Lions,,Detroit Lions,,2026,13,13,13,13,13,13,-,"{""2025"": ""155""}"
advanced-teams,/nfl/advanced/teams/coverage/left-aligned-targets-allowed,Left-Aligned WR Targets Allowed | NFL Advanced Stats,no,1,Minnesota Vikings,,Minnesota Vikings,,2026,13,13,13,13,13,13,-,"{""2025"": ""125""}"
advanced-teams,/nfl/advanced/teams/coverage/left-aligned-targets-allowed,Left-Aligned WR Targets Allowed | NFL Advanced Stats,no,4,New York Giants,,New York Giants,,2026,12,12,12,12,12,12,-,"{""2025"": ""148""}"
advanced-teams,/nfl/advanced/teams/coverage/left-aligned-targets-allowed,Left-Aligned WR Targets Allowed | NFL Advanced Stats,no,5,Las Vegas Raiders,,Las Vegas Raiders,,2026,11,11,11,11,11,11,-,"{""2025"": ""159""}"
advanced-teams,/nfl/advanced/teams/coverage/man-coverage-rate,Man Coverage Rate | NFL Advanced Stats,no,1,Indianapolis Colts,,Indianapolis Colts,,2026,66.7%,66.7%,66.7%,66.7%,66.7%,66.7%,-,"{""2025"": ""36.0%""}"
advanced-teams,/nfl/advanced/teams/coverage/man-coverage-rate,Man Coverage Rate | NFL Advanced Stats,no,2,Chicago Bears,,Chicago Bears,,2026,60.0%,60.0%,60.0%,60.0%,60.0%,-,60.0%,"{""2025"": ""41.4%""}"
advanced-teams,/nfl/advanced/teams/coverage/man-coverage-rate,Man Coverage Rate | NFL Advanced Stats,no,3,Denver Broncos,,Denver Broncos,,2026,58.6%,58.6%,58.6%,58.6%,58.6%,-,58.6%,"{""2025"": ""44.3%""}"
advanced-teams,/nfl/advanced/teams/coverage/man-coverage-rate,Man Coverage Rate | NFL Advanced Stats,no,4,New York Giants,,New York Giants,,2026,52.9%,52.9%,52.9%,52.9%,52.9%,52.9%,-,"{""2025"": ""39.9%""}"
advanced-teams,/nfl/advanced/teams/coverage/man-coverage-rate,Man Coverage Rate | NFL Advanced Stats,no,5,Dallas Cowboys,,Dallas Cowboys,,2026,45.2%,45.2%,45.2%,45.2%,45.2%,-,45.2%,"{""2025"": ""24.0%""}"
advanced-teams,/nfl/advanced/teams/coverage/passer-rating-vs-man,Passer Rating vs Man | NFL Advanced Stats,no,1,New York Jets,,New York Jets,,2026,79.2,79.2,79.2,79.2,79.2,158.3,79.2,"{""2025"": ""111.5""}"
advanced-teams,/nfl/advanced/teams/coverage/passer-rating-vs-man,Passer Rating vs Man | NFL Advanced Stats,no,1,Seattle Seahawks,,Seattle Seahawks,,2026,79.2,79.2,79.2,79.2,79.2,79.2,158.3,"{""2025"": ""87.0""}"
advanced-teams,/nfl/advanced/teams/coverage/passer-rating-vs-man,Passer Rating vs Man | NFL Advanced Stats,no,3,New Orleans Saints,,New Orleans Saints,,2026,85.4,85.4,85.4,85.4,85.4,158.3,85.4,"{""2025"": ""96.4""}"
advanced-teams,/nfl/advanced/teams/coverage/passer-rating-vs-man,Passer Rating vs Man | NFL Advanced Stats,no,4,Philadelphia Eagles,,Philadelphia Eagles,,2026,86.1,86.1,86.1,86.1,86.1,86.1,158.3,"{""2025"": ""74.6""}"
advanced-teams,/nfl/advanced/teams/coverage/passer-rating-vs-man,Passer Rating vs Man | NFL Advanced Stats,no,5,Minnesota Vikings,,Minnesota Vikings,,2026,88.7,88.7,88.7,88.7,88.7,88.7,158.3,"{""2025"": ""96.6""}"
advanced-teams,/nfl/advanced/teams/coverage/passer-rating-vs-zone,Passer Rating vs Zone | NFL Advanced Stats,no,1,Pittsburgh Steelers,,Pittsburgh Steelers,,2026,75.3,75.3,75.3,75.3,75.3,75.3,158.3,"{""2025"": ""95.6""}"
advanced-teams,/nfl/advanced/teams/coverage/passer-rating-vs-zone,Passer Rating vs Zone | NFL Advanced Stats,no,2,Denver Broncos,,Denver Broncos,,2026,78.1,78.1,78.1,78.1,78.1,158.3,78.1,"{""2025"": ""81.2""}"
advanced-teams,/nfl/advanced/teams/coverage/passer-rating-vs-zone,Passer Rating vs Zone | NFL Advanced Stats,no,3,Baltimore Ravens,,Baltimore Ravens,,2026,79.5,79.5,79.5,79.5,79.5,158.3,79.5,"{""2025"": ""89.3""}"
advanced-teams,/nfl/advanced/teams/coverage/passer-rating-vs-zone,Passer Rating vs Zone | NFL Advanced Stats,no,4,Green Bay Packers,,Green Bay Packers,,2026,80.2,80.2,80.2,80.2,80.2,158.3,80.2,"{""2025"": ""92.3""}"
advanced-teams,/nfl/advanced/teams/coverage/passer-rating-vs-zone,Passer Rating vs Zone | NFL Advanced Stats,no,5,Atlanta Falcons,,Atlanta Falcons,,2026,85.6,85.6,85.6,85.6,85.6,158.3,85.6,"{""2025"": ""98.8""}"
advanced-teams,/nfl/advanced/teams/coverage/perimeter-fantasy-points-per-route-allowed,Perimeter (Outside) WR FP/Route Allowed | NFL Advanced Stats,no,1,Houston Texans,,Houston Texans,,2026,0.69,0.69,0.69,0.69,0.69,0.69,-,"{""2025"": ""0.26""}"
advanced-teams,/nfl/advanced/teams/coverage/perimeter-fantasy-points-per-route-allowed,Perimeter (Outside) WR FP/Route Allowed | NFL Advanced Stats,no,2,Cleveland Browns,,Cleveland Browns,,2026,0.64,0.64,0.64,0.64,0.64,-,0.64,"{""2025"": ""0.33""}"
advanced-teams,/nfl/advanced/teams/coverage/perimeter-fantasy-points-per-route-allowed,Perimeter (Outside) WR FP/Route Allowed | NFL Advanced Stats,no,3,New England Patriots,,New England Patriots,,2026,0.58,0.58,0.58,0.58,0.58,-,0.58,"{""2025"": ""0.29""}"
advanced-teams,/nfl/advanced/teams/coverage/perimeter-fantasy-points-per-route-allowed,Perimeter (Outside) WR FP/Route Allowed | NFL Advanced Stats,no,4,Chicago Bears,,Chicago Bears,,2026,0.54,0.54,0.54,0.54,0.54,-,0.54,"{""2025"": ""0.28""}"
advanced-teams,/nfl/advanced/teams/coverage/perimeter-fantasy-points-per-route-allowed,Perimeter (Outside) WR FP/Route Allowed | NFL Advanced Stats,no,5,Green Bay Packers,,Green Bay Packers,,2026,0.51,0.51,0.51,0.51,0.51,-,0.51,"{""2025"": ""0.32""}"
advanced-teams,/nfl/advanced/teams/coverage/perimeter-receptions-allowed,Perimeter (Outside) WR Receptions Allowed | NFL Advanced Stats,no,1,Detroit Lions,,Detroit Lions,,2026,13,13,13,13,13,13,-,"{""2025"": ""120""}"
advanced-teams,/nfl/advanced/teams/coverage/perimeter-receptions-allowed,Perimeter (Outside) WR Receptions Allowed | NFL Advanced Stats,no,2,Minnesota Vikings,,Minnesota Vikings,,2026,12,12,12,12,12,12,-,"{""2025"": ""84""}"
advanced-teams,/nfl/advanced/teams/coverage/perimeter-receptions-allowed,Perimeter (Outside) WR Receptions Allowed | NFL Advanced Stats,no,3,Chicago Bears,,Chicago Bears,,2026,11,11,11,11,11,-,11,"{""2025"": ""111""}"
advanced-teams,/nfl/advanced/teams/coverage/perimeter-receptions-allowed,Perimeter (Outside) WR Receptions Allowed | NFL Advanced Stats,no,3,Cleveland Browns,,Cleveland Browns,,2026,11,11,11,11,11,-,11,"{""2025"": ""103""}"
advanced-teams,/nfl/advanced/teams/coverage/perimeter-receptions-allowed,Perimeter (Outside) WR Receptions Allowed | NFL Advanced Stats,no,5,Buffalo Bills,,Buffalo Bills,,2026,10,10,10,10,10,-,10,"{""2025"": ""98""}"
advanced-teams,/nfl/advanced/teams/coverage/perimeter-target-rate-allowed,Perimeter (Outside) WR Target Rate Allowed | NFL Advanced Stats,no,1,Arizona Cardinals,,Arizona Cardinals,,2026,33.3%,33.3%,33.3%,33.3%,33.3%,-,33.3%,"{""2025"": ""20.6%""}"
advanced-teams,/nfl/advanced/teams/coverage/perimeter-target-rate-allowed,Perimeter (Outside) WR Target Rate Allowed | NFL Advanced Stats,no,2,Cleveland Browns,,Cleveland Browns,,2026,31.6%,31.6%,31.6%,31.6%,31.6%,-,31.6%,"{""2025"": ""20.7%""}"
advanced-teams,/nfl/advanced/teams/coverage/perimeter-target-rate-allowed,Perimeter (Outside) WR Target Rate Allowed | NFL Advanced Stats,no,3,San Francisco 49ers,,San Francisco 49ers,,2026,31.0%,31.0%,31.0%,31.0%,31.0%,-,31.0%,"{""2025"": ""18.9%""}"
advanced-teams,/nfl/advanced/teams/coverage/perimeter-target-rate-allowed,Perimeter (Outside) WR Target Rate Allowed | NFL Advanced Stats,no,4,Houston Texans,,Houston Texans,,2026,29.8%,29.8%,29.8%,29.8%,29.8%,29.8%,-,"{""2025"": ""19.9%""}"
advanced-teams,/nfl/advanced/teams/coverage/perimeter-target-rate-allowed,Perimeter (Outside) WR Target Rate Allowed | NFL Advanced Stats,no,5,New England Patriots,,New England Patriots,,2026,29.3%,29.3%,29.3%,29.3%,29.3%,-,29.3%,"{""2025"": ""20.2%""}"
advanced-teams,/nfl/advanced/teams/coverage/perimeter-targets-allowed,Perimeter (Outside) WR Targets Allowed | NFL Advanced Stats,no,1,Minnesota Vikings,,Minnesota Vikings,,2026,20,20,20,20,20,20,-,"{""2025"": ""144""}"
advanced-teams,/nfl/advanced/teams/coverage/perimeter-targets-allowed,Perimeter (Outside) WR Targets Allowed | NFL Advanced Stats,no,2,Detroit Lions,,Detroit Lions,,2026,18,18,18,18,18,18,-,"{""2025"": ""212""}"
advanced-teams,/nfl/advanced/teams/coverage/perimeter-targets-allowed,Perimeter (Outside) WR Targets Allowed | NFL Advanced Stats,no,3,New Orleans Saints,,New Orleans Saints,,2026,15,15,15,15,15,-,15,"{""2025"": ""181""}"
advanced-teams,/nfl/advanced/teams/coverage/perimeter-targets-allowed,Perimeter (Outside) WR Targets Allowed | NFL Advanced Stats,no,3,Atlanta Falcons,,Atlanta Falcons,,2026,15,15,15,15,15,-,15,"{""2025"": ""208""}"
advanced-teams,/nfl/advanced/teams/coverage/perimeter-targets-allowed,Perimeter (Outside) WR Targets Allowed | NFL Advanced Stats,no,5,Buffalo Bills,,Buffalo Bills,,2026,14,14,14,14,14,-,14,"{""2025"": ""157""}"
advanced-teams,/nfl/advanced/teams/coverage/receptions-allowed,Receptions Allowed | NFL Advanced Stats,no,1,Pittsburgh Steelers,,Pittsburgh Steelers,,2026,12,12,12,12,12,12,-,"{""2025"": ""396""}"
advanced-teams,/nfl/advanced/teams/coverage/receptions-allowed,Receptions Allowed | NFL Advanced Stats,no,2,Washington Commanders,,Washington Commanders,,2026,14,14,14,14,14,-,14,"{""2025"": ""350""}"
advanced-teams,/nfl/advanced/teams/coverage/receptions-allowed,Receptions Allowed | NFL Advanced Stats,no,3,Green Bay Packers,,Green Bay Packers,,2026,15,15,15,15,15,-,15,"{""2025"": ""360""}"
advanced-teams,/nfl/advanced/teams/coverage/receptions-allowed,Receptions Allowed | NFL Advanced Stats,no,3,Las Vegas Raiders,,Las Vegas Raiders,,2026,15,15,15,15,15,15,-,"{""2025"": ""359""}"
advanced-teams,/nfl/advanced/teams/coverage/receptions-allowed,Receptions Allowed | NFL Advanced Stats,no,3,Denver Broncos,,Denver Broncos,,2026,15,15,15,15,15,-,15,"{""2025"": ""343""}"
advanced-teams,/nfl/advanced/teams/coverage/right-aligned-fantasy-points-per-route-allowed,Right-Aligned WR FP/Route Allowed | NFL Advanced Stats,no,1,Cleveland Browns,,Cleveland Browns,,2026,1.26,1.26,1.26,1.26,1.26,-,1.26,"{""2025"": ""0.30""}"
advanced-teams,/nfl/advanced/teams/coverage/right-aligned-fantasy-points-per-route-allowed,Right-Aligned WR FP/Route Allowed | NFL Advanced Stats,no,2,Tennessee Titans,,Tennessee Titans,,2026,0.63,0.63,0.63,0.63,0.63,0.63,-,"{""2025"": ""0.34""}"
advanced-teams,/nfl/advanced/teams/coverage/right-aligned-fantasy-points-per-route-allowed,Right-Aligned WR FP/Route Allowed | NFL Advanced Stats,no,3,Houston Texans,,Houston Texans,,2026,0.58,0.58,0.58,0.58,0.58,0.58,-,"{""2025"": ""0.23""}"
advanced-teams,/nfl/advanced/teams/coverage/right-aligned-fantasy-points-per-route-allowed,Right-Aligned WR FP/Route Allowed | NFL Advanced Stats,no,4,Carolina Panthers,,Carolina Panthers,,2026,0.55,0.55,0.55,0.55,0.55,0.55,-,"{""2025"": ""0.30""}"
advanced-teams,/nfl/advanced/teams/coverage/right-aligned-fantasy-points-per-route-allowed,Right-Aligned WR FP/Route Allowed | NFL Advanced Stats,no,5,Minnesota Vikings,,Minnesota Vikings,,2026,0.55,0.55,0.55,0.55,0.55,0.55,-,"{""2025"": ""0.27""}"
advanced-teams,/nfl/advanced/teams/coverage/right-aligned-receptions-allowed,Right-Aligned WR Receptions Allowed | NFL Advanced Stats,no,1,Detroit Lions,,Detroit Lions,,2026,11,11,11,11,11,11,-,"{""2025"": ""100""}"
advanced-teams,/nfl/advanced/teams/coverage/right-aligned-receptions-allowed,Right-Aligned WR Receptions Allowed | NFL Advanced Stats,no,2,Buffalo Bills,,Buffalo Bills,,2026,10,10,10,10,10,-,10,"{""2025"": ""90""}"
advanced-teams,/nfl/advanced/teams/coverage/right-aligned-receptions-allowed,Right-Aligned WR Receptions Allowed | NFL Advanced Stats,no,3,Chicago Bears,,Chicago Bears,,2026,8,8,8,8,8,-,8,"{""2025"": ""85""}"
advanced-teams,/nfl/advanced/teams/coverage/right-aligned-receptions-allowed,Right-Aligned WR Receptions Allowed | NFL Advanced Stats,no,3,Minnesota Vikings,,Minnesota Vikings,,2026,8,8,8,8,8,8,-,"{""2025"": ""71""}"
advanced-teams,/nfl/advanced/teams/coverage/right-aligned-receptions-allowed,Right-Aligned WR Receptions Allowed | NFL Advanced Stats,no,5,New England Patriots,,New England Patriots,,2026,7,7,7,7,7,-,7,"{""2025"": ""77""}"
advanced-teams,/nfl/advanced/teams/coverage/right-aligned-target-rate-allowed,Right-Aligned WR Target Rate Allowed | NFL Advanced Stats,no,1,Arizona Cardinals,,Arizona Cardinals,,2026,35.3%,35.3%,35.3%,35.3%,35.3%,-,35.3%,"{""2025"": ""21.6%""}"
advanced-teams,/nfl/advanced/teams/coverage/right-aligned-target-rate-allowed,Right-Aligned WR Target Rate Allowed | NFL Advanced Stats,no,2,Miami Dolphins,,Miami Dolphins,,2026,33.3%,33.3%,33.3%,33.3%,33.3%,-,33.3%,"{""2025"": ""20.0%""}"
advanced-teams,/nfl/advanced/teams/coverage/right-aligned-target-rate-allowed,Right-Aligned WR Target Rate Allowed | NFL Advanced Stats,no,3,Houston Texans,,Houston Texans,,2026,32.4%,32.4%,32.4%,32.4%,32.4%,32.4%,-,"{""2025"": ""19.5%""}"
advanced-teams,/nfl/advanced/teams/coverage/right-aligned-target-rate-allowed,Right-Aligned WR Target Rate Allowed | NFL Advanced Stats,no,4,Tennessee Titans,,Tennessee Titans,,2026,32.0%,32.0%,32.0%,32.0%,32.0%,32.0%,-,"{""2025"": ""19.9%""}"
advanced-teams,/nfl/advanced/teams/coverage/right-aligned-target-rate-allowed,Right-Aligned WR Target Rate Allowed | NFL Advanced Stats,no,5,New England Patriots,,New England Patriots,,2026,29.0%,29.0%,29.0%,29.0%,29.0%,-,29.0%,"{""2025"": ""18.7%""}"
advanced-teams,/nfl/advanced/teams/coverage/right-aligned-targets-allowed,Right-Aligned WR Targets Allowed | NFL Advanced Stats,no,1,Detroit Lions,,Detroit Lions,,2026,14,14,14,14,14,14,-,"{""2025"": ""161""}"
advanced-teams,/nfl/advanced/teams/coverage/right-aligned-targets-allowed,Right-Aligned WR Targets Allowed | NFL Advanced Stats,no,1,Minnesota Vikings,,Minnesota Vikings,,2026,14,14,14,14,14,14,-,"{""2025"": ""114""}"
advanced-teams,/nfl/advanced/teams/coverage/right-aligned-targets-allowed,Right-Aligned WR Targets Allowed | NFL Advanced Stats,no,3,Buffalo Bills,,Buffalo Bills,,2026,13,13,13,13,13,-,13,"{""2025"": ""153""}"
advanced-teams,/nfl/advanced/teams/coverage/right-aligned-targets-allowed,Right-Aligned WR Targets Allowed | NFL Advanced Stats,no,4,Arizona Cardinals,,Arizona Cardinals,,2026,12,12,12,12,12,-,12,"{""2025"": ""147""}"
advanced-teams,/nfl/advanced/teams/coverage/right-aligned-targets-allowed,Right-Aligned WR Targets Allowed | NFL Advanced Stats,no,4,Houston Texans,,Houston Texans,,2026,12,12,12,12,12,12,-,"{""2025"": ""133""}"
advanced-teams,/nfl/advanced/teams/coverage/slot-fantasy-points-per-route-allowed,Slot WR FP/Route Allowed | NFL Advanced Stats,no,1,Cleveland Browns,,Cleveland Browns,,2026,1.48,1.48,1.48,1.48,1.48,-,1.48,"{""2025"": ""0.21""}"
advanced-teams,/nfl/advanced/teams/coverage/slot-fantasy-points-per-route-allowed,Slot WR FP/Route Allowed | NFL Advanced Stats,no,2,Los Angeles Rams,,Los Angeles Rams,,2026,0.94,0.94,0.94,0.94,0.94,0.94,-,"{""2025"": ""0.22""}"
advanced-teams,/nfl/advanced/teams/coverage/slot-fantasy-points-per-route-allowed,Slot WR FP/Route Allowed | NFL Advanced Stats,no,3,Indianapolis Colts,,Indianapolis Colts,,2026,0.74,0.74,0.74,0.74,0.74,0.74,-,"{""2025"": ""0.31""}"
advanced-teams,/nfl/advanced/teams/coverage/slot-fantasy-points-per-route-allowed,Slot WR FP/Route Allowed | NFL Advanced Stats,no,4,Philadelphia Eagles,,Philadelphia Eagles,,2026,0.70,0.70,0.70,0.70,0.70,0.70,-,"{""2025"": ""0.17""}"
advanced-teams,/nfl/advanced/teams/coverage/slot-fantasy-points-per-route-allowed,Slot WR FP/Route Allowed | NFL Advanced Stats,no,5,Carolina Panthers,,Carolina Panthers,,2026,0.60,0.60,0.60,0.60,0.60,0.60,-,"{""2025"": ""0.24""}"
advanced-teams,/nfl/advanced/teams/coverage/slot-receptions-allowed,Slot WR Receptions Allowed | NFL Advanced Stats,no,1,Philadelphia Eagles,,Philadelphia Eagles,,2026,8,8,8,8,8,8,-,"{""2025"": ""55""}"
advanced-teams,/nfl/advanced/teams/coverage/slot-receptions-allowed,Slot WR Receptions Allowed | NFL Advanced Stats,no,2,New Orleans Saints,,New Orleans Saints,,2026,7,7,7,7,7,-,7,"{""2025"": ""55""}"
