category,metric_path,metric_title,free_full,rank,name,name_href,team,position,season_label,season_value,last_1,last_3,last_5,last_10,home,away,extra_json
advanced-teams,/nfl/advanced/teams/passing/pass-yards-after-catch,Pass Yards After Catch | NFL Advanced Team Stats,no,3,Kansas City Chiefs,,Kansas City Chiefs,,2026,166,166,166,166,166,166,-,"{""2025"": ""2110""}"
advanced-teams,/nfl/advanced/teams/passing/pass-yards-after-catch,Pass Yards After Catch | NFL Advanced Team Stats,no,4,Green Bay Packers,,Green Bay Packers,,2026,160,160,160,160,160,-,160,"{""2025"": ""1665""}"
advanced-teams,/nfl/advanced/teams/passing/pass-yards-after-catch,Pass Yards After Catch | NFL Advanced Team Stats,no,5,Carolina Panthers,,Carolina Panthers,,2026,156,156,156,156,156,156,-,"{""2025"": ""1629""}"
advanced-teams,/nfl/advanced/teams/passing/pass-yards-after-catch-per-completion,Pass YAC/Completion | NFL Advanced Team Stats,no,1,Kansas City Chiefs,,Kansas City Chiefs,,2026,11.1,11.1,11.1,11.1,11.1,11.1,-,"{""2025"": ""5.8""}"
advanced-teams,/nfl/advanced/teams/passing/pass-yards-after-catch-per-completion,Pass YAC/Completion | NFL Advanced Team Stats,no,2,Baltimore Ravens,,Baltimore Ravens,,2026,9.9,9.9,9.9,9.9,9.9,-,9.9,"{""2025"": ""4.9""}"
advanced-teams,/nfl/advanced/teams/passing/pass-yards-after-catch-per-completion,Pass YAC/Completion | NFL Advanced Team Stats,no,3,Atlanta Falcons,,Atlanta Falcons,,2026,9.8,9.8,9.8,9.8,9.8,-,9.8,"{""2025"": ""5.6""}"
advanced-teams,/nfl/advanced/teams/passing/pass-yards-after-catch-per-completion,Pass YAC/Completion | NFL Advanced Team Stats,no,4,Green Bay Packers,,Green Bay Packers,,2026,7.6,7.6,7.6,7.6,7.6,-,7.6,"{""2025"": ""5.1""}"
advanced-teams,/nfl/advanced/teams/passing/pass-yards-after-catch-per-completion,Pass YAC/Completion | NFL Advanced Team Stats,no,5,Tampa Bay Buccaneers,,Tampa Bay Buccaneers,,2026,7.3,7.3,7.3,7.3,7.3,-,7.3,"{""2025"": ""5.6""}"
advanced-teams,/nfl/advanced/teams/passing/passes-dropped,Passes Dropped | NFL Advanced Team Stats,no,1,Arizona Cardinals,,Arizona Cardinals,,2026,3,3,3,3,3,-,3,"{""2025"": ""17""}"
advanced-teams,/nfl/advanced/teams/passing/passes-dropped,Passes Dropped | NFL Advanced Team Stats,no,1,Indianapolis Colts,,Indianapolis Colts,,2026,3,3,3,3,3,3,-,"{""2025"": ""18""}"
advanced-teams,/nfl/advanced/teams/passing/passes-dropped,Passes Dropped | NFL Advanced Team Stats,no,3,San Francisco 49ers,,San Francisco 49ers,,2026,2,2,2,2,2,-,2,"{""2025"": ""24""}"
advanced-teams,/nfl/advanced/teams/passing/passes-dropped,Passes Dropped | NFL Advanced Team Stats,no,3,New Orleans Saints,,New Orleans Saints,,2026,2,2,2,2,2,-,2,"{""2025"": ""23""}"
advanced-teams,/nfl/advanced/teams/passing/passes-dropped,Passes Dropped | NFL Advanced Team Stats,no,3,Dallas Cowboys,,Dallas Cowboys,,2026,2,2,2,2,2,-,2,"{""2025"": ""28""}"
advanced-teams,/nfl/advanced/teams/passing/perimeter-fantasy-points-per-route,Team Perimeter (Outside) WR FP/Route | NFL Advanced Team Stats,no,1,Buffalo Bills,,Buffalo Bills,,2026,0.69,0.69,0.69,0.69,0.69,-,0.69,"{""2025"": ""0.27""}"
advanced-teams,/nfl/advanced/teams/passing/perimeter-fantasy-points-per-route,Team Perimeter (Outside) WR FP/Route | NFL Advanced Team Stats,no,2,Jacksonville Jaguars,,Jacksonville Jaguars,,2026,0.64,0.64,0.64,0.64,0.64,0.64,-,"{""2025"": ""0.31""}"
advanced-teams,/nfl/advanced/teams/passing/perimeter-fantasy-points-per-route,Team Perimeter (Outside) WR FP/Route | NFL Advanced Team Stats,no,3,Seattle Seahawks,,Seattle Seahawks,,2026,0.58,0.58,0.58,0.58,0.58,0.58,-,"{""2025"": ""0.42""}"
advanced-teams,/nfl/advanced/teams/passing/perimeter-fantasy-points-per-route,Team Perimeter (Outside) WR FP/Route | NFL Advanced Team Stats,no,4,Carolina Panthers,,Carolina Panthers,,2026,0.54,0.54,0.54,0.54,0.54,0.54,-,"{""2025"": ""0.29""}"
advanced-teams,/nfl/advanced/teams/passing/perimeter-fantasy-points-per-route,Team Perimeter (Outside) WR FP/Route | NFL Advanced Team Stats,no,5,Minnesota Vikings,,Minnesota Vikings,,2026,0.51,0.51,0.51,0.51,0.51,0.51,-,"{""2025"": ""0.28""}"
advanced-teams,/nfl/advanced/teams/passing/perimeter-receptions,Team Perimeter (Outside) WR Receptions | NFL Advanced Team Stats,no,1,New Orleans Saints,,New Orleans Saints,,2026,13,13,13,13,13,-,13,"{""2025"": ""134""}"
advanced-teams,/nfl/advanced/teams/passing/perimeter-receptions,Team Perimeter (Outside) WR Receptions | NFL Advanced Team Stats,no,2,Green Bay Packers,,Green Bay Packers,,2026,12,12,12,12,12,-,12,"{""2025"": ""105""}"
advanced-teams,/nfl/advanced/teams/passing/perimeter-receptions,Team Perimeter (Outside) WR Receptions | NFL Advanced Team Stats,no,3,Jacksonville Jaguars,,Jacksonville Jaguars,,2026,11,11,11,11,11,11,-,"{""2025"": ""127""}"
advanced-teams,/nfl/advanced/teams/passing/perimeter-receptions,Team Perimeter (Outside) WR Receptions | NFL Advanced Team Stats,no,3,Carolina Panthers,,Carolina Panthers,,2026,11,11,11,11,11,11,-,"{""2025"": ""108""}"
advanced-teams,/nfl/advanced/teams/passing/perimeter-receptions,Team Perimeter (Outside) WR Receptions | NFL Advanced Team Stats,no,5,Arizona Cardinals,,Arizona Cardinals,,2026,10,10,10,10,10,-,10,"{""2025"": ""126""}"
advanced-teams,/nfl/advanced/teams/passing/perimeter-target-rate,Team Perimeter (Outside) WR Target Rate | NFL Advanced Team Stats,no,1,Los Angeles Chargers,,Los Angeles Chargers,,2026,33.3%,33.3%,33.3%,33.3%,33.3%,33.3%,-,"{""2025"": ""21.3%""}"
advanced-teams,/nfl/advanced/teams/passing/perimeter-target-rate,Team Perimeter (Outside) WR Target Rate | NFL Advanced Team Stats,no,2,Jacksonville Jaguars,,Jacksonville Jaguars,,2026,31.6%,31.6%,31.6%,31.6%,31.6%,31.6%,-,"{""2025"": ""22.6%""}"
advanced-teams,/nfl/advanced/teams/passing/perimeter-target-rate,Team Perimeter (Outside) WR Target Rate | NFL Advanced Team Stats,no,3,Los Angeles Rams,,Los Angeles Rams,,2026,31.0%,31.0%,31.0%,31.0%,31.0%,31.0%,-,"{""2025"": ""26.6%""}"
advanced-teams,/nfl/advanced/teams/passing/perimeter-target-rate,Team Perimeter (Outside) WR Target Rate | NFL Advanced Team Stats,no,4,Buffalo Bills,,Buffalo Bills,,2026,29.8%,29.8%,29.8%,29.8%,29.8%,-,29.8%,"{""2025"": ""19.7%""}"
advanced-teams,/nfl/advanced/teams/passing/perimeter-target-rate,Team Perimeter (Outside) WR Target Rate | NFL Advanced Team Stats,no,5,Seattle Seahawks,,Seattle Seahawks,,2026,29.3%,29.3%,29.3%,29.3%,29.3%,29.3%,-,"{""2025"": ""23.4%""}"
advanced-teams,/nfl/advanced/teams/passing/perimeter-targets,Team Perimeter (Outside) WR Targets | NFL Advanced Team Stats,no,1,Green Bay Packers,,Green Bay Packers,,2026,20,20,20,20,20,-,20,"{""2025"": ""163""}"
advanced-teams,/nfl/advanced/teams/passing/perimeter-targets,Team Perimeter (Outside) WR Targets | NFL Advanced Team Stats,no,2,New Orleans Saints,,New Orleans Saints,,2026,18,18,18,18,18,-,18,"{""2025"": ""214""}"
advanced-teams,/nfl/advanced/teams/passing/perimeter-targets,Team Perimeter (Outside) WR Targets | NFL Advanced Team Stats,no,3,Pittsburgh Steelers,,Pittsburgh Steelers,,2026,15,15,15,15,15,15,-,"{""2025"": ""162""}"
advanced-teams,/nfl/advanced/teams/passing/perimeter-targets,Team Perimeter (Outside) WR Targets | NFL Advanced Team Stats,no,3,Detroit Lions,,Detroit Lions,,2026,15,15,15,15,15,15,-,"{""2025"": ""191""}"
advanced-teams,/nfl/advanced/teams/passing/perimeter-targets,Team Perimeter (Outside) WR Targets | NFL Advanced Team Stats,no,5,Buffalo Bills,,Buffalo Bills,,2026,14,14,14,14,14,-,14,"{""2025"": ""161""}"
advanced-teams,/nfl/advanced/teams/passing/right-aligned-fantasy-points-per-route,Team Right-Aligned WR FP/Route | NFL Advanced Team Stats,no,1,Jacksonville Jaguars,,Jacksonville Jaguars,,2026,1.26,1.26,1.26,1.26,1.26,1.26,-,"{""2025"": ""0.29""}"
advanced-teams,/nfl/advanced/teams/passing/right-aligned-fantasy-points-per-route,Team Right-Aligned WR FP/Route | NFL Advanced Team Stats,no,2,New York Jets,,New York Jets,,2026,0.63,0.63,0.63,0.63,0.63,-,0.63,"{""2025"": ""0.21""}"
advanced-teams,/nfl/advanced/teams/passing/right-aligned-fantasy-points-per-route,Team Right-Aligned WR FP/Route | NFL Advanced Team Stats,no,3,Buffalo Bills,,Buffalo Bills,,2026,0.58,0.58,0.58,0.58,0.58,-,0.58,"{""2025"": ""0.26""}"
advanced-teams,/nfl/advanced/teams/passing/right-aligned-fantasy-points-per-route,Team Right-Aligned WR FP/Route | NFL Advanced Team Stats,no,4,Chicago Bears,,Chicago Bears,,2026,0.55,0.55,0.55,0.55,0.55,-,0.55,"{""2025"": ""0.33""}"
advanced-teams,/nfl/advanced/teams/passing/right-aligned-fantasy-points-per-route,Team Right-Aligned WR FP/Route | NFL Advanced Team Stats,no,5,Green Bay Packers,,Green Bay Packers,,2026,0.55,0.55,0.55,0.55,0.55,-,0.55,"{""2025"": ""0.35""}"
advanced-teams,/nfl/advanced/teams/passing/right-aligned-receptions,Team Right-Aligned WR Receptions | NFL Advanced Team Stats,no,1,New Orleans Saints,,New Orleans Saints,,2026,11,11,11,11,11,-,11,"{""2025"": ""109""}"
advanced-teams,/nfl/advanced/teams/passing/right-aligned-receptions,Team Right-Aligned WR Receptions | NFL Advanced Team Stats,no,2,Houston Texans,,Houston Texans,,2026,10,10,10,10,10,10,-,"{""2025"": ""96""}"
advanced-teams,/nfl/advanced/teams/passing/right-aligned-receptions,Team Right-Aligned WR Receptions | NFL Advanced Team Stats,no,3,Green Bay Packers,,Green Bay Packers,,2026,8,8,8,8,8,-,8,"{""2025"": ""89""}"
advanced-teams,/nfl/advanced/teams/passing/right-aligned-receptions,Team Right-Aligned WR Receptions | NFL Advanced Team Stats,no,3,Carolina Panthers,,Carolina Panthers,,2026,8,8,8,8,8,8,-,"{""2025"": ""92""}"
advanced-teams,/nfl/advanced/teams/passing/right-aligned-receptions,Team Right-Aligned WR Receptions | NFL Advanced Team Stats,no,5,Buffalo Bills,,Buffalo Bills,,2026,7,7,7,7,7,-,7,"{""2025"": ""82""}"
advanced-teams,/nfl/advanced/teams/passing/right-aligned-target-rate,Team Right-Aligned WR Target Rate | NFL Advanced Team Stats,no,1,Los Angeles Chargers,,Los Angeles Chargers,,2026,35.3%,35.3%,35.3%,35.3%,35.3%,35.3%,-,"{""2025"": ""24.7%""}"
advanced-teams,/nfl/advanced/teams/passing/right-aligned-target-rate,Team Right-Aligned WR Target Rate | NFL Advanced Team Stats,no,2,Las Vegas Raiders,,Las Vegas Raiders,,2026,33.3%,33.3%,33.3%,33.3%,33.3%,33.3%,-,"{""2025"": ""17.6%""}"
advanced-teams,/nfl/advanced/teams/passing/right-aligned-target-rate,Team Right-Aligned WR Target Rate | NFL Advanced Team Stats,no,3,Buffalo Bills,,Buffalo Bills,,2026,32.4%,32.4%,32.4%,32.4%,32.4%,-,32.4%,"{""2025"": ""19.2%""}"
advanced-teams,/nfl/advanced/teams/passing/right-aligned-target-rate,Team Right-Aligned WR Target Rate | NFL Advanced Team Stats,no,4,New York Jets,,New York Jets,,2026,32.0%,32.0%,32.0%,32.0%,32.0%,-,32.0%,"{""2025"": ""19.7%""}"
advanced-teams,/nfl/advanced/teams/passing/right-aligned-target-rate,Team Right-Aligned WR Target Rate | NFL Advanced Team Stats,no,5,New England Patriots,,New England Patriots,,2026,29.0%,29.0%,29.0%,29.0%,29.0%,-,29.0%,"{""2025"": ""21.8%""}"
advanced-teams,/nfl/advanced/teams/passing/right-aligned-targets,Team Right-Aligned WR Targets | NFL Advanced Team Stats,no,1,Green Bay Packers,,Green Bay Packers,,2026,14,14,14,14,14,-,14,"{""2025"": ""128""}"
advanced-teams,/nfl/advanced/teams/passing/right-aligned-targets,Team Right-Aligned WR Targets | NFL Advanced Team Stats,no,1,New Orleans Saints,,New Orleans Saints,,2026,14,14,14,14,14,-,14,"{""2025"": ""166""}"
advanced-teams,/nfl/advanced/teams/passing/right-aligned-targets,Team Right-Aligned WR Targets | NFL Advanced Team Stats,no,3,Houston Texans,,Houston Texans,,2026,13,13,13,13,13,13,-,"{""2025"": ""163""}"
advanced-teams,/nfl/advanced/teams/passing/right-aligned-targets,Team Right-Aligned WR Targets | NFL Advanced Team Stats,no,4,Buffalo Bills,,Buffalo Bills,,2026,12,12,12,12,12,-,12,"{""2025"": ""116""}"
advanced-teams,/nfl/advanced/teams/passing/right-aligned-targets,Team Right-Aligned WR Targets | NFL Advanced Team Stats,no,4,Los Angeles Chargers,,Los Angeles Chargers,,2026,12,12,12,12,12,12,-,"{""2025"": ""196""}"
advanced-teams,/nfl/advanced/teams/passing/slot-fantasy-points-per-route,Team Slot WR FP/Route | NFL Advanced Team Stats,no,1,Jacksonville Jaguars,,Jacksonville Jaguars,,2026,1.48,1.48,1.48,1.48,1.48,1.48,-,"{""2025"": ""0.30""}"
advanced-teams,/nfl/advanced/teams/passing/slot-fantasy-points-per-route,Team Slot WR FP/Route | NFL Advanced Team Stats,no,2,San Francisco 49ers,,San Francisco 49ers,,2026,0.94,0.94,0.94,0.94,0.94,-,0.94,"{""2025"": ""0.25""}"
advanced-teams,/nfl/advanced/teams/passing/slot-fantasy-points-per-route,Team Slot WR FP/Route | NFL Advanced Team Stats,no,3,Baltimore Ravens,,Baltimore Ravens,,2026,0.74,0.74,0.74,0.74,0.74,-,0.74,"{""2025"": ""0.36""}"
advanced-teams,/nfl/advanced/teams/passing/slot-fantasy-points-per-route,Team Slot WR FP/Route | NFL Advanced Team Stats,no,4,Washington Commanders,,Washington Commanders,,2026,0.70,0.70,0.70,0.70,0.70,-,0.70,"{""2025"": ""0.29""}"
advanced-teams,/nfl/advanced/teams/passing/slot-fantasy-points-per-route,Team Slot WR FP/Route | NFL Advanced Team Stats,no,5,Chicago Bears,,Chicago Bears,,2026,0.60,0.60,0.60,0.60,0.60,-,0.60,"{""2025"": ""0.23""}"
advanced-teams,/nfl/advanced/teams/passing/slot-receptions,Team Slot WR Receptions | NFL Advanced Team Stats,no,1,Washington Commanders,,Washington Commanders,,2026,8,8,8,8,8,-,8,"{""2025"": ""55""}"
advanced-teams,/nfl/advanced/teams/passing/slot-receptions,Team Slot WR Receptions | NFL Advanced Team Stats,no,2,San Francisco 49ers,,San Francisco 49ers,,2026,7,7,7,7,7,-,7,"{""2025"": ""53""}"
advanced-teams,/nfl/advanced/teams/passing/slot-receptions,Team Slot WR Receptions | NFL Advanced Team Stats,no,2,New Orleans Saints,,New Orleans Saints,,2026,7,7,7,7,7,-,7,"{""2025"": ""86""}"
advanced-teams,/nfl/advanced/teams/passing/slot-receptions,Team Slot WR Receptions | NFL Advanced Team Stats,no,2,Chicago Bears,,Chicago Bears,,2026,7,7,7,7,7,-,7,"{""2025"": ""62""}"
advanced-teams,/nfl/advanced/teams/passing/slot-receptions,Team Slot WR Receptions | NFL Advanced Team Stats,no,2,Detroit Lions,,Detroit Lions,,2026,7,7,7,7,7,7,-,"{""2025"": ""92""}"
advanced-teams,/nfl/advanced/teams/passing/slot-target-rate,Team Slot WR Target Rate | NFL Advanced Team Stats,no,1,San Francisco 49ers,,San Francisco 49ers,,2026,41.2%,41.2%,41.2%,41.2%,41.2%,-,41.2%,"{""2025"": ""20.2%""}"
advanced-teams,/nfl/advanced/teams/passing/slot-target-rate,Team Slot WR Target Rate | NFL Advanced Team Stats,no,2,Washington Commanders,,Washington Commanders,,2026,35.1%,35.1%,35.1%,35.1%,35.1%,-,35.1%,"{""2025"": ""23.3%""}"
advanced-teams,/nfl/advanced/teams/passing/slot-target-rate,Team Slot WR Target Rate | NFL Advanced Team Stats,no,3,Chicago Bears,,Chicago Bears,,2026,25.9%,25.9%,25.9%,25.9%,25.9%,-,25.9%,"{""2025"": ""19.6%""}"
advanced-teams,/nfl/advanced/teams/passing/slot-target-rate,Team Slot WR Target Rate | NFL Advanced Team Stats,no,4,Detroit Lions,,Detroit Lions,,2026,25.0%,25.0%,25.0%,25.0%,25.0%,25.0%,-,"{""2025"": ""23.2%""}"
advanced-teams,/nfl/advanced/teams/passing/slot-target-rate,Team Slot WR Target Rate | NFL Advanced Team Stats,no,5,Dallas Cowboys,,Dallas Cowboys,,2026,23.3%,23.3%,23.3%,23.3%,23.3%,-,23.3%,"{""2025"": ""18.4%""}"
advanced-teams,/nfl/advanced/teams/passing/slot-targets,Team Slot WR Targets | NFL Advanced Team Stats,no,1,Washington Commanders,,Washington Commanders,,2026,13,13,13,13,13,-,13,"{""2025"": ""91""}"
advanced-teams,/nfl/advanced/teams/passing/slot-targets,Team Slot WR Targets | NFL Advanced Team Stats,no,2,Green Bay Packers,,Green Bay Packers,,2026,9,9,9,9,9,-,9,"{""2025"": ""98""}"
advanced-teams,/nfl/advanced/teams/passing/slot-targets,Team Slot WR Targets | NFL Advanced Team Stats,no,2,New Orleans Saints,,New Orleans Saints,,2026,9,9,9,9,9,-,9,"{""2025"": ""123""}"
advanced-teams,/nfl/advanced/teams/passing/slot-targets,Team Slot WR Targets | NFL Advanced Team Stats,no,2,Detroit Lions,,Detroit Lions,,2026,9,9,9,9,9,9,-,"{""2025"": ""138""}"
advanced-teams,/nfl/advanced/teams/passing/slot-targets,Team Slot WR Targets | NFL Advanced Team Stats,no,5,San Francisco 49ers,,San Francisco 49ers,,2026,7,7,7,7,7,-,7,"{""2025"": ""84""}"
advanced-teams,/nfl/advanced/teams/rushing/avoided-tackle-rate,Avoided Tackle Rate | NFL Advanced Stats,no,1,Kansas City Chiefs,,Kansas City Chiefs,,2026,47.4%,47.4%,47.4%,47.4%,47.4%,47.4%,-,"{""2025"": ""13.7%""}"
advanced-teams,/nfl/advanced/teams/rushing/avoided-tackle-rate,Avoided Tackle Rate | NFL Advanced Stats,no,2,Los Angeles Chargers,,Los Angeles Chargers,,2026,33.3%,33.3%,33.3%,33.3%,33.3%,33.3%,-,"{""2025"": ""18.9%""}"
advanced-teams,/nfl/advanced/teams/rushing/avoided-tackle-rate,Avoided Tackle Rate | NFL Advanced Stats,no,3,Arizona Cardinals,,Arizona Cardinals,,2026,32.4%,32.4%,32.4%,32.4%,32.4%,-,32.4%,"{""2025"": ""18.0%""}"
advanced-teams,/nfl/advanced/teams/rushing/avoided-tackle-rate,Avoided Tackle Rate | NFL Advanced Stats,no,4,Tampa Bay Buccaneers,,Tampa Bay Buccaneers,,2026,30.0%,30.0%,30.0%,30.0%,30.0%,-,30.0%,"{""2025"": ""15.7%""}"
advanced-teams,/nfl/advanced/teams/rushing/avoided-tackle-rate,Avoided Tackle Rate | NFL Advanced Stats,no,5,Houston Texans,,Houston Texans,,2026,25.0%,25.0%,25.0%,25.0%,25.0%,25.0%,-,"{""2025"": ""20.0%""}"
advanced-teams,/nfl/advanced/teams/rushing/avoided-tackles,Avoided Tackles | NFL Advanced Stats,no,1,Kansas City Chiefs,,Kansas City Chiefs,,2026,18,18,18,18,18,18,-,"{""2025"": ""59""}"
advanced-teams,/nfl/advanced/teams/rushing/avoided-tackles,Avoided Tackles | NFL Advanced Stats,no,2,Arizona Cardinals,,Arizona Cardinals,,2026,11,11,11,11,11,-,11,"{""2025"": ""66""}"
advanced-teams,/nfl/advanced/teams/rushing/avoided-tackles,Avoided Tackles | NFL Advanced Stats,no,3,Detroit Lions,,Detroit Lions,,2026,8,8,8,8,8,8,-,"{""2025"": ""108""}"
advanced-teams,/nfl/advanced/teams/rushing/avoided-tackles,Avoided Tackles | NFL Advanced Stats,no,3,Houston Texans,,Houston Texans,,2026,8,8,8,8,8,8,-,"{""2025"": ""95""}"
advanced-teams,/nfl/advanced/teams/rushing/avoided-tackles,Avoided Tackles | NFL Advanced Stats,no,5,New York Giants,,New York Giants,,2026,7,7,7,7,7,7,-,"{""2025"": ""84""}"
advanced-teams,/nfl/advanced/teams/rushing/inside-zone-attempts,Inside Zone Attempts | NFL Advanced Stats,no,1,Las Vegas Raiders,,Las Vegas Raiders,,2026,15,15,15,15,15,15,-,"{""2025"": ""85""}"
advanced-teams,/nfl/advanced/teams/rushing/inside-zone-attempts,Inside Zone Attempts | NFL Advanced Stats,no,1,Cincinnati Bengals,,Cincinnati Bengals,,2026,15,15,15,15,15,15,-,"{""2025"": ""106""}"
advanced-teams,/nfl/advanced/teams/rushing/inside-zone-attempts,Inside Zone Attempts | NFL Advanced Stats,no,3,New Orleans Saints,,New Orleans Saints,,2026,14,14,14,14,14,-,14,"{""2025"": ""129""}"
advanced-teams,/nfl/advanced/teams/rushing/inside-zone-attempts,Inside Zone Attempts | NFL Advanced Stats,no,3,Kansas City Chiefs,,Kansas City Chiefs,,2026,14,14,14,14,14,14,-,"{""2025"": ""105""}"
advanced-teams,/nfl/advanced/teams/rushing/inside-zone-attempts,Inside Zone Attempts | NFL Advanced Stats,no,5,San Francisco 49ers,,San Francisco 49ers,,2026,12,12,12,12,12,-,12,"{""2025"": ""123""}"
advanced-teams,/nfl/advanced/teams/rushing/inside-zone-rate,Inside Zone Rate | NFL Advanced Stats,no,1,New Orleans Saints,,New Orleans Saints,,2026,56.0%,56.0%,56.0%,56.0%,56.0%,-,56.0%,"{""2025"": ""29.7%""}"
advanced-teams,/nfl/advanced/teams/rushing/inside-zone-rate,Inside Zone Rate | NFL Advanced Stats,no,2,Cincinnati Bengals,,Cincinnati Bengals,,2026,55.6%,55.6%,55.6%,55.6%,55.6%,55.6%,-,"{""2025"": ""27.8%""}"
advanced-teams,/nfl/advanced/teams/rushing/inside-zone-rate,Inside Zone Rate | NFL Advanced Stats,no,3,Buffalo Bills,,Buffalo Bills,,2026,42.9%,42.9%,42.9%,42.9%,42.9%,-,42.9%,"{""2025"": ""26.5%""}"
advanced-teams,/nfl/advanced/teams/rushing/inside-zone-rate,Inside Zone Rate | NFL Advanced Stats,no,4,Las Vegas Raiders,,Las Vegas Raiders,,2026,40.5%,40.5%,40.5%,40.5%,40.5%,40.5%,-,"{""2025"": ""23.0%""}"
advanced-teams,/nfl/advanced/teams/rushing/inside-zone-rate,Inside Zone Rate | NFL Advanced Stats,no,5,San Francisco 49ers,,San Francisco 49ers,,2026,40.0%,40.0%,40.0%,40.0%,40.0%,-,40.0%,"{""2025"": ""25.6%""}"
advanced-teams,/nfl/advanced/teams/rushing/inside-zone-yards-per-attempt,Inside Zone Yards/Attempt | NFL Advanced Stats,no,1,Chicago Bears,,Chicago Bears,,2026,9.4,9.4,9.4,9.4,9.4,-,9.4,"{""2025"": ""4.6""}"
advanced-teams,/nfl/advanced/teams/rushing/inside-zone-yards-per-attempt,Inside Zone Yards/Attempt | NFL Advanced Stats,no,2,Los Angeles Chargers,,Los Angeles Chargers,,2026,6.0,6.0,6.0,6.0,6.0,6.0,-,"{""2025"": ""3.3""}"
advanced-teams,/nfl/advanced/teams/rushing/inside-zone-yards-per-attempt,Inside Zone Yards/Attempt | NFL Advanced Stats,no,3,Las Vegas Raiders,,Las Vegas Raiders,,2026,5.9,5.9,5.9,5.9,5.9,5.9,-,"{""2025"": ""3.1""}"
advanced-teams,/nfl/advanced/teams/rushing/inside-zone-yards-per-attempt,Inside Zone Yards/Attempt | NFL Advanced Stats,no,4,Kansas City Chiefs,,Kansas City Chiefs,,2026,5.7,5.7,5.7,5.7,5.7,5.7,-,"{""2025"": ""3.8""}"
advanced-teams,/nfl/advanced/teams/rushing/inside-zone-yards-per-attempt,Inside Zone Yards/Attempt | NFL Advanced Stats,no,5,Indianapolis Colts,,Indianapolis Colts,,2026,5.4,5.4,5.4,5.4,5.4,5.4,-,"{""2025"": ""4.2""}"
advanced-teams,/nfl/advanced/teams/rushing/outside-zone-attempts,Outside Zone Attempts | NFL Advanced Stats,no,1,Baltimore Ravens,,Baltimore Ravens,,2026,19,19,19,19,19,-,19,"{""2025"": ""163""}"
advanced-teams,/nfl/advanced/teams/rushing/outside-zone-attempts,Outside Zone Attempts | NFL Advanced Stats,no,2,Detroit Lions,,Detroit Lions,,2026,14,14,14,14,14,14,-,"{""2025"": ""130""}"
advanced-teams,/nfl/advanced/teams/rushing/outside-zone-attempts,Outside Zone Attempts | NFL Advanced Stats,no,3,Atlanta Falcons,,Atlanta Falcons,,2026,12,12,12,12,12,-,12,"{""2025"": ""241""}"
advanced-teams,/nfl/advanced/teams/rushing/outside-zone-attempts,Outside Zone Attempts | NFL Advanced Stats,no,3,Houston Texans,,Houston Texans,,2026,12,12,12,12,12,12,-,"{""2025"": ""89""}"
advanced-teams,/nfl/advanced/teams/rushing/outside-zone-attempts,Outside Zone Attempts | NFL Advanced Stats,no,5,Chicago Bears,,Chicago Bears,,2026,11,11,11,11,11,-,11,"{""2025"": ""134""}"
advanced-teams,/nfl/advanced/teams/rushing/outside-zone-rate,Outside Zone Rate | NFL Advanced Stats,no,1,Baltimore Ravens,,Baltimore Ravens,,2026,51.4%,51.4%,51.4%,51.4%,51.4%,-,51.4%,"{""2025"": ""32.1%""}"
advanced-teams,/nfl/advanced/teams/rushing/outside-zone-rate,Outside Zone Rate | NFL Advanced Stats,no,2,Seattle Seahawks,,Seattle Seahawks,,2026,50.0%,50.0%,50.0%,50.0%,50.0%,50.0%,-,"{""2025"": ""29.2%""}"
advanced-teams,/nfl/advanced/teams/rushing/outside-zone-rate,Outside Zone Rate | NFL Advanced Stats,no,3,Los Angeles Chargers,,Los Angeles Chargers,,2026,42.9%,42.9%,42.9%,42.9%,42.9%,42.9%,-,"{""2025"": ""15.7%""}"
advanced-teams,/nfl/advanced/teams/rushing/outside-zone-rate,Outside Zone Rate | NFL Advanced Stats,no,4,Detroit Lions,,Detroit Lions,,2026,42.4%,42.4%,42.4%,42.4%,42.4%,42.4%,-,"{""2025"": ""29.4%""}"
advanced-teams,/nfl/advanced/teams/rushing/outside-zone-rate,Outside Zone Rate | NFL Advanced Stats,no,5,Atlanta Falcons,,Atlanta Falcons,,2026,38.7%,38.7%,38.7%,38.7%,38.7%,-,38.7%,"{""2025"": ""50.5%""}"
advanced-teams,/nfl/advanced/teams/rushing/outside-zone-yards-per-attempt,Outside Zone Yards/Attempt | NFL Advanced Stats,no,1,Jacksonville Jaguars,,Jacksonville Jaguars,,2026,8.4,8.4,8.4,8.4,8.4,8.4,-,"{""2025"": ""5.1""}"
advanced-teams,/nfl/advanced/teams/rushing/outside-zone-yards-per-attempt,Outside Zone Yards/Attempt | NFL Advanced Stats,no,2,San Francisco 49ers,,San Francisco 49ers,,2026,7.4,7.4,7.4,7.4,7.4,-,7.4,"{""2025"": ""3.8""}"
advanced-teams,/nfl/advanced/teams/rushing/outside-zone-yards-per-attempt,Outside Zone Yards/Attempt | NFL Advanced Stats,no,3,Los Angeles Rams,,Los Angeles Rams,,2026,6.3,6.3,6.3,6.3,6.3,6.3,-,"{""2025"": ""6.0""}"
advanced-teams,/nfl/advanced/teams/rushing/outside-zone-yards-per-attempt,Outside Zone Yards/Attempt | NFL Advanced Stats,no,4,Baltimore Ravens,,Baltimore Ravens,,2026,6.3,6.3,6.3,6.3,6.3,-,6.3,"{""2025"": ""6.0""}"
