Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,Status
WR,Dalen Cambre (44248374),Dalen Cambre,44248374,WR/FLEX,3000,TEN@NYG 09/27/2026 01:00PM ET,NYG,0,
WR,Jalin Hyatt (44248376),Jalin Hyatt,44248376,WR/FLEX,3000,TEN@NYG 09/27/2026 01:00PM ET,NYG,0,
WR,Charlie Jones (44248378),Charlie Jones,44248378,WR/FLEX,3000,TEN@NYG 09/27/2026 01:00PM ET,NYG,0,
WR,Chimere Dike (44248380),Chimere Dike,44248380,WR/FLEX,3000,TEN@NYG 09/27/2026 01:00PM ET,TEN,0.4,
WR,K.J. Osborn (44248382),K.J. Osborn,44248382,WR/FLEX,3000,TEN@NYG 09/27/2026 01:00PM ET,TEN,0,
WR,Xavier Restrepo (44248384),Xavier Restrepo,44248384,WR/FLEX,3000,TEN@NYG 09/27/2026 01:00PM ET,TEN,0,
WR,Tyren Montgomery (44248386),Tyren Montgomery,44248386,WR/FLEX,3000,TEN@NYG 09/27/2026 01:00PM ET,TEN,0,
WR,D.J. Montgomery (44248388),D.J. Montgomery,44248388,WR/FLEX,3000,HOU@IND 09/27/2026 01:00PM ET,IND,0,IR
WR,Nick Westbrook-Ikhine (44248390),Nick Westbrook-Ikhine,44248390,WR/FLEX,3000,HOU@IND 09/27/2026 01:00PM ET,IND,0,
WR,Anthony Gould (44248392),Anthony Gould,44248392,WR/FLEX,3000,HOU@IND 09/27/2026 01:00PM ET,IND,0,
WR,Tank Dell (44248394),Tank Dell,44248394,WR/FLEX,3000,HOU@IND 09/27/2026 01:00PM ET,HOU,0,IR
WR,Jayden Higgins (44248396),Jayden Higgins,44248396,WR/FLEX,3000,HOU@IND 09/27/2026 01:00PM ET,HOU,0,IR
WR,Josh Kelly (44248398),Josh Kelly,44248398,WR/FLEX,3000,HOU@IND 09/27/2026 01:00PM ET,HOU,0,
WR,Mitch Tinsley (44248400),Mitch Tinsley,44248400,WR/FLEX,3000,HOU@IND 09/27/2026 01:00PM ET,HOU,0,
WR,Daniel Sobkowicz (44248402),Daniel Sobkowicz,44248402,WR/FLEX,3000,HOU@IND 09/27/2026 01:00PM ET,HOU,0,
WR,Lewis Bond (44248404),Lewis Bond,44248404,WR/FLEX,3000,HOU@IND 09/27/2026 01:00PM ET,HOU,0,
WR,Bryce Oliver (44248406),Bryce Oliver,44248406,WR/FLEX,3000,HOU@IND 09/27/2026 01:00PM ET,HOU,0,
WR,Brycen Tremayne (44248408),Brycen Tremayne,44248408,WR/FLEX,3000,CAR@CLE 09/27/2026 01:00PM ET,CAR,0,
WR,John Metchie III (44248410),John Metchie III,44248410,WR/FLEX,3000,CAR@CLE 09/27/2026 01:00PM ET,CAR,0,
WR,Chris Brazzell II (44248412),Chris Brazzell II,44248412,WR/FLEX,3000,CAR@CLE 09/27/2026 01:00PM ET,CAR,0,IR
WR,David Moore (44248414),David Moore,44248414,WR/FLEX,3000,CAR@CLE 09/27/2026 01:00PM ET,CAR,0,
WR,Ja'seem Reed (44248416),Ja'seem Reed,44248416,WR/FLEX,3000,CAR@CLE 09/27/2026 01:00PM ET,CAR,0,
WR,Casey Washington (44248418),Casey Washington,44248418,WR/FLEX,3000,CAR@CLE 09/27/2026 01:00PM ET,CAR,0,
WR,E.J. Williams Jr. (44248420),E.J. Williams Jr.,44248420,WR/FLEX,3000,CAR@CLE 09/27/2026 01:00PM ET,CAR,0,
WR,Isaiah Bond (44248422),Isaiah Bond,44248422,WR/FLEX,3000,CAR@CLE 09/27/2026 01:00PM ET,CLE,1,
WR,Tylan Wallace (44248424),Tylan Wallace,44248424,WR/FLEX,3000,CAR@CLE 09/27/2026 01:00PM ET,CLE,0,
WR,Malachi Corley (44248426),Malachi Corley,44248426,WR/FLEX,3000,CAR@CLE 09/27/2026 01:00PM ET,CLE,0,
WR,Bub Means (44248428),Bub Means,44248428,WR/FLEX,3000,CAR@CLE 09/27/2026 01:00PM ET,CLE,0,
WR,Jimmy Horn Jr. (44248430),Jimmy Horn Jr.,44248430,WR/FLEX,3000,CAR@CLE 09/27/2026 01:00PM ET,CLE,-1,
WR,Ben Skowronek (44248432),Ben Skowronek,44248432,WR/FLEX,3000,CIN@PIT 09/27/2026 01:00PM ET,PIT,0.6,
WR,Kaden Wetjen (44248434),Kaden Wetjen,44248434,WR/FLEX,3000,CIN@PIT 09/27/2026 01:00PM ET,PIT,0,
WR,Cole Burgess (44248436),Cole Burgess,44248436,WR/FLEX,3000,CIN@PIT 09/27/2026 01:00PM ET,PIT,0,IR
WR,Brandon Smith (44248438),Brandon Smith,44248438,WR/FLEX,3000,CIN@PIT 09/27/2026 01:00PM ET,PIT,0,
WR,Brandon Johnson (44248440),Brandon Johnson,44248440,WR/FLEX,3000,CIN@PIT 09/27/2026 01:00PM ET,PIT,0,
WR,Andrei Iosivas (44248442),Andrei Iosivas,44248442,WR/FLEX,3000,CIN@PIT 09/27/2026 01:00PM ET,CIN,2.5,OUT
WR,Colbie Young (44248444),Colbie Young,44248444,WR/FLEX,3000,CIN@PIT 09/27/2026 01:00PM ET,CIN,0.9,
WR,Dohnte Meyers (44248446),Dohnte Meyers,44248446,WR/FLEX,3000,CIN@PIT 09/27/2026 01:00PM ET,CIN,1.9,
WR,Ke'Shawn Williams (44248448),Ke'Shawn Williams,44248448,WR/FLEX,3000,CIN@PIT 09/27/2026 01:00PM ET,CIN,0,
WR,Jordan Moore (44248450),Jordan Moore,44248450,WR/FLEX,3000,CIN@PIT 09/27/2026 01:00PM ET,CIN,0,
WR,Noah Thomas (44248452),Noah Thomas,44248452,WR/FLEX,3000,CIN@PIT 09/27/2026 01:00PM ET,CIN,0,
WR,Arian Smith (44248454),Arian Smith,44248454,WR/FLEX,3000,NYJ@DET 09/27/2026 01:00PM ET,NYJ,0,IR
WR,Tim Patrick (44248456),Tim Patrick,44248456,WR/FLEX,3000,NYJ@DET 09/27/2026 01:00PM ET,NYJ,0,IR
WR,Omar Cooper Jr. (44248458),Omar Cooper Jr.,44248458,WR/FLEX,3000,NYJ@DET 09/27/2026 01:00PM ET,NYJ,4,IR
WR,Malik McClain (44248460),Malik McClain,44248460,WR/FLEX,3000,NYJ@DET 09/27/2026 01:00PM ET,NYJ,0,
WR,Jamaal Pritchett (44248462),Jamaal Pritchett,44248462,WR/FLEX,3000,NYJ@DET 09/27/2026 01:00PM ET,NYJ,0,
WR,Sterling Shepard (44248464),Sterling Shepard,44248464,WR/FLEX,3000,NYJ@DET 09/27/2026 01:00PM ET,NYJ,0,
WR,Tyler Johnson (44248466),Tyler Johnson,44248466,WR/FLEX,3000,NYJ@DET 09/27/2026 01:00PM ET,NYJ,0,
WR,Tom Kennedy (44248468),Tom Kennedy,44248468,WR/FLEX,3000,NYJ@DET 09/27/2026 01:00PM ET,DET,0,
WR,Tay Martin (44248470),Tay Martin,44248470,WR/FLEX,3000,NYJ@DET 09/27/2026 01:00PM ET,DET,0,
WR,Kendrick Law (44248472),Kendrick Law,44248472,WR/FLEX,3000,NYJ@DET 09/27/2026 01:00PM ET,DET,0,IR
WR,Dominic Lovett (44248474),Dominic Lovett,44248474,WR/FLEX,3000,NYJ@DET 09/27/2026 01:00PM ET,DET,0,
WR,Lucky Jackson (44248476),Lucky Jackson,44248476,WR/FLEX,3000,NYJ@DET 09/27/2026 01:00PM ET,DET,0,
WR,Josh Cameron (44248478),Josh Cameron,44248478,WR/FLEX,3000,NE@JAX 09/27/2026 01:00PM ET,JAX,5,
WR,CJ Williams (44248480),CJ Williams,44248480,WR/FLEX,3000,NE@JAX 09/27/2026 01:00PM ET,JAX,0,
WR,Tim Jones (44248482),Tim Jones,44248482,WR/FLEX,3000,NE@JAX 09/27/2026 01:00PM ET,JAX,0,
WR,Trebor Pena (44248484),Trebor Pena,44248484,WR/FLEX,3000,NE@JAX 09/27/2026 01:00PM ET,JAX,0,
WR,Michael Wortham (44248486),Michael Wortham,44248486,WR/FLEX,3000,NE@JAX 09/27/2026 01:00PM ET,JAX,0,
WR,Austin Trammell (44248488),Austin Trammell,44248488,WR/FLEX,3000,NE@JAX 09/27/2026 01:00PM ET,JAX,0,
WR,Efton Chism III (44248490),Efton Chism III,44248490,WR/FLEX,3000,NE@JAX 09/27/2026 01:00PM ET,NE,0.8,
WR,A.J. Brown (44248492),A.J. Brown,44248492,WR/FLEX,3000,NE@JAX 09/27/2026 01:00PM ET,NE,5.6,IR
WR,Jeremiah Webb (44248494),Jeremiah Webb,44248494,WR/FLEX,3000,NE@JAX 09/27/2026 01:00PM ET,NE,0,IR
WR,Chandler Brayboy (44248496),Chandler Brayboy,44248496,WR/FLEX,3000,NE@JAX 09/27/2026 01:00PM ET,NE,0,
WR,Cameron Dorner (44248498),Cameron Dorner,44248498,WR/FLEX,3000,NE@JAX 09/27/2026 01:00PM ET,NE,0,
WR,Kyle Dixon (44248500),Kyle Dixon,44248500,WR/FLEX,3000,NE@JAX 09/27/2026 01:00PM ET,NE,0,
WR,Kevin Coleman Jr. (44248502),Kevin Coleman Jr.,44248502,WR/FLEX,3000,KC@MIA 09/27/2026 01:00PM ET,MIA,0,
WR,Jalen Tolbert (44248504),Jalen Tolbert,44248504,WR/FLEX,3000,KC@MIA 09/27/2026 01:00PM ET,MIA,0,
WR,Jalen Reagor (44248506),Jalen Reagor,44248506,WR/FLEX,3000,KC@MIA 09/27/2026 01:00PM ET,MIA,0,
WR,Will Sheppard (44248508),Will Sheppard,44248508,WR/FLEX,3000,KC@MIA 09/27/2026 01:00PM ET,MIA,0,
WR,Jalen Royals (44248510),Jalen Royals,44248510,WR/FLEX,3000,KC@MIA 09/27/2026 01:00PM ET,KC,4.3,
WR,Nikko Remigio (44248512),Nikko Remigio,44248512,WR/FLEX,3000,KC@MIA 09/27/2026 01:00PM ET,KC,0,
WR,Jeff Caldwell (44248514),Jeff Caldwell,44248514,WR/FLEX,3000,KC@MIA 09/27/2026 01:00PM ET,KC,0,IR
WR,Jimmy Holiday (44248516),Jimmy Holiday,44248516,WR/FLEX,3000,KC@MIA 09/27/2026 01:00PM ET,KC,0,IR
WR,Andrew Armstrong (44248518),Andrew Armstrong,44248518,WR/FLEX,3000,KC@MIA 09/27/2026 01:00PM ET,KC,0,
WR,Omari Evans (44248520),Omari Evans,44248520,WR/FLEX,3000,KC@MIA 09/27/2026 01:00PM ET,KC,0,
WR,Brenen Thompson (44248522),Brenen Thompson,44248522,WR/FLEX,3000,LAC@BUF 09/27/2026 01:00PM ET,LAC,1.2,Q
WR,Derius Davis (44248524),Derius Davis,44248524,WR/FLEX,3000,LAC@BUF 09/27/2026 01:00PM ET,LAC,0,
WR,Gary Jennings (44248526),Gary Jennings,44248526,WR/FLEX,3000,LAC@BUF 09/27/2026 01:00PM ET,LAC,0,
WR,KeAndre Lambert-Smith (44248528),KeAndre Lambert-Smith,44248528,WR/FLEX,3000,LAC@BUF 09/27/2026 01:00PM ET,LAC,0,IR
WR,Theo Wease Jr. (44248530),Theo Wease Jr.,44248530,WR/FLEX,3000,LAC@BUF 09/27/2026 01:00PM ET,LAC,0,
WR,Marquez Valdes-Scantling (44248532),Marquez Valdes-Scantling,44248532,WR/FLEX,3000,LAC@BUF 09/27/2026 01:00PM ET,LAC,0,
WR,Skyler Bell (44248534),Skyler Bell,44248534,WR/FLEX,3000,LAC@BUF 09/27/2026 01:00PM ET,BUF,0,
WR,Tyrell Shavers (44248536),Tyrell Shavers,44248536,WR/FLEX,3000,LAC@BUF 09/27/2026 01:00PM ET,BUF,0,OUT
WR,Ja'Mori Maclin (44248538),Ja'Mori Maclin,44248538,WR/FLEX,3000,LAC@BUF 09/27/2026 01:00PM ET,BUF,0,
WR,Greg Dortch (44248540),Greg Dortch,44248540,WR/FLEX,3000,LAC@BUF 09/27/2026 01:00PM ET,BUF,0,
WR,Trent Sherfield Sr. (44248542),Trent Sherfield Sr.,44248542,WR/FLEX,3000,LAC@BUF 09/27/2026 01:00PM ET,BUF,0,
WR,Stephen Gosnell (44248544),Stephen Gosnell,44248544,WR/FLEX,3000,LAC@BUF 09/27/2026 01:00PM ET,BUF,0,
WR,Ted Hurst III (44248546),Ted Hurst III,44248546,WR/FLEX,3000,MIN@TB 09/27/2026 04:05PM ET,TB,5.7,
WR,Tez Johnson (44248548),Tez Johnson,44248548,WR/FLEX,3000,MIN@TB 09/27/2026 04:05PM ET,TB,2.8,
WR,Kameron Johnson (44248550),Kameron Johnson,44248550,WR/FLEX,3000,MIN@TB 09/27/2026 04:05PM ET,TB,0,
WR,David Sills V (44248552),David Sills V,44248552,WR/FLEX,3000,MIN@TB 09/27/2026 04:05PM ET,TB,0,IR
WR,Garrett Greene (44248554),Garrett Greene,44248554,WR/FLEX,3000,MIN@TB 09/27/2026 04:05PM ET,TB,0,
WR,Dean Patterson IV (44248556),Dean Patterson IV,44248556,WR/FLEX,3000,MIN@TB 09/27/2026 04:05PM ET,TB,0,
WR,Eric Rivers Jr. (44248558),Eric Rivers Jr.,44248558,WR/FLEX,3000,MIN@TB 09/27/2026 04:05PM ET,TB,0,
WR,Tai Felton (44248560),Tai Felton,44248560,WR/FLEX,3000,MIN@TB 09/27/2026 04:05PM ET,MIN,0,
WR,Myles Price (44248562),Myles Price,44248562,WR/FLEX,3000,MIN@TB 09/27/2026 04:05PM ET,MIN,0,
WR,Jeshaun Jones (44248564),Jeshaun Jones,44248564,WR/FLEX,3000,MIN@TB 09/27/2026 04:05PM ET,MIN,0,OUT
WR,Michael Briscoe (44248566),Michael Briscoe,44248566,WR/FLEX,3000,MIN@TB 09/27/2026 04:05PM ET,MIN,0,
WR,Trayvon Rudolph (44248568),Trayvon Rudolph,44248568,WR/FLEX,3000,MIN@TB 09/27/2026 04:05PM ET,MIN,0,
WR,Dillon Bell (44248570),Dillon Bell,44248570,WR/FLEX,3000,MIN@TB 09/27/2026 04:05PM ET,MIN,0,
WR,LaJohntay Wester (44248572),LaJohntay Wester,44248572,WR/FLEX,3000,BAL@DAL 09/27/2026 04:25PM ET,BAL,3,
WR,Ja'Kobi Lane (44248574),Ja'Kobi Lane,44248574,WR/FLEX,3000,BAL@DAL 09/27/2026 04:25PM ET,BAL,2.1,IR
WR,Gage Larvadain (44248576),Gage Larvadain,44248576,WR/FLEX,3000,BAL@DAL 09/27/2026 04:25PM ET,BAL,0,
WR,Xavier Guillory (44248578),Xavier Guillory,44248578,WR/FLEX,3000,BAL@DAL 09/27/2026 04:25PM ET,BAL,0,
WR,KaVontae Turpin (44248580),KaVontae Turpin,44248580,WR/FLEX,3000,BAL@DAL 09/27/2026 04:25PM ET,DAL,1,
WR,Jonathan Mingo (44248582),Jonathan Mingo,44248582,WR/FLEX,3000,BAL@DAL 09/27/2026 04:25PM ET,DAL,1,
WR,Camden Brown (44248584),Camden Brown,44248584,WR/FLEX,3000,BAL@DAL 09/27/2026 04:25PM ET,DAL,0,
WR,Anthony Smith (44248586),Anthony Smith,44248586,WR/FLEX,3000,BAL@DAL 09/27/2026 04:25PM ET,DAL,0,
WR,Jordan Hudson (44248588),Jordan Hudson,44248588,WR/FLEX,3000,BAL@DAL 09/27/2026 04:25PM ET,DAL,0,
TE,Cole Kmet (44248650),Cole Kmet,44248650,TE/FLEX,3000,PHI@CHI 09/28/2026 08:15PM ET,CHI,5.8,
TE,Greg Dulcich (44248652),Greg Dulcich,44248652,TE/FLEX,3000,KC@MIA 09/27/2026 01:00PM ET,MIA,3.8,
TE,Noah Gray (44248654),Noah Gray,44248654,TE/FLEX,3000,KC@MIA 09/27/2026 01:00PM ET,KC,0.8,
DST,Panthers (44248948),Panthers,44248948,DST,3000,CAR@CLE 09/27/2026 01:00PM ET,CAR,13,
TE,Tyler Higbee (44248656),Tyler Higbee,44248656,TE/FLEX,2900,LAR@DEN 09/27/2026 08:20PM ET,LAR,1.1,
TE,Gunnar Helm (44248658),Gunnar Helm,44248658,TE/FLEX,2900,TEN@NYG 09/27/2026 01:00PM ET,TEN,5.1,
TE,Eli Raridon (44248660),Eli Raridon,44248660,TE/FLEX,2900,NE@JAX 09/27/2026 01:00PM ET,NE,5.6,Q
DST,Bengals (44248949),Bengals,44248949,DST,2900,CIN@PIT 09/27/2026 01:00PM ET,CIN,14.5,
DST,Jaguars (44248950),Jaguars,44248950,DST,2900,NE@JAX 09/27/2026 01:00PM ET,JAX,8,
TE,Darnell Washington (44248662),Darnell Washington,44248662,TE/FLEX,2800,CIN@PIT 09/27/2026 01:00PM ET,PIT,2.8,
TE,Dawson Knox (44248664),Dawson Knox,44248664,TE/FLEX,2800,LAC@BUF 09/27/2026 01:00PM ET,BUF,5.1,
DST,Bills (44248951),Bills,44248951,DST,2800,LAC@BUF 09/27/2026 01:00PM ET,BUF,4.5,
DST,Ravens (44248952),Ravens,44248952,DST,2800,BAL@DAL 09/27/2026 04:25PM ET,BAL,4.5,
TE,Terrance Ferguson (44248666),Terrance Ferguson,44248666,TE/FLEX,2700,LAR@DEN 09/27/2026 08:20PM ET,LAR,8.7,Q
TE,Theo Johnson (44248668),Theo Johnson,44248668,TE/FLEX,2700,TEN@NYG 09/27/2026 01:00PM ET,NYG,1,
TE,David Njoku (44248670),David Njoku,44248670,TE/FLEX,2700,LAC@BUF 09/27/2026 01:00PM ET,LAC,6.4,IR
DST,Steelers (44248953),Steelers,44248953,DST,2700,CIN@PIT 09/27/2026 01:00PM ET,PIT,13,
DST,Patriots (44248954),Patriots,44248954,DST,2700,NE@JAX 09/27/2026 01:00PM ET,NE,13.5,
TE,Johnny Mundt (44248672),Johnny Mundt,44248672,TE/FLEX,2600,PHI@CHI 09/28/2026 08:15PM ET,PHI,1.4,
TE,Ben Sinnott (44248674),Ben Sinnott,44248674,TE/FLEX,2600,SEA@WAS 09/27/2026 01:00PM ET,WAS,0.8,
TE,Drew Sample (44248676),Drew Sample,44248676,TE/FLEX,2600,CIN@PIT 09/27/2026 01:00PM ET,CIN,2.5,
DST,Raiders (44248955),Raiders,44248955,DST,2600,LV@NO 09/27/2026 04:25PM ET,LV,12.5,
DST,Buccaneers (44248956),Buccaneers,44248956,DST,2600,MIN@TB 09/27/2026 04:05PM ET,TB,5.5,
TE,E.J. Jenkins (44248678),E.J. Jenkins,44248678,TE/FLEX,2500,PHI@CHI 09/28/2026 08:15PM ET,PHI,0,
TE,Grant Calcaterra (44248680),Grant Calcaterra,44248680,TE/FLEX,2500,PHI@CHI 09/28/2026 08:15PM ET,PHI,0,IR
TE,Eli Stowers (44248682),Eli Stowers,44248682,TE/FLEX,2500,PHI@CHI 09/28/2026 08:15PM ET,PHI,0,IR
TE,Rocco Underwood (44248684),Rocco Underwood,44248684,TE/FLEX,2500,PHI@CHI 09/28/2026 08:15PM ET,PHI,0,
TE,Josiah Deguara (44248686),Josiah Deguara,44248686,TE/FLEX,2500,PHI@CHI 09/28/2026 08:15PM ET,PHI,0,
TE,Sam Roush (44248688),Sam Roush,44248688,TE/FLEX,2500,PHI@CHI 09/28/2026 08:15PM ET,CHI,1,
TE,Nikola Kalinic (44248690),Nikola Kalinic,44248690,TE/FLEX,2500,PHI@CHI 09/28/2026 08:15PM ET,CHI,0,IR
TE,Hayden Large (44248692),Hayden Large,44248692,TE/FLEX,2500,PHI@CHI 09/28/2026 08:15PM ET,CHI,0,IR
TE,Qadir Ismail (44248694),Qadir Ismail,44248694,TE/FLEX,2500,PHI@CHI 09/28/2026 08:15PM ET,CHI,0,
TE,Stephen Carlson (44248696),Stephen Carlson,44248696,TE/FLEX,2500,PHI@CHI 09/28/2026 08:15PM ET,CHI,0,
TE,Davis Allen (44248698),Davis Allen,44248698,TE/FLEX,2500,LAR@DEN 09/27/2026 08:20PM ET,LAR,2,
TE,Max Klare (44248700),Max Klare,44248700,TE/FLEX,2500,LAR@DEN 09/27/2026 08:20PM ET,LAR,0,
TE,Dan Villari (44248702),Dan Villari,44248702,TE/FLEX,2500,LAR@DEN 09/27/2026 08:20PM ET,LAR,0,
TE,Adam Trautman (44248704),Adam Trautman,44248704,TE/FLEX,2500,LAR@DEN 09/27/2026 08:20PM ET,DEN,1.5,
TE,Nate Adkins (44248706),Nate Adkins,44248706,TE/FLEX,2500,LAR@DEN 09/27/2026 08:20PM ET,DEN,6.4,
TE,Dallen Bentley (44248708),Dallen Bentley,44248708,TE/FLEX,2500,LAR@DEN 09/27/2026 08:20PM ET,DEN,0,
TE,Caleb Lohner (44248710),Caleb Lohner,44248710,TE/FLEX,2500,LAR@DEN 09/27/2026 08:20PM ET,DEN,0,IR
TE,Mitchell Fraboni (44248712),Mitchell Fraboni,44248712,TE/FLEX,2500,LAR@DEN 09/27/2026 08:20PM ET,DEN,0,
TE,Lucas Krull (44248714),Lucas Krull,44248714,TE/FLEX,2500,LAR@DEN 09/27/2026 08:20PM ET,DEN,0,
TE,Oscar Delp (44248716),Oscar Delp,44248716,TE/FLEX,2500,LV@NO 09/27/2026 04:25PM ET,NO,1.8,
TE,Treyton Welch (44248718),Treyton Welch,44248718,TE/FLEX,2500,LV@NO 09/27/2026 04:25PM ET,NO,0,
TE,Moliki Matavao (44248720),Moliki Matavao,44248720,TE/FLEX,2500,LV@NO 09/27/2026 04:25PM ET,NO,0,IR
TE,Stone Smartt (44248722),Stone Smartt,44248722,TE/FLEX,2500,LV@NO 09/27/2026 04:25PM ET,NO,0,
TE,Zach Wood (44248724),Zach Wood,44248724,TE/FLEX,2500,LV@NO 09/27/2026 04:25PM ET,NO,0,IR
TE,Ian Thomas (44248726),Ian Thomas,44248726,TE/FLEX,2500,LV@NO 09/27/2026 04:25PM ET,LV,1.1,
TE,Carter Runyon (44248728),Carter Runyon,44248728,TE/FLEX,2500,LV@NO 09/27/2026 04:25PM ET,LV,0,IR
TE,Patrick Gurd (44248730),Patrick Gurd,44248730,TE/FLEX,2500,LV@NO 09/27/2026 04:25PM ET,LV,0,
TE,Chris Myarick (44248732),Chris Myarick,44248732,TE/FLEX,2500,LV@NO 09/27/2026 04:25PM ET,LV,0,
TE,Luke Farrell (44248734),Luke Farrell,44248734,TE/FLEX,2500,ARI@SF 09/27/2026 04:05PM ET,SF,2,
TE,Brayden Willis (44248736),Brayden Willis,44248736,TE/FLEX,2500,ARI@SF 09/27/2026 04:05PM ET,SF,0,
TE,Jake Tonges (44248738),Jake Tonges,44248738,TE/FLEX,2500,ARI@SF 09/27/2026 04:05PM ET,SF,0,IR
TE,Khalil Dinkins (44248740),Khalil Dinkins,44248740,TE/FLEX,2500,ARI@SF 09/27/2026 04:05PM ET,SF,0,
TE,Jack Stoll (44248742),Jack Stoll,44248742,TE/FLEX,2500,ARI@SF 09/27/2026 04:05PM ET,SF,0,
TE,Elijah Higgins (44248744),Elijah Higgins,44248744,TE/FLEX,2500,ARI@SF 09/27/2026 04:05PM ET,ARI,0,
TE,Hunter Long (44248746),Hunter Long,44248746,TE/FLEX,2500,ARI@SF 09/27/2026 04:05PM ET,ARI,0,
TE,Tip Reiman (44248748),Tip Reiman,44248748,TE/FLEX,2500,ARI@SF 09/27/2026 04:05PM ET,ARI,0,OUT
TE,Jameson Geers (44248750),Jameson Geers,44248750,TE/FLEX,2500,ARI@SF 09/27/2026 04:05PM ET,ARI,0,IR
TE,Teagan Quitoriano (44248752),Teagan Quitoriano,44248752,TE/FLEX,2500,ARI@SF 09/27/2026 04:05PM ET,ARI,0,
TE,Shawn Bowman (44248754),Shawn Bowman,44248754,TE/FLEX,2500,ARI@SF 09/27/2026 04:05PM ET,ARI,0,
TE,John Bates (44248756),John Bates,44248756,TE/FLEX,2500,SEA@WAS 09/27/2026 01:00PM ET,WAS,1.7,
TE,Colson Yankoff (44248758),Colson Yankoff,44248758,TE/FLEX,2500,SEA@WAS 09/27/2026 01:00PM ET,WAS,1.2,
TE,Jack Westover (44248760),Jack Westover,44248760,TE/FLEX,2500,SEA@WAS 09/27/2026 01:00PM ET,WAS,0,
TE,Tyler Ott (44248762),Tyler Ott,44248762,TE/FLEX,2500,SEA@WAS 09/27/2026 01:00PM ET,WAS,0,
TE,Eric Saubert (44248764),Eric Saubert,44248764,TE/FLEX,2500,SEA@WAS 09/27/2026 01:00PM ET,SEA,0,
TE,Elijah Arroyo (44248766),Elijah Arroyo,44248766,TE/FLEX,2500,SEA@WAS 09/27/2026 01:00PM ET,SEA,1.4,
TE,Nick Kallerup (44248768),Nick Kallerup,44248768,TE/FLEX,2500,SEA@WAS 09/27/2026 01:00PM ET,SEA,0,
TE,Chris Manhertz (44248770),Chris Manhertz,44248770,TE/FLEX,2500,TEN@NYG 09/27/2026 01:00PM ET,NYG,0,
TE,Thomas Fidone II (44248772),Thomas Fidone II,44248772,TE/FLEX,2500,TEN@NYG 09/27/2026 01:00PM ET,NYG,0,
TE,Ben Mann (44248774),Ben Mann,44248774,TE/FLEX,2500,TEN@NYG 09/27/2026 01:00PM ET,NYG,0,
TE,Daniel Bellinger (44248776),Daniel Bellinger,44248776,TE/FLEX,2500,TEN@NYG 09/27/2026 01:00PM ET,TEN,0.9,
TE,David Martin-Robinson (44248778),David Martin-Robinson,44248778,TE/FLEX,2500,TEN@NYG 09/27/2026 01:00PM ET,TEN,0,
TE,Kylen Granson (44248780),Kylen Granson,44248780,TE/FLEX,2500,TEN@NYG 09/27/2026 01:00PM ET,TEN,0,
TE,Jaren Kanak (44248782),Jaren Kanak,44248782,TE/FLEX,2500,TEN@NYG 09/27/2026 01:00PM ET,TEN,0,IR
TE,Joel Wilson (44248784),Joel Wilson,44248784,TE/FLEX,2500,TEN@NYG 09/27/2026 01:00PM ET,TEN,0,
TE,Mo Alie-Cox (44248786),Mo Alie-Cox,44248786,TE/FLEX,2500,HOU@IND 09/27/2026 01:00PM ET,IND,0,
TE,Drew Ogletree (44248788),Drew Ogletree,44248788,TE/FLEX,2500,HOU@IND 09/27/2026 01:00PM ET,IND,0,
TE,Will Mallory (44248790),Will Mallory,44248790,TE/FLEX,2500,HOU@IND 09/27/2026 01:00PM ET,IND,0,IR
TE,Carson Towt (44248792),Carson Towt,44248792,TE/FLEX,2500,HOU@IND 09/27/2026 01:00PM ET,IND,0,IR
TE,Pharaoh Brown (44248794),Pharaoh Brown,44248794,TE/FLEX,2500,HOU@IND 09/27/2026 01:00PM ET,IND,0,
TE,Kenny Fletcher Jr. (44248796),Kenny Fletcher Jr.,44248796,TE/FLEX,2500,HOU@IND 09/27/2026 01:00PM ET,IND,0,
TE,Foster Moreau (44248798),Foster Moreau,44248798,TE/FLEX,2500,HOU@IND 09/27/2026 01:00PM ET,HOU,4.5,
TE,Marlin Klein (44248800),Marlin Klein,44248800,TE/FLEX,2500,HOU@IND 09/27/2026 01:00PM ET,HOU,1.3,
TE,Cade Stover (44248802),Cade Stover,44248802,TE/FLEX,2500,HOU@IND 09/27/2026 01:00PM ET,HOU,0.4,
TE,Brevin Jordan (44248804),Brevin Jordan,44248804,TE/FLEX,2500,HOU@IND 09/27/2026 01:00PM ET,HOU,0,
TE,Zaire Mitchell-Paden (44248806),Zaire Mitchell-Paden,44248806,TE/FLEX,2500,HOU@IND 09/27/2026 01:00PM ET,HOU,0,
TE,Tommy Tremble (44248808),Tommy Tremble,44248808,TE/FLEX,2500,CAR@CLE 09/27/2026 01:00PM ET,CAR,3.5,
TE,Mitchell Evans (44248810),Mitchell Evans,44248810,TE/FLEX,2500,CAR@CLE 09/27/2026 01:00PM ET,CAR,2.1,
TE,Feleipe Franks (44248812),Feleipe Franks,44248812,TE/FLEX,2500,CAR@CLE 09/27/2026 01:00PM ET,CAR,0,
TE,Ja'Tavion Sanders (44248814),Ja'Tavion Sanders,44248814,TE/FLEX,2500,CAR@CLE 09/27/2026 01:00PM ET,CAR,0,
