Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,Status
RB,Jahmyr Gibbs (44247672),Jahmyr Gibbs,44247672,RB/FLEX,8800,NYJ@DET 09/27/2026 01:00PM ET,DET,30.5,
WR,Jaxon Smith-Njigba (44248026),Jaxon Smith-Njigba,44248026,WR/FLEX,8600,SEA@WAS 09/27/2026 01:00PM ET,SEA,37.4,
RB,Christian McCaffrey (44247674),Christian McCaffrey,44247674,RB/FLEX,8300,ARI@SF 09/27/2026 04:05PM ET,SF,18.2,
WR,Ja'Marr Chase (44248028),Ja'Marr Chase,44248028,WR/FLEX,8100,CIN@PIT 09/27/2026 01:00PM ET,CIN,14.9,
QB,Josh Allen (44247572),Josh Allen,44247572,QB,8000,LAC@BUF 09/27/2026 01:00PM ET,BUF,39.7,
WR,Amon-Ra St. Brown (44248030),Amon-Ra St. Brown,44248030,WR/FLEX,7900,NYJ@DET 09/27/2026 01:00PM ET,DET,33.5,
WR,CeeDee Lamb (44248032),CeeDee Lamb,44248032,WR/FLEX,7800,BAL@DAL 09/27/2026 04:25PM ET,DAL,26.9,
RB,Derrick Henry (44247676),Derrick Henry,44247676,RB/FLEX,7700,BAL@DAL 09/27/2026 04:25PM ET,BAL,28,
WR,Puka Nacua (44248034),Puka Nacua,44248034,WR/FLEX,7700,LAR@DEN 09/27/2026 08:20PM ET,LAR,12.4,Q
RB,Jonathan Taylor (44247678),Jonathan Taylor,44247678,RB/FLEX,7600,HOU@IND 09/27/2026 01:00PM ET,IND,27.7,
QB,Lamar Jackson (44247573),Lamar Jackson,44247573,QB,7500,BAL@DAL 09/27/2026 04:25PM ET,BAL,22.4,
WR,Justin Jefferson (44248036),Justin Jefferson,44248036,WR/FLEX,7500,MIN@TB 09/27/2026 04:05PM ET,MIN,19.9,
RB,Kenneth Walker III (44247680),Kenneth Walker III,44247680,RB/FLEX,7400,KC@MIA 09/27/2026 01:00PM ET,KC,32,
WR,Chris Olave (44248038),Chris Olave,44248038,WR/FLEX,7200,LV@NO 09/27/2026 04:25PM ET,NO,26.9,
RB,Ashton Jeanty (44247682),Ashton Jeanty,44247682,RB/FLEX,7100,LV@NO 09/27/2026 04:25PM ET,LV,23,
WR,DeVonta Smith (44248040),DeVonta Smith,44248040,WR/FLEX,7100,PHI@CHI 09/28/2026 08:15PM ET,PHI,19.5,
RB,Saquon Barkley (44247684),Saquon Barkley,44247684,RB/FLEX,7000,PHI@CHI 09/28/2026 08:15PM ET,PHI,6,
WR,Nico Collins (44248042),Nico Collins,44248042,WR/FLEX,7000,HOU@IND 09/27/2026 01:00PM ET,HOU,21.2,Q
RB,James Cook III (44247686),James Cook III,44247686,RB/FLEX,6900,LAC@BUF 09/27/2026 01:00PM ET,BUF,16.9,
WR,Zay Flowers (44248044),Zay Flowers,44248044,WR/FLEX,6900,BAL@DAL 09/27/2026 04:25PM ET,BAL,29,Q
QB,Jalen Hurts (44247574),Jalen Hurts,44247574,QB,6800,PHI@CHI 09/28/2026 08:15PM ET,PHI,21.4,
RB,Omarion Hampton (44247688),Omarion Hampton,44247688,RB/FLEX,6800,LAC@BUF 09/27/2026 01:00PM ET,LAC,13.9,
WR,Mike Evans (44248046),Mike Evans,44248046,WR/FLEX,6800,ARI@SF 09/27/2026 04:05PM ET,SF,12.7,Q
QB,Dak Prescott (44247575),Dak Prescott,44247575,QB,6700,BAL@DAL 09/27/2026 04:25PM ET,DAL,22.6,
RB,Javonte Williams (44247690),Javonte Williams,44247690,RB/FLEX,6700,BAL@DAL 09/27/2026 04:25PM ET,DAL,16.1,
WR,Jaylen Waddle (44248048),Jaylen Waddle,44248048,WR/FLEX,6700,LAR@DEN 09/27/2026 08:20PM ET,DEN,13,
TE,Trey McBride (44248590),Trey McBride,44248590,TE/FLEX,6700,ARI@SF 09/27/2026 04:05PM ET,ARI,21.3,
QB,Joe Burrow (44247576),Joe Burrow,44247576,QB,6600,CIN@PIT 09/27/2026 01:00PM ET,CIN,15.7,
RB,Chase Brown (44247692),Chase Brown,44247692,RB/FLEX,6600,CIN@PIT 09/27/2026 01:00PM ET,CIN,15,
WR,George Pickens (44248050),George Pickens,44248050,WR/FLEX,6600,BAL@DAL 09/27/2026 04:25PM ET,DAL,7.9,
TE,Brock Bowers (44248592),Brock Bowers,44248592,TE/FLEX,6600,LV@NO 09/27/2026 04:25PM ET,LV,0,Q
QB,Brock Purdy (44247577),Brock Purdy,44247577,QB,6500,ARI@SF 09/27/2026 04:05PM ET,SF,25.3,
RB,De'Von Achane (44247694),De'Von Achane,44247694,RB/FLEX,6500,KC@MIA 09/27/2026 01:00PM ET,MIA,11.5,
WR,Malik Nabers (44248052),Malik Nabers,44248052,WR/FLEX,6500,TEN@NYG 09/27/2026 01:00PM ET,NYG,7,Q
QB,Caleb Williams (44247578),Caleb Williams,44247578,QB,6400,PHI@CHI 09/28/2026 08:15PM ET,CHI,23,D
RB,Breece Hall (44247696),Breece Hall,44247696,RB/FLEX,6400,NYJ@DET 09/27/2026 01:00PM ET,NYJ,18.5,
WR,Rashee Rice (44248054),Rashee Rice,44248054,WR/FLEX,6400,KC@MIA 09/27/2026 01:00PM ET,KC,11.1,
QB,Jared Goff (44247579),Jared Goff,44247579,QB,6300,NYJ@DET 09/27/2026 01:00PM ET,DET,24.6,
RB,Bucky Irving (44247698),Bucky Irving,44247698,RB/FLEX,6300,MIN@TB 09/27/2026 04:05PM ET,TB,17.2,
WR,Garrett Wilson (44248056),Garrett Wilson,44248056,WR/FLEX,6300,NYJ@DET 09/27/2026 01:00PM ET,NYJ,15.3,
QB,Patrick Mahomes (44247580),Patrick Mahomes,44247580,QB,6200,KC@MIA 09/27/2026 01:00PM ET,KC,27.3,
RB,D'Andre Swift (44247700),D'Andre Swift,44247700,RB/FLEX,6200,PHI@CHI 09/28/2026 08:15PM ET,CHI,24.7,
RB,Cam Skattebo (44247702),Cam Skattebo,44247702,RB/FLEX,6200,TEN@NYG 09/27/2026 01:00PM ET,NYG,11.8,
WR,Davante Adams (44248058),Davante Adams,44248058,WR/FLEX,6200,LAR@DEN 09/27/2026 08:20PM ET,LAR,24.1,
WR,Emeka Egbuka (44248060),Emeka Egbuka,44248060,WR/FLEX,6200,MIN@TB 09/27/2026 04:05PM ET,TB,10.8,
QB,Drake Maye (44247581),Drake Maye,44247581,QB,6100,NE@JAX 09/27/2026 01:00PM ET,NE,10.9,
RB,Kyren Williams (44247704),Kyren Williams,44247704,RB/FLEX,6100,LAR@DEN 09/27/2026 08:20PM ET,LAR,16.1,
RB,Chuba Hubbard (44247706),Chuba Hubbard,44247706,RB/FLEX,6100,CAR@CLE 09/27/2026 01:00PM ET,CAR,19.1,
WR,Tee Higgins (44248062),Tee Higgins,44248062,WR/FLEX,6100,CIN@PIT 09/27/2026 01:00PM ET,CIN,11.7,
QB,Jayden Daniels (44247582),Jayden Daniels,44247582,QB,6000,SEA@WAS 09/27/2026 01:00PM ET,WAS,16.2,OUT
RB,David Montgomery (44247708),David Montgomery,44247708,RB/FLEX,6000,HOU@IND 09/27/2026 01:00PM ET,HOU,16.7,
WR,Tetairoa McMillan (44248064),Tetairoa McMillan,44248064,WR/FLEX,6000,CAR@CLE 09/27/2026 01:00PM ET,CAR,14.8,
WR,Parker Washington (44248066),Parker Washington,44248066,WR/FLEX,6000,NE@JAX 09/27/2026 01:00PM ET,JAX,18.1,
QB,Matthew Stafford (44247583),Matthew Stafford,44247583,QB,5900,LAR@DEN 09/27/2026 08:20PM ET,LAR,18,
QB,Jaxson Dart (44247584),Jaxson Dart,44247584,QB,5900,TEN@NYG 09/27/2026 01:00PM ET,NYG,13.7,OUT
RB,Aaron Jones Sr. (44247710),Aaron Jones Sr.,44247710,RB/FLEX,5900,MIN@TB 09/27/2026 04:05PM ET,MIN,11.8,Q
WR,Ladd McConkey (44248068),Ladd McConkey,44248068,WR/FLEX,5900,LAC@BUF 09/27/2026 01:00PM ET,LAC,12.9,
QB,Justin Herbert (44247585),Justin Herbert,44247585,QB,5800,LAC@BUF 09/27/2026 01:00PM ET,LAC,12.1,
RB,Travis Etienne Jr. (44247712),Travis Etienne Jr.,44247712,RB/FLEX,5800,LV@NO 09/27/2026 04:25PM ET,NO,11,Q
WR,DJ Moore (44248070),DJ Moore,44248070,WR/FLEX,5800,LAC@BUF 09/27/2026 01:00PM ET,BUF,12,Q
QB,Trevor Lawrence (44247586),Trevor Lawrence,44247586,QB,5700,NE@JAX 09/27/2026 01:00PM ET,JAX,16.6,
RB,Jaylen Warren (44247714),Jaylen Warren,44247714,RB/FLEX,5700,CIN@PIT 09/27/2026 01:00PM ET,PIT,10.5,Q
WR,Josh Downs (44248072),Josh Downs,44248072,WR/FLEX,5700,HOU@IND 09/27/2026 01:00PM ET,IND,10,
QB,Bryce Young (44247587),Bryce Young,44247587,QB,5600,CAR@CLE 09/27/2026 01:00PM ET,CAR,29.8,
RB,Bhayshul Tuten (44247716),Bhayshul Tuten,44247716,RB/FLEX,5600,NE@JAX 09/27/2026 01:00PM ET,JAX,12,
WR,Luther Burden III (44248074),Luther Burden III,44248074,WR/FLEX,5600,PHI@CHI 09/28/2026 08:15PM ET,CHI,8.4,
WR,Alec Pierce (44248076),Alec Pierce,44248076,WR/FLEX,5600,HOU@IND 09/27/2026 01:00PM ET,IND,6.1,OUT
QB,Bo Nix (44247588),Bo Nix,44247588,QB,5500,LAR@DEN 09/27/2026 08:20PM ET,DEN,11.3,
QB,C.J. Stroud (44247589),C.J. Stroud,44247589,QB,5500,HOU@IND 09/27/2026 01:00PM ET,HOU,19.2,
RB,Jeremiyah Love (44247718),Jeremiyah Love,44247718,RB/FLEX,5500,ARI@SF 09/27/2026 04:05PM ET,ARI,10.3,
RB,Quinshon Judkins (44247720),Quinshon Judkins,44247720,RB/FLEX,5500,CAR@CLE 09/27/2026 01:00PM ET,CLE,8.4,
WR,Stefon Diggs (44248078),Stefon Diggs,44248078,WR/FLEX,5500,SEA@WAS 09/27/2026 01:00PM ET,WAS,18.6,
WR,Jalen Coker (44248080),Jalen Coker,44248080,WR/FLEX,5500,CAR@CLE 09/27/2026 01:00PM ET,CAR,25.7,Q
TE,Dalton Kincaid (44248594),Dalton Kincaid,44248594,TE/FLEX,5500,LAC@BUF 09/27/2026 01:00PM ET,BUF,21.8,
QB,Tyler Shough (44247590),Tyler Shough,44247590,QB,5400,LV@NO 09/27/2026 04:25PM ET,NO,25.8,
QB,Sam Darnold (44247591),Sam Darnold,44247591,QB,5400,SEA@WAS 09/27/2026 01:00PM ET,SEA,0.5,Q
RB,J.K. Dobbins (44247722),J.K. Dobbins,44247722,RB/FLEX,5400,LAR@DEN 09/27/2026 08:20PM ET,DEN,3.6,Q
RB,Tony Pollard (44247724),Tony Pollard,44247724,RB/FLEX,5400,TEN@NYG 09/27/2026 01:00PM ET,TEN,6,Q
RB,Rhamondre Stevenson (44247726),Rhamondre Stevenson,44247726,RB/FLEX,5400,NE@JAX 09/27/2026 01:00PM ET,NE,9.6,
WR,DK Metcalf (44248082),DK Metcalf,44248082,WR/FLEX,5400,CIN@PIT 09/27/2026 01:00PM ET,PIT,7.4,
WR,Jameson Williams (44248084),Jameson Williams,44248084,WR/FLEX,5400,NYJ@DET 09/27/2026 01:00PM ET,DET,6.9,
QB,Baker Mayfield (44247592),Baker Mayfield,44247592,QB,5300,MIN@TB 09/27/2026 04:05PM ET,TB,13.9,
RB,Jacory Croskey-Merritt (44247728),Jacory Croskey-Merritt,44247728,RB/FLEX,5300,SEA@WAS 09/27/2026 01:00PM ET,WAS,9.2,
RB,Jadarian Price (44247730),Jadarian Price,44247730,RB/FLEX,5300,SEA@WAS 09/27/2026 01:00PM ET,SEA,6.9,Q
WR,Rome Odunze (44248086),Rome Odunze,44248086,WR/FLEX,5300,PHI@CHI 09/28/2026 08:15PM ET,CHI,7.3,
WR,Deebo Samuel Sr. (44248088),Deebo Samuel Sr.,44248088,WR/FLEX,5300,ARI@SF 09/27/2026 04:05PM ET,SF,12.3,
WR,Chris Godwin Jr. (44248090),Chris Godwin Jr.,44248090,WR/FLEX,5300,MIN@TB 09/27/2026 04:05PM ET,TB,8.6,
TE,Tyler Warren (44248596),Tyler Warren,44248596,TE/FLEX,5300,HOU@IND 09/27/2026 01:00PM ET,IND,12.4,
QB,Drew Lock (44247593),Drew Lock,44247593,QB,5200,SEA@WAS 09/27/2026 01:00PM ET,SEA,17.1,
RB,Kyle Monangai (44247732),Kyle Monangai,44247732,RB/FLEX,5200,PHI@CHI 09/28/2026 08:15PM ET,CHI,15.6,Q
RB,RJ Harvey (44247734),RJ Harvey,44247734,RB/FLEX,5200,LAR@DEN 09/27/2026 08:20PM ET,DEN,8.1,Q
RB,TreVeyon Henderson (44247736),TreVeyon Henderson,44247736,RB/FLEX,5200,NE@JAX 09/27/2026 01:00PM ET,NE,13.6,
WR,Courtland Sutton (44248092),Courtland Sutton,44248092,WR/FLEX,5200,LAR@DEN 09/27/2026 08:20PM ET,DEN,4.3,
WR,Michael Wilson (44248094),Michael Wilson,44248094,WR/FLEX,5200,ARI@SF 09/27/2026 04:05PM ET,ARI,7.2,
QB,Cam Ward (44247594),Cam Ward,44247594,QB,5100,TEN@NYG 09/27/2026 01:00PM ET,TEN,15.9,
QB,Kyler Murray (44247595),Kyler Murray,44247595,QB,5100,MIN@TB 09/27/2026 04:05PM ET,MIN,0.6,
RB,Jonah Coleman (44247738),Jonah Coleman,44247738,RB/FLEX,5100,LAR@DEN 09/27/2026 08:20PM ET,DEN,7.4,Q
RB,Rachaad White (44247740),Rachaad White,44247740,RB/FLEX,5100,SEA@WAS 09/27/2026 01:00PM ET,WAS,9.5,
WR,Terry McLaurin (44248096),Terry McLaurin,44248096,WR/FLEX,5100,SEA@WAS 09/27/2026 01:00PM ET,WAS,5.2,
WR,Romeo Doubs (44248098),Romeo Doubs,44248098,WR/FLEX,5100,NE@JAX 09/27/2026 01:00PM ET,NE,6.3,
QB,Daniel Jones (44247596),Daniel Jones,44247596,QB,5000,HOU@IND 09/27/2026 01:00PM ET,IND,11.2,
QB,Aaron Rodgers (44247597),Aaron Rodgers,44247597,QB,5000,CIN@PIT 09/27/2026 01:00PM ET,PIT,9.3,
RB,Tank Bigsby (44247742),Tank Bigsby,44247742,RB/FLEX,5000,PHI@CHI 09/28/2026 08:15PM ET,PHI,6.1,
RB,Tyler Allgeier (44247744),Tyler Allgeier,44247744,RB/FLEX,5000,ARI@SF 09/27/2026 04:05PM ET,ARI,6.5,
RB,Woody Marks (44247746),Woody Marks,44247746,RB/FLEX,5000,HOU@IND 09/27/2026 01:00PM ET,HOU,6.8,
WR,Tre Tucker (44248100),Tre Tucker,44248100,WR/FLEX,5000,LV@NO 09/27/2026 04:25PM ET,LV,15.3,
WR,Carnell Tate (44248102),Carnell Tate,44248102,WR/FLEX,5000,TEN@NYG 09/27/2026 01:00PM ET,TEN,6.8,
TE,Colston Loveland (44248598),Colston Loveland,44248598,TE/FLEX,5000,PHI@CHI 09/28/2026 08:15PM ET,CHI,0.7,
QB,Geno Smith (44247598),Geno Smith,44247598,QB,4900,NYJ@DET 09/27/2026 01:00PM ET,NYJ,12.4,
QB,Malik Willis (44247599),Malik Willis,44247599,QB,4900,KC@MIA 09/27/2026 01:00PM ET,MIA,15.1,
RB,Emanuel Wilson (44247748),Emanuel Wilson,44247748,RB/FLEX,4900,SEA@WAS 09/27/2026 01:00PM ET,SEA,4.8,
RB,Tyjae Spears (44247750),Tyjae Spears,44247750,RB/FLEX,4900,TEN@NYG 09/27/2026 01:00PM ET,TEN,6.7,Q
WR,Quentin Johnston (44248104),Quentin Johnston,44248104,WR/FLEX,4900,LAC@BUF 09/27/2026 01:00PM ET,LAC,3.1,
WR,Jordan Addison (44248106),Jordan Addison,44248106,WR/FLEX,4900,MIN@TB 09/27/2026 04:05PM ET,MIN,2.1,
QB,Kirk Cousins (44247600),Kirk Cousins,44247600,QB,4800,LV@NO 09/27/2026 04:25PM ET,LV,18.5,
QB,Jacoby Brissett (44247601),Jacoby Brissett,44247601,QB,4800,ARI@SF 09/27/2026 04:05PM ET,ARI,12,
RB,Alvin Kamara (44247752),Alvin Kamara,44247752,RB/FLEX,4800,LV@NO 09/27/2026 04:25PM ET,NO,7.2,
RB,Kaelon Black (44247754),Kaelon Black,44247754,RB/FLEX,4800,ARI@SF 09/27/2026 04:05PM ET,SF,5.3,
RB,Kenny Gainwell (44247756),Kenny Gainwell,44247756,RB/FLEX,4800,MIN@TB 09/27/2026 04:05PM ET,TB,3.7,
WR,Jakobi Meyers (44248108),Jakobi Meyers,44248108,WR/FLEX,4800,NE@JAX 09/27/2026 01:00PM ET,JAX,8,Q
WR,Khalil Shakir (44248110),Khalil Shakir,44248110,WR/FLEX,4800,LAC@BUF 09/27/2026 01:00PM ET,BUF,7.9,
TE,George Kittle (44248600),George Kittle,44248600,TE/FLEX,4800,ARI@SF 09/27/2026 04:05PM ET,SF,10.6,
QB,Deshaun Watson (44247602),Deshaun Watson,44247602,QB,4700,CAR@CLE 09/27/2026 01:00PM ET,CLE,17.4,
RB,Najee Harris (44247758),Najee Harris,44247758,RB/FLEX,4700,TEN@NYG 09/27/2026 01:00PM ET,NYG,0.6,
RB,Rico Dowdle (44247760),Rico Dowdle,44247760,RB/FLEX,4700,CIN@PIT 09/27/2026 01:00PM ET,PIT,5.3,Q
WR,Marvin Harrison Jr. (44248112),Marvin Harrison Jr.,44248112,WR/FLEX,4700,ARI@SF 09/27/2026 04:05PM ET,ARI,2.2,
WR,Michael Pittman Jr. (44248114),Michael Pittman Jr.,44248114,WR/FLEX,4700,CIN@PIT 09/27/2026 01:00PM ET,PIT,8.8,Q
WR,Rashod Bateman (44248116),Rashod Bateman,44248116,WR/FLEX,4700,BAL@DAL 09/27/2026 04:25PM ET,BAL,10.9,
TE,Isaiah Likely (44248602),Isaiah Likely,44248602,TE/FLEX,4700,TEN@NYG 09/27/2026 01:00PM ET,NYG,18.1,
QB,Carson Wentz (44247603),Carson Wentz,44247603,QB,4600,MIN@TB 09/27/2026 04:05PM ET,MIN,12.8,
RB,Blake Corum (44247762),Blake Corum,44247762,RB/FLEX,4600,LAR@DEN 09/27/2026 08:20PM ET,LAR,7.8,
RB,Jonathon Brooks (44247764),Jonathon Brooks,44247764,RB/FLEX,4600,CAR@CLE 09/27/2026 01:00PM ET,CAR,4.7,IR
RB,Chris Rodriguez Jr. (44247766),Chris Rodriguez Jr.,44247766,RB/FLEX,4600,NE@JAX 09/27/2026 01:00PM ET,JAX,1.8,
WR,Keenan Allen (44248118),Keenan Allen,44248118,WR/FLEX,4600,HOU@IND 09/27/2026 01:00PM ET,IND,5.4,
WR,Brian Thomas Jr. (44248120),Brian Thomas Jr.,44248120,WR/FLEX,4600,NE@JAX 09/27/2026 01:00PM ET,JAX,7,
TE,Dallas Goedert (44248604),Dallas Goedert,44248604,TE/FLEX,4600,PHI@CHI 09/28/2026 08:15PM ET,PHI,12.6,D
QB,Marcus Mariota (44247604),Marcus Mariota,44247604,QB,4500,SEA@WAS 09/27/2026 01:00PM ET,WAS,8.7,
RB,Will Shipley (44247768),Will Shipley,44247768,RB/FLEX,4500,PHI@CHI 09/28/2026 08:15PM ET,PHI,3.6,
RB,George Holani (44247770),George Holani,44247770,RB/FLEX,4500,SEA@WAS 09/27/2026 01:00PM ET,SEA,2.7,Q
RB,Raheim Sanders (44247772),Raheim Sanders,44247772,RB/FLEX,4500,CAR@CLE 09/27/2026 01:00PM ET,CLE,3.9,
WR,Wan'Dale Robinson (44248122),Wan'Dale Robinson,44248122,WR/FLEX,4500,TEN@NYG 09/27/2026 01:00PM ET,TEN,5.4,
WR,Kayshon Boutte (44248124),Kayshon Boutte,44248124,WR/FLEX,4500,HOU@IND 09/27/2026 01:00PM ET,HOU,4.9,
WR,Denzel Boston (44248126),Denzel Boston,44248126,WR/FLEX,4500,CAR@CLE 09/27/2026 01:00PM ET,CLE,17.2,
TE,Travis Kelce (44248606),Travis Kelce,44248606,TE/FLEX,4500,KC@MIA 09/27/2026 01:00PM ET,KC,19.1,
QB,Tyson Bagent (44247605),Tyson Bagent,44247605,QB,4400,PHI@CHI 09/28/2026 08:15PM ET,CHI,2.2,Q
QB,Joe Flacco (44247606),Joe Flacco,44247606,QB,4400,CIN@PIT 09/27/2026 01:00PM ET,CIN,0,
RB,Braelon Allen (44247774),Braelon Allen,44247774,RB/FLEX,4400,NYJ@DET 09/27/2026 01:00PM ET,NYJ,6.3,
RB,Emmett Johnson (44247776),Emmett Johnson,44247776,RB/FLEX,4400,KC@MIA 09/27/2026 01:00PM ET,KC,7.2,
RB,Ray Davis (44247778),Ray Davis,44247778,RB/FLEX,4400,LAC@BUF 09/27/2026 01:00PM ET,BUF,0.2,
RB,Demond Claiborne (44247780),Demond Claiborne,44247780,RB/FLEX,4400,MIN@TB 09/27/2026 04:05PM ET,MIN,1.2,
WR,Devaughn Vele (44248128),Devaughn Vele,44248128,WR/FLEX,4400,LV@NO 09/27/2026 04:25PM ET,NO,15.7,
WR,Malachi Fields (44248130),Malachi Fields,44248130,WR/FLEX,4400,TEN@NYG 09/27/2026 01:00PM ET,NYG,4.8,
WR,Xavier Worthy (44248132),Xavier Worthy,44248132,WR/FLEX,4400,KC@MIA 09/27/2026 01:00PM ET,KC,9.2,
TE,Mark Andrews (44248608),Mark Andrews,44248608,TE/FLEX,4400,BAL@DAL 09/27/2026 04:25PM ET,BAL,9.9,
QB,Fernando Mendoza (44247607),Fernando Mendoza,44247607,QB,4300,LV@NO 09/27/2026 04:25PM ET,LV,0,
RB,Kendre Miller (44247782),Kendre Miller,44247782,RB/FLEX,4300,LV@NO 09/27/2026 04:25PM ET,NO,9,
RB,Kaytron Allen (44247784),Kaytron Allen,44247784,RB/FLEX,4300,SEA@WAS 09/27/2026 01:00PM ET,WAS,2,Q
RB,Sione Vaki (44247786),Sione Vaki,44247786,RB/FLEX,4300,NYJ@DET 09/27/2026 01:00PM ET,DET,2.9,
RB,Keaton Mitchell (44247788),Keaton Mitchell,44247788,RB/FLEX,4300,LAC@BUF 09/27/2026 01:00PM ET,LAC,2.9,
WR,Makai Lemon (44248134),Makai Lemon,44248134,WR/FLEX,4300,PHI@CHI 09/28/2026 08:15PM ET,PHI,2.2,
WR,KC Concepcion Jr. (44248136),KC Concepcion Jr.,44248136,WR/FLEX,4300,CAR@CLE 09/27/2026 01:00PM ET,CLE,8.5,
WR,Adonai Mitchell (44248138),Adonai Mitchell,44248138,WR/FLEX,4300,NYJ@DET 09/27/2026 01:00PM ET,NYJ,10.7,
WR,Keon Coleman (44248140),Keon Coleman,44248140,WR/FLEX,4300,LAC@BUF 09/27/2026 01:00PM ET,BUF,6.7,Q
TE,Sam LaPorta (44248610),Sam LaPorta,44248610,TE/FLEX,4300,NYJ@DET 09/27/2026 01:00PM ET,DET,13.5,
QB,Shedeur Sanders (44247608),Shedeur Sanders,44247608,QB,4200,CAR@CLE 09/27/2026 01:00PM ET,CLE,0,
RB,Tyler Badie (44247790),Tyler Badie,44247790,RB/FLEX,4200,LAR@DEN 09/27/2026 08:20PM ET,DEN,4.9,
RB,Devin Singletary (44247792),Devin Singletary,44247792,RB/FLEX,4200,TEN@NYG 09/27/2026 01:00PM ET,NYG,7.4,
RB,DeeJay Dallas (44247794),DeeJay Dallas,44247794,RB/FLEX,4200,MIN@TB 09/27/2026 04:05PM ET,MIN,2.1,Q
RB,Justice Hill (44247796),Justice Hill,44247796,RB/FLEX,4200,BAL@DAL 09/27/2026 04:25PM ET,BAL,3.8,
RB,Emari Demercado (44247798),Emari Demercado,44247798,RB/FLEX,4200,BAL@DAL 09/27/2026 04:25PM ET,DAL,0.8,
WR,Rashid Shaheed (44248142),Rashid Shaheed,44248142,WR/FLEX,4200,SEA@WAS 09/27/2026 01:00PM ET,SEA,4.2,
WR,Mack Hollins (44248144),Mack Hollins,44248144,WR/FLEX,4200,NE@JAX 09/27/2026 01:00PM ET,NE,6.5,
WR,Malik Washington (44248146),Malik Washington,44248146,WR/FLEX,4200,KC@MIA 09/27/2026 01:00PM ET,MIA,8,
TE,Dalton Schultz (44248612),Dalton Schultz,44248612,TE/FLEX,4200,HOU@IND 09/27/2026 01:00PM ET,HOU,18.3,
QB,J.J. McCarthy (44247609),J.J. McCarthy,44247609,QB,4100,MIN@TB 09/27/2026 04:05PM ET,MIN,0,
RB,Mike Washington Jr. (44247800),Mike Washington Jr.,44247800,RB/FLEX,4100,LV@NO 09/27/2026 04:25PM ET,LV,2.4,
RB,Tyrone Tracy Jr. (44247802),Tyrone Tracy Jr.,44247802,RB/FLEX,4100,TEN@NYG 09/27/2026 01:00PM ET,NYG,0.2,
RB,Seth McGowan (44247804),Seth McGowan,44247804,RB/FLEX,4100,HOU@IND 09/27/2026 01:00PM ET,IND,0.5,
RB,Samaje Perine (44247806),Samaje Perine,44247806,RB/FLEX,4100,CIN@PIT 09/27/2026 01:00PM ET,CIN,5.6,
WR,Dontayvion Wicks (44248148),Dontayvion Wicks,44248148,WR/FLEX,4100,PHI@CHI 09/28/2026 08:15PM ET,PHI,13.9,
WR,Antonio Williams (44248150),Antonio Williams,44248150,WR/FLEX,4100,SEA@WAS 09/27/2026 01:00PM ET,WAS,10.9,
WR,Darnell Mooney (44248152),Darnell Mooney,44248152,WR/FLEX,4100,TEN@NYG 09/27/2026 01:00PM ET,NYG,5.8,
WR,Jalen McMillan (44248154),Jalen McMillan,44248154,WR/FLEX,4100,MIN@TB 09/27/2026 04:05PM ET,TB,0,
TE,Jake Ferguson (44248614),Jake Ferguson,44248614,TE/FLEX,4100,BAL@DAL 09/27/2026 04:25PM ET,DAL,11.5,
QB,Andy Dalton (44247610),Andy Dalton,44247610,QB,4000,PHI@CHI 09/28/2026 08:15PM ET,PHI,0,
QB,Tanner McKee (44247611),Tanner McKee,44247611,QB,4000,PHI@CHI 09/28/2026 08:15PM ET,PHI,0,
QB,Cole Payton (44247612),Cole Payton,44247612,QB,4000,PHI@CHI 09/28/2026 08:15PM ET,PHI,0,
QB,Case Keenum (44247613),Case Keenum,44247613,QB,4000,PHI@CHI 09/28/2026 08:15PM ET,CHI,0,
QB,Miller Moss (44247614),Miller Moss,44247614,QB,4000,PHI@CHI 09/28/2026 08:15PM ET,CHI,0,
QB,Stetson Bennett IV (44247615),Stetson Bennett IV,44247615,QB,4000,LAR@DEN 09/27/2026 08:20PM ET,LAR,1.4,
QB,Ty Simpson (44247616),Ty Simpson,44247616,QB,4000,LAR@DEN 09/27/2026 08:20PM ET,LAR,0,
QB,Matthew Caldwell (44247617),Matthew Caldwell,44247617,QB,4000,LAR@DEN 09/27/2026 08:20PM ET,LAR,0,IR
QB,Jarrett Stidham (44247618),Jarrett Stidham,44247618,QB,4000,LAR@DEN 09/27/2026 08:20PM ET,DEN,0,
QB,Sam Ehlinger (44247619),Sam Ehlinger,44247619,QB,4000,LAR@DEN 09/27/2026 08:20PM ET,DEN,0,
QB,Spencer Rattler (44247620),Spencer Rattler,44247620,QB,4000,LV@NO 09/27/2026 04:25PM ET,NO,0,
QB,Zach Wilson (44247621),Zach Wilson,44247621,QB,4000,LV@NO 09/27/2026 04:25PM ET,NO,0,
QB,Aidan O'Connell (44247622),Aidan O'Connell,44247622,QB,4000,LV@NO 09/27/2026 04:25PM ET,LV,0,Q
QB,Mac Jones (44247623),Mac Jones,44247623,QB,4000,ARI@SF 09/27/2026 04:05PM ET,SF,-0.2,
QB,Kurtis Rourke (44247624),Kurtis Rourke,44247624,QB,4000,ARI@SF 09/27/2026 04:05PM ET,SF,0,
QB,Gardner Minshew II (44247625),Gardner Minshew II,44247625,QB,4000,ARI@SF 09/27/2026 04:05PM ET,ARI,0,
