player,tprr,tprr_rank,yprr,yprr_rank,win_rate_pct,win_rate_rank,target_share_pct,target_share_rank,air_yard_share_pct,air_yard_share_rank,yac_per_reception,yac_per_reception_rank,season,weeks,qualifier
G.Kittle,0.32,5,3.29,2,10.7,11,16.1,14,24.3,4,9.67,4,2026,1-2,among TEs >18 routes
