season,week,season_type,player_id,team,player_name,player_display_name,position,position_group,headshot_url,fg_made,fg_att,fg_missed,fg_blocked,fg_long,fg_pct,fg_made_0_19,fg_made_20_29,fg_made_30_39,fg_made_40_49,fg_made_50_59,fg_made_60_,fg_missed_0_19,fg_missed_20_29,fg_missed_30_39,fg_missed_40_49,fg_missed_50_59,fg_missed_60_,fg_made_list,fg_missed_list,fg_blocked_list,fg_made_distance,fg_missed_distance,fg_blocked_distance,pat_made,pat_att,pat_missed,pat_blocked,pat_pct,gwfg_att,gwfg_distance,gwfg_made,gwfg_missed,gwfg_blocked
2023,18,REG,00-0030332,LA,B.Maher,Brett Maher,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/v5fuzaeucyftknl6hwoe",,0,,,,,,,,,,,,,,,,,,,,,,,1,2,1,0,0.5,0,,,,
2023,19,POST,00-0030332,LA,B.Maher,Brett Maher,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/v5fuzaeucyftknl6hwoe",3,3,0,0,29,1,0,3,0,0,0,0,0,0,0,0,0,0,24;27;29,,,80,0,0,2,2,0,0,1,0,,,,
2023,1,REG,00-0031136,PIT,C.Boswell,Chris Boswell,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ivb854ozl9jp39lau99u",,0,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,,,,
2023,2,REG,00-0031136,PIT,C.Boswell,Chris Boswell,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ivb854ozl9jp39lau99u",2,2,0,0,52,1,0,0,0,0,2,0,0,0,0,0,0,0,52;50,,,102,0,0,2,2,0,0,1,0,,,,
2023,3,REG,00-0031136,PIT,C.Boswell,Chris Boswell,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ivb854ozl9jp39lau99u",3,3,0,0,57,1,0,0,0,2,1,0,0,0,0,0,0,0,43;42;57,,,142,0,0,2,2,0,0,1,0,,,,
2023,4,REG,00-0031136,PIT,C.Boswell,Chris Boswell,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ivb854ozl9jp39lau99u",2,2,0,0,35,1,0,1,1,0,0,0,0,0,0,0,0,0,35;23,,,58,0,0,,0,,,,0,,,,
2023,5,REG,00-0031136,PIT,C.Boswell,Chris Boswell,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ivb854ozl9jp39lau99u",3,3,0,0,43,1,0,1,0,2,0,0,0,0,0,0,0,0,43;25;42,,,110,0,0,,0,,,,0,,,,
2023,7,REG,00-0031136,PIT,C.Boswell,Chris Boswell,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ivb854ozl9jp39lau99u",1,1,0,0,53,1,0,0,0,0,1,0,0,0,0,0,0,0,53,,,53,0,0,3,3,0,0,1,0,,,,
2023,8,REG,00-0031136,PIT,C.Boswell,Chris Boswell,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ivb854ozl9jp39lau99u",1,2,1,0,22,0.5,0,1,0,0,0,0,0,0,0,0,0,1,22,61,,22,61,0,1,1,0,0,1,0,,,,
2023,9,REG,00-0031136,PIT,C.Boswell,Chris Boswell,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ivb854ozl9jp39lau99u",2,2,0,0,30,1,0,1,1,0,0,0,0,0,0,0,0,0,29;30,,,59,0,0,2,2,0,0,1,0,,,,
2023,10,REG,00-0031136,PIT,C.Boswell,Chris Boswell,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ivb854ozl9jp39lau99u",3,3,0,0,49,1,0,0,1,2,0,0,0,0,0,0,0,0,42;49;35,,,126,0,0,2,2,0,0,1,0,,,,
2023,11,REG,00-0031136,PIT,C.Boswell,Chris Boswell,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ivb854ozl9jp39lau99u",1,1,0,0,28,1,0,1,0,0,0,0,0,0,0,0,0,0,28,,,28,0,0,1,1,0,0,1,0,,,,
2023,12,REG,00-0031136,PIT,C.Boswell,Chris Boswell,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ivb854ozl9jp39lau99u",3,3,0,0,41,1,0,0,2,1,0,0,0,0,0,0,0,0,41;34;33,,,108,0,0,1,1,0,0,1,0,,,,
2023,13,REG,00-0031136,PIT,C.Boswell,Chris Boswell,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ivb854ozl9jp39lau99u",1,2,1,0,29,0.5,0,1,0,0,0,0,0,0,0,1,0,0,29,45,,29,45,0,1,1,0,0,1,0,,,,
2023,14,REG,00-0031136,PIT,C.Boswell,Chris Boswell,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ivb854ozl9jp39lau99u",1,1,0,0,56,1,0,0,0,0,1,0,0,0,0,0,0,0,56,,,56,0,0,1,1,0,0,1,0,,,,
2023,15,REG,00-0031136,PIT,C.Boswell,Chris Boswell,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ivb854ozl9jp39lau99u",,0,,,,,,,,,,,,,,,,,,,,,,,1,2,1,0,0.5,0,,,,
2023,16,REG,00-0031136,PIT,C.Boswell,Chris Boswell,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ivb854ozl9jp39lau99u",2,2,0,0,50,1,0,0,1,0,1,0,0,0,0,0,0,0,50;30,,,80,0,0,4,4,0,0,1,0,,,,
2023,17,REG,00-0031136,PIT,C.Boswell,Chris Boswell,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ivb854ozl9jp39lau99u",3,3,0,0,39,1,0,2,1,0,0,0,0,0,0,0,0,0,39;26;21,,,86,0,0,3,3,0,0,1,0,,,,
2023,18,REG,00-0031136,PIT,C.Boswell,Chris Boswell,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ivb854ozl9jp39lau99u",1,1,0,0,25,1,0,1,0,0,0,0,0,0,0,0,0,0,25,,,25,0,0,2,2,0,0,1,0,,,,
2023,19,POST,00-0031136,PIT,C.Boswell,Chris Boswell,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ivb854ozl9jp39lau99u",1,1,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,40,,,40,0,0,2,2,0,0,1,0,,,,
2023,1,REG,00-0031203,CHI,C.Santos,Cairo Santos,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/njxxbexsrepazoygyrpp",2,2,0,0,47,1,0,1,0,1,0,0,0,0,0,0,0,0,47;29,,,76,0,0,,0,,,,0,,,,
2023,2,REG,00-0031203,CHI,C.Santos,Cairo Santos,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/njxxbexsrepazoygyrpp",1,1,0,0,52,1,0,0,0,0,1,0,0,0,0,0,0,0,52,,,52,0,0,2,2,0,0,1,0,,,,
2023,3,REG,00-0031203,CHI,C.Santos,Cairo Santos,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/njxxbexsrepazoygyrpp",1,1,0,0,21,1,0,1,0,0,0,0,0,0,0,0,0,0,21,,,21,0,0,1,1,0,0,1,0,,,,
2023,4,REG,00-0031203,CHI,C.Santos,Cairo Santos,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/njxxbexsrepazoygyrpp",,0,,,,,,,,,,,,,,,,,,,,,,,4,4,0,0,1,0,,,,
2023,5,REG,00-0031203,CHI,C.Santos,Cairo Santos,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/njxxbexsrepazoygyrpp",4,4,0,0,43,1,0,1,2,1,0,0,0,0,0,0,0,0,22;36;43;37,,,138,0,0,4,4,0,0,1,0,,,,
2023,6,REG,00-0031203,CHI,C.Santos,Cairo Santos,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/njxxbexsrepazoygyrpp",2,2,0,0,53,1,0,1,0,0,1,0,0,0,0,0,0,0,22;53,,,75,0,0,1,1,0,0,1,0,,,,
2023,7,REG,00-0031203,CHI,C.Santos,Cairo Santos,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/njxxbexsrepazoygyrpp",1,1,0,0,54,1,0,0,0,0,1,0,0,0,0,0,0,0,54,,,54,0,0,3,4,0,1,0.75,0,,,,
2023,8,REG,00-0031203,CHI,C.Santos,Cairo Santos,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/njxxbexsrepazoygyrpp",,0,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,,,,
2023,9,REG,00-0031203,CHI,C.Santos,Cairo Santos,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/njxxbexsrepazoygyrpp",1,2,1,0,31,0.5,0,0,1,0,0,0,0,0,0,1,0,0,31,40,,31,40,0,2,2,0,0,1,0,,,,
2023,10,REG,00-0031203,CHI,C.Santos,Cairo Santos,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/njxxbexsrepazoygyrpp",3,3,0,0,54,1,0,0,2,0,1,0,0,0,0,0,0,0,54;36;39,,,129,0,0,1,1,0,0,1,0,,,,
2023,11,REG,00-0031203,CHI,C.Santos,Cairo Santos,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/njxxbexsrepazoygyrpp",4,4,0,0,53,1,0,0,2,1,1,0,0,0,0,0,0,0,31;53;40;39,,,163,0,0,2,2,0,0,1,0,,,,
2023,12,REG,00-0031203,CHI,C.Santos,Cairo Santos,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/njxxbexsrepazoygyrpp",4,5,1,0,55,0.8,0,1,2,0,1,0,0,0,0,1,0,0,25;39;55;30,48,,149,48,0,,0,,,,1,30,1,0,0
2023,14,REG,00-0031203,CHI,C.Santos,Cairo Santos,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/njxxbexsrepazoygyrpp",3,3,0,0,46,1,0,2,0,1,0,0,0,0,0,0,0,0,46;25;28,,,99,0,0,1,2,0,1,0.5,0,,,,
2023,15,REG,00-0031203,CHI,C.Santos,Cairo Santos,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/njxxbexsrepazoygyrpp",1,1,0,0,41,1,0,0,0,1,0,0,0,0,0,0,0,0,41,,,41,0,0,2,2,0,0,1,0,,,,
2023,16,REG,00-0031203,CHI,C.Santos,Cairo Santos,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/njxxbexsrepazoygyrpp",2,2,0,0,49,1,0,1,0,1,0,0,0,0,0,0,0,0,49;29,,,78,0,0,3,3,0,0,1,0,,,,
2023,17,REG,00-0031203,CHI,C.Santos,Cairo Santos,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/njxxbexsrepazoygyrpp",3,4,1,0,42,0.75,0,1,0,2,0,0,0,0,0,0,1,0,22;42;42,55,,106,55,0,4,4,0,0,1,0,,,,
2023,18,REG,00-0031203,CHI,C.Santos,Cairo Santos,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/njxxbexsrepazoygyrpp",3,3,0,0,50,1,0,0,2,0,1,0,0,0,0,0,0,0,50;39;35,,,124,0,0,,0,,,,0,,,,
2023,1,REG,00-0031492,SEA,J.Myers,Jason Myers,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/stwynn6h56nuzznkiaqh",2,3,1,0,42,0.667,0,0,1,1,0,0,0,0,1,0,0,0,36;42,39,,78,39,0,1,1,0,0,1,0,,,,
2023,2,REG,00-0031492,SEA,J.Myers,Jason Myers,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/stwynn6h56nuzznkiaqh",1,3,2,0,25,0.333,0,1,0,0,0,0,0,0,0,1,1,0,25,45;56,,25,101,0,4,4,0,0,1,0,,,,
2023,3,REG,00-0031492,SEA,J.Myers,Jason Myers,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/stwynn6h56nuzznkiaqh",5,5,0,0,43,1,0,0,4,1,0,0,0,0,0,0,0,0,43;35;33;37;39,,,187,0,0,2,2,0,0,1,0,,,,
2023,4,REG,00-0031492,SEA,J.Myers,Jason Myers,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/stwynn6h56nuzznkiaqh",1,2,1,0,34,0.5,0,0,1,0,0,0,0,0,0,0,1,0,34,53,,34,53,0,3,3,0,0,1,0,,,,
2023,6,REG,00-0031492,SEA,J.Myers,Jason Myers,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/stwynn6h56nuzznkiaqh",2,2,0,0,55,1,0,1,0,0,1,0,0,0,0,0,0,0,55;23,,,78,0,0,1,1,0,0,1,0,,,,
2023,7,REG,00-0031492,SEA,J.Myers,Jason Myers,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/stwynn6h56nuzznkiaqh",2,2,0,0,48,1,0,1,0,1,0,0,0,0,0,0,0,0,21;48,,,69,0,0,2,2,0,0,1,0,,,,
2023,8,REG,00-0031492,SEA,J.Myers,Jason Myers,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/stwynn6h56nuzznkiaqh",1,1,0,0,32,1,0,0,1,0,0,0,0,0,0,0,0,0,32,,,32,0,0,3,3,0,0,1,0,,,,
2023,9,REG,00-0031492,SEA,J.Myers,Jason Myers,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/stwynn6h56nuzznkiaqh",1,1,0,0,33,1,0,0,1,0,0,0,0,0,0,0,0,0,33,,,33,0,0,,0,,,,0,,,,
2023,10,REG,00-0031492,SEA,J.Myers,Jason Myers,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/stwynn6h56nuzznkiaqh",5,5,0,0,45,1,0,0,1,4,0,0,0,0,0,0,0,0,45;43;33;45;43,,,209,0,0,2,2,0,0,1,1,43,1,0,0
2023,11,REG,00-0031492,SEA,J.Myers,Jason Myers,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/stwynn6h56nuzznkiaqh",3,4,1,0,54,0.75,0,0,0,1,2,0,0,0,0,0,1,0,54;43;52,55,,149,55,0,1,1,0,0,1,1,55,0,1,0
2023,12,REG,00-0031492,SEA,J.Myers,Jason Myers,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/stwynn6h56nuzznkiaqh",2,3,1,0,51,0.667,0,0,1,0,1,0,0,0,0,0,1,0,51;30,53,,81,53,0,1,1,0,0,1,0,,,,
2023,13,REG,00-0031492,SEA,J.Myers,Jason Myers,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/stwynn6h56nuzznkiaqh",0,1,1,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,,42,,0,42,0,5,5,0,0,1,0,,,,
2023,14,REG,00-0031492,SEA,J.Myers,Jason Myers,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/stwynn6h56nuzznkiaqh",1,1,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,40,,,40,0,0,1,1,0,0,1,1,40,1,0,0
2023,15,REG,00-0031492,SEA,J.Myers,Jason Myers,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/stwynn6h56nuzznkiaqh",2,2,0,0,43,1,0,1,0,1,0,0,0,0,0,0,0,0,26;43,,,69,0,0,2,2,0,0,1,0,,,,
2023,16,REG,00-0031492,SEA,J.Myers,Jason Myers,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/stwynn6h56nuzznkiaqh",2,2,0,0,28,1,0,2,0,0,0,0,0,0,0,0,0,0,28;27,,,55,0,0,2,2,0,0,1,0,,,,
2023,17,REG,00-0031492,SEA,J.Myers,Jason Myers,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/stwynn6h56nuzznkiaqh",3,3,0,0,43,1,0,1,0,2,0,0,0,0,0,0,0,0,43;42;24,,,109,0,0,2,2,0,0,1,0,,,,
2023,18,REG,00-0031492,SEA,J.Myers,Jason Myers,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/stwynn6h56nuzznkiaqh",2,2,0,0,33,1,0,1,1,0,0,0,0,0,0,0,0,0,33;29,,,62,0,0,1,1,0,0,1,0,,,,
2023,1,REG,00-0032569,DEN,W.Lutz,Wil Lutz,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/o99huensfz7qwnygonyg",1,2,1,0,24,0.5,0,1,0,0,0,0,0,0,0,0,1,0,24,55,,24,55,0,1,2,1,0,0.5,0,,,,
2023,2,REG,00-0032569,DEN,W.Lutz,Wil Lutz,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/o99huensfz7qwnygonyg",2,2,0,0,32,1,0,0,2,0,0,0,0,0,0,0,0,0,31;32,,,63,0,0,3,3,0,0,1,0,,,,
2023,3,REG,00-0032569,DEN,W.Lutz,Wil Lutz,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/o99huensfz7qwnygonyg",2,2,0,0,31,1,0,1,1,0,0,0,0,0,0,0,0,0,31;25,,,56,0,0,2,2,0,0,1,0,,,,
2023,4,REG,00-0032569,DEN,W.Lutz,Wil Lutz,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/o99huensfz7qwnygonyg",1,1,0,0,51,1,0,0,0,0,1,0,0,0,0,0,0,0,51,,,51,0,0,4,4,0,0,1,1,51,1,0,0
2023,5,REG,00-0032569,DEN,W.Lutz,Wil Lutz,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/o99huensfz7qwnygonyg",2,2,0,0,23,1,0,2,0,0,0,0,0,0,0,0,0,0,23;22,,,45,0,0,1,1,0,0,1,0,,,,
2023,7,REG,00-0032569,DEN,W.Lutz,Wil Lutz,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/o99huensfz7qwnygonyg",4,4,0,0,52,1,0,1,2,0,1,0,0,0,0,0,0,0,32;29;35;52,,,148,0,0,1,1,0,0,1,1,52,1,0,0
2023,8,REG,00-0032569,DEN,W.Lutz,Wil Lutz,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/o99huensfz7qwnygonyg",1,2,0,1,28,0.5,0,1,0,0,0,0,0,0,0,0,0,0,28,,38,28,0,38,3,3,0,0,1,0,,,,
2023,10,REG,00-0032569,DEN,W.Lutz,Wil Lutz,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/o99huensfz7qwnygonyg",4,4,0,0,49,1,0,0,1,3,0,0,0,0,0,0,0,0,40;49;40;36,,,165,0,0,0,1,1,0,0,1,36,1,0,0
2023,11,REG,00-0032569,DEN,W.Lutz,Wil Lutz,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/o99huensfz7qwnygonyg",5,5,0,0,52,1,0,1,3,0,1,0,0,0,0,0,0,0,31;31;52;37;28,,,179,0,0,,0,,,,0,,,,
2023,12,REG,00-0032569,DEN,W.Lutz,Wil Lutz,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/o99huensfz7qwnygonyg",2,2,0,0,34,1,0,1,1,0,0,0,0,0,0,0,0,0,23;34,,,57,0,0,3,3,0,0,1,0,,,,
2023,13,REG,00-0032569,DEN,W.Lutz,Wil Lutz,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/o99huensfz7qwnygonyg",1,1,0,0,34,1,0,0,1,0,0,0,0,0,0,0,0,0,34,,,34,0,0,2,2,0,0,1,0,,,,
2023,14,REG,00-0032569,DEN,W.Lutz,Wil Lutz,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/o99huensfz7qwnygonyg",1,1,0,0,23,1,0,1,0,0,0,0,0,0,0,0,0,0,23,,,23,0,0,3,3,0,0,1,0,,,,
2023,15,REG,00-0032569,DEN,W.Lutz,Wil Lutz,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/o99huensfz7qwnygonyg",1,1,0,0,23,1,0,1,0,0,0,0,0,0,0,0,0,0,23,,,23,0,0,2,2,0,0,1,0,,,,
2023,16,REG,00-0032569,DEN,W.Lutz,Wil Lutz,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/o99huensfz7qwnygonyg",0,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,,57,,0,57,0,1,1,0,0,1,0,,,,
2023,17,REG,00-0032569,DEN,W.Lutz,Wil Lutz,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/o99huensfz7qwnygonyg",3,4,1,0,43,0.75,0,1,1,1,0,0,0,0,0,1,0,0,32;43;20,48,,95,48,0,1,1,0,0,1,0,,,,
2023,18,REG,00-0032569,DEN,W.Lutz,Wil Lutz,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/o99huensfz7qwnygonyg",,0,,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,1,0,,,,
2023,1,REG,00-0032726,HOU,K.Fairbairn,Ka'imi Fairbairn,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/d14gkuipphr97tzmprpv",3,3,0,0,38,1,0,0,3,0,0,0,0,0,0,0,0,0,35;38;36,,,109,0,0,,0,,,,0,,,,
2023,2,REG,00-0032726,HOU,K.Fairbairn,Ka'imi Fairbairn,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/d14gkuipphr97tzmprpv",2,3,1,0,36,0.667,0,1,1,0,0,0,0,0,0,0,1,0,29;36,51,,65,51,0,2,2,0,0,1,0,,,,
2023,3,REG,00-0032726,HOU,K.Fairbairn,Ka'imi Fairbairn,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/d14gkuipphr97tzmprpv",3,3,0,0,33,1,0,2,1,0,0,0,0,0,0,0,0,0,28;26;33,,,87,0,0,4,4,0,0,1,0,,,,
2023,4,REG,00-0032726,HOU,K.Fairbairn,Ka'imi Fairbairn,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/d14gkuipphr97tzmprpv",3,3,0,0,39,1,0,0,3,0,0,0,0,0,0,0,0,0,36;38;39,,,113,0,0,3,3,0,0,1,0,,,,
2023,5,REG,00-0032726,HOU,K.Fairbairn,Ka'imi Fairbairn,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/d14gkuipphr97tzmprpv",4,4,0,0,43,1,0,1,1,2,0,0,0,0,0,0,0,0,38;43;28;42,,,151,0,0,1,1,0,0,1,0,,,,
2023,6,REG,00-0032726,HOU,K.Fairbairn,Ka'imi Fairbairn,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/d14gkuipphr97tzmprpv",2,2,0,0,24,1,0,2,0,0,0,0,0,0,0,0,0,0,24;22,,,46,0,0,2,2,0,0,1,0,,,,
2023,8,REG,00-0032726,HOU,K.Fairbairn,Ka'imi Fairbairn,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/d14gkuipphr97tzmprpv",,0,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,,,,
2023,9,REG,00-0032726,HOU,K.Fairbairn,Ka'imi Fairbairn,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/d14gkuipphr97tzmprpv",1,1,0,0,50,1,0,0,0,0,1,0,0,0,0,0,0,0,50,,,50,0,0,1,1,0,0,1,0,,,,
2023,15,REG,00-0032726,HOU,K.Fairbairn,Ka'imi Fairbairn,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/d14gkuipphr97tzmprpv",4,4,0,0,54,1,0,2,0,0,2,0,0,0,0,0,0,0,23;27;53;54,,,157,0,0,1,1,0,0,1,1,54,1,0,0
2023,16,REG,00-0032726,HOU,K.Fairbairn,Ka'imi Fairbairn,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/d14gkuipphr97tzmprpv",,0,,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,1,0,,,,
2023,17,REG,00-0032726,HOU,K.Fairbairn,Ka'imi Fairbairn,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/d14gkuipphr97tzmprpv",4,4,0,0,51,1,0,2,1,0,1,0,0,0,0,0,0,0,28;38;27;51,,,144,0,0,2,2,0,0,1,0,,,,
2023,18,REG,00-0032726,HOU,K.Fairbairn,Ka'imi Fairbairn,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/d14gkuipphr97tzmprpv",1,1,0,0,51,1,0,0,0,0,1,0,0,0,0,0,0,0,51,,,51,0,0,2,3,1,0,0.667,0,,,,
2023,19,POST,00-0032726,HOU,K.Fairbairn,Ka'imi Fairbairn,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/d14gkuipphr97tzmprpv",1,1,0,0,21,1,0,1,0,0,0,0,0,0,0,0,0,0,21,,,21,0,0,6,6,0,0,1,0,,,,
2023,20,POST,00-0032726,HOU,K.Fairbairn,Ka'imi Fairbairn,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/d14gkuipphr97tzmprpv",1,2,1,0,50,0.5,0,0,0,0,1,0,0,0,0,1,0,0,50,47,,50,47,0,1,1,0,0,1,0,,,,
2023,1,REG,00-0033303,KC,H.Butker,Harrison Butker,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nx9u4wjcqwu8qojmtjkf",2,2,0,0,39,1,0,0,2,0,0,0,0,0,0,0,0,0,35;39,,,74,0,0,2,2,0,0,1,0,,,,
2023,2,REG,00-0033303,KC,H.Butker,Harrison Butker,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nx9u4wjcqwu8qojmtjkf",1,1,0,0,38,1,0,0,1,0,0,0,0,0,0,0,0,0,38,,,38,0,0,2,2,0,0,1,0,,,,
2023,3,REG,00-0033303,KC,H.Butker,Harrison Butker,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nx9u4wjcqwu8qojmtjkf",2,2,0,0,41,1,0,0,1,1,0,0,0,0,0,0,0,0,41;38,,,79,0,0,5,5,0,0,1,0,,,,
2023,4,REG,00-0033303,KC,H.Butker,Harrison Butker,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nx9u4wjcqwu8qojmtjkf",3,3,0,0,37,1,0,1,2,0,0,0,0,0,0,0,0,0,37;37;26,,,100,0,0,2,2,0,0,1,1,26,1,0,0
2023,5,REG,00-0033303,KC,H.Butker,Harrison Butker,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nx9u4wjcqwu8qojmtjkf",2,2,0,0,40,1,0,0,1,1,0,0,0,0,0,0,0,0,38;40,,,78,0,0,3,3,0,0,1,0,,,,
2023,6,REG,00-0033303,KC,H.Butker,Harrison Butker,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nx9u4wjcqwu8qojmtjkf",4,4,0,0,60,1,0,1,1,0,1,1,0,0,0,0,0,0,35;60;25;52,,,172,0,0,1,1,0,0,1,0,,,,
2023,7,REG,00-0033303,KC,H.Butker,Harrison Butker,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nx9u4wjcqwu8qojmtjkf",1,1,0,0,35,1,0,0,1,0,0,0,0,0,0,0,0,0,35,,,35,0,0,4,4,0,0,1,0,,,,
