player_id,season,week,raw_air_yards,catchable_air_yards,n_targets,n_catchable
00-0036427,2025,3,36.0,36.0,3,3
00-0036427,2025,6,-2.0,0.0,1,0
00-0036427,2025,7,47.0,47.0,3,3
00-0036427,2025,8,85.0,46.0,5,3
00-0036427,2025,10,-4.0,0.0,1,0
00-0036427,2025,16,3.0,3.0,1,1
00-0036427,2025,17,3.0,3.0,1,1
00-0036429,2022,4,20.0,20.0,1,1
00-0036429,2022,6,23.0,23.0,1,1
00-0036429,2023,12,2.0,2.0,1,1
00-0036429,2023,14,-1.0,-1.0,1,1
00-0036429,2023,18,11.0,11.0,1,1
00-0036429,2024,1,5.0,5.0,2,2
00-0036429,2024,8,4.0,4.0,1,1
00-0036429,2024,10,-5.0,0.0,1,0
00-0036429,2024,13,3.0,3.0,1,1
00-0036429,2024,14,11.0,11.0,1,1
00-0036429,2024,15,7.0,-2.0,3,2
00-0036429,2024,16,4.0,0.0,2,0
00-0036429,2024,17,6.0,6.0,1,1
00-0036429,2025,3,-5.0,-5.0,1,1
00-0036429,2025,7,-1.0,0.0,1,0
00-0036429,2025,10,5.0,5.0,1,1
00-0036429,2025,12,3.0,3.0,3,3
00-0036429,2025,15,12.0,12.0,2,2
00-0036429,2025,16,-2.0,-2.0,1,1
00-0036438,2022,2,13.0,13.0,1,1
00-0036438,2022,8,11.0,12.0,2,1
00-0036438,2022,14,24.0,0.0,1,0
00-0036438,2022,17,39.0,0.0,2,1
00-0036438,2023,8,11.0,11.0,1,1
00-0036438,2023,9,31.0,26.0,5,4
00-0036438,2023,11,20.0,20.0,1,1
00-0036438,2023,12,13.0,13.0,1,1
00-0036438,2023,13,28.0,15.0,2,1
00-0036438,2023,14,75.0,33.0,4,2
00-0036438,2023,15,14.0,14.0,1,1
00-0036438,2023,16,40.0,18.0,5,3
00-0036438,2023,17,18.0,0.0,2,0
00-0036438,2023,18,5.0,5.0,2,1
00-0036438,2024,13,16.0,0.0,1,0
00-0036439,2022,2,18.0,11.0,3,2
00-0036439,2022,5,13.0,0.0,1,0
00-0036439,2022,10,68.0,0.0,3,0
00-0036450,2022,9,-1.0,-1.0,1,1
00-0036450,2022,10,-1.0,-1.0,1,1
00-0036450,2022,18,-9.0,-9.0,2,2
00-0036450,2023,4,2.0,2.0,1,1
00-0036450,2023,6,-5.0,0.0,2,0
00-0036450,2023,7,2.0,2.0,1,1
00-0036450,2023,9,-1.0,-1.0,1,1
00-0036457,2022,18,-1.0,-1.0,1,1
00-0036463,2024,16,17.0,17.0,1,1
00-0036463,2024,17,20.0,0.0,1,0
00-0036482,2022,1,26.0,26.0,2,2
00-0036482,2022,2,41.0,33.0,3,2
00-0036482,2022,4,8.0,0.0,1,0
00-0036482,2022,6,20.0,10.0,2,1
00-0036482,2022,17,34.0,0.0,1,0
00-0036482,2023,10,57.0,37.0,2,1
00-0036482,2023,13,16.0,0.0,1,0
00-0036493,2022,5,-2.0,-2.0,4,4
00-0036493,2022,6,-11.0,-11.0,10,10
00-0036493,2022,9,10.0,10.0,3,3
00-0036493,2022,11,-10.0,-10.0,4,4
00-0036493,2022,13,-4.0,-4.0,1,1
00-0036493,2022,15,-1.0,-1.0,1,1
00-0036493,2022,16,-10.0,-10.0,3,3
00-0036493,2022,18,11.0,7.0,8,6
00-0036493,2023,1,-6.0,-3.0,6,5
00-0036497,2022,4,-2.0,-2.0,1,1
00-0036497,2022,6,6.0,6.0,1,1
00-0036497,2022,7,0.0,0.0,1,1
00-0036497,2022,13,3.0,3.0,1,1
00-0036497,2023,3,21.0,9.0,3,2
00-0036497,2023,4,-2.0,-2.0,1,1
00-0036497,2023,5,12.0,0.0,1,0
00-0036497,2023,7,8.0,4.0,2,1
00-0036497,2023,10,10.0,10.0,2,2
00-0036497,2023,13,9.0,0.0,1,0
00-0036497,2023,16,76.0,27.0,6,3
00-0036497,2023,17,13.0,13.0,1,1
00-0036497,2023,18,5.0,0.0,2,1
00-0036497,2024,8,12.0,3.0,2,1
00-0036497,2024,9,17.0,0.0,2,0
00-0036497,2024,17,11.0,11.0,1,1
00-0036497,2025,9,4.0,4.0,1,1
00-0036504,2023,11,10.0,10.0,1,1
00-0036510,2023,16,5.0,0.0,1,0
00-0036510,2023,17,14.0,14.0,3,3
00-0036510,2024,9,2.0,2.0,1,1
00-0036510,2024,10,-3.0,-3.0,1,1
00-0036510,2024,11,1.0,1.0,1,1
00-0036510,2024,16,10.0,10.0,1,1
00-0036510,2024,17,14.0,0.0,2,0
00-0036510,2024,18,13.0,13.0,2,2
00-0036527,2022,14,-3.0,-3.0,1,1
00-0036527,2024,1,-2.0,-2.0,1,1
00-0036527,2024,4,42.0,0.0,1,0
00-0036527,2024,5,63.0,38.0,4,3
00-0036527,2024,6,50.0,33.0,4,2
00-0036527,2024,7,72.0,5.0,7,2
00-0036527,2024,8,23.0,23.0,4,4
00-0036527,2024,11,13.0,13.0,3,3
00-0036527,2024,12,0.0,4.0,4,2
00-0036527,2024,13,-6.0,0.0,1,0
00-0036534,2022,9,1.0,1.0,1,1
00-0036534,2022,10,18.0,0.0,1,0
00-0036534,2022,13,4.0,4.0,1,1
00-0036534,2022,14,17.0,17.0,2,2
00-0036534,2022,15,4.0,4.0,1,1
00-0036534,2022,16,27.0,22.0,6,5
00-0036534,2022,17,4.0,-1.0,2,1
00-0036534,2022,18,3.0,0.0,1,0
00-0036534,2024,11,9.0,9.0,1,1
00-0036534,2025,16,37.0,18.0,5,3
00-0036543,2022,8,6.0,6.0,1,1
00-0036543,2022,9,-7.0,-7.0,3,3
00-0036550,2022,1,108.0,53.0,5,3
00-0036550,2022,2,85.0,29.0,7,5
00-0036550,2022,3,88.0,68.0,4,3
00-0036550,2022,4,36.0,23.0,6,5
00-0036550,2022,7,33.0,33.0,5,5
00-0036550,2022,8,24.0,0.0,1,0
00-0036550,2023,1,24.0,24.0,3,3
00-0036550,2023,2,18.0,18.0,3,3
00-0036550,2023,3,38.0,6.0,3,1
00-0036550,2023,5,45.0,11.0,3,2
00-0036550,2023,6,22.0,13.0,3,2
00-0036550,2023,7,52.0,26.0,3,2
00-0036550,2023,8,34.0,34.0,2,2
00-0036550,2023,9,108.0,28.0,5,3
00-0036550,2023,10,58.0,21.0,4,2
00-0036550,2023,11,52.0,10.0,2,1
00-0036550,2023,12,47.0,22.0,5,3
00-0036550,2023,14,125.0,24.0,4,2
00-0036550,2023,15,75.0,32.0,6,3
00-0036550,2023,16,20.0,26.0,4,3
00-0036550,2023,17,93.0,40.0,6,4
00-0036550,2023,20,39.0,39.0,3,3
00-0036550,2023,21,51.0,-3.0,3,1
00-0036550,2024,1,120.0,48.0,5,2
00-0036550,2024,2,37.0,35.0,4,3
00-0036550,2024,3,30.0,22.0,4,3
00-0036550,2024,4,22.0,22.0,1,1
00-0036550,2024,5,86.0,42.0,8,5
00-0036550,2024,6,56.0,56.0,4,4
00-0036550,2024,7,92.0,0.0,4,0
00-0036550,2024,8,74.0,66.0,5,3
00-0036550,2024,9,26.0,26.0,4,4
00-0036550,2024,10,84.0,48.0,8,7
00-0036550,2024,11,32.0,25.0,5,2
00-0036550,2024,12,74.0,74.0,3,3
00-0036550,2024,15,112.0,61.0,5,3
00-0036550,2024,16,23.0,14.0,3,1
00-0036550,2024,17,10.0,10.0,1,1
00-0036550,2024,18,95.0,43.0,8,5
00-0036550,2024,19,21.0,21.0,2,2
00-0036550,2024,20,86.0,53.0,5,3
00-0036550,2025,1,42.0,5.0,4,2
00-0036550,2025,2,31.0,21.0,4,3
00-0036550,2025,3,95.0,61.0,7,5
00-0036550,2025,4,30.0,19.0,2,1
00-0036550,2025,5,55.0,13.0,3,1
00-0036550,2025,6,3.0,3.0,1,1
00-0036550,2025,8,64.0,44.0,4,2
00-0036550,2025,9,45.0,13.0,4,2
00-0036550,2025,10,15.0,15.0,3,3
00-0036550,2025,13,31.0,0.0,1,0
00-0036550,2025,14,27.0,27.0,3,3
00-0036550,2025,16,26.0,0.0,2,0
00-0036550,2025,17,4.0,4.0,1,1
00-0036554,2022,1,34.0,19.0,3,2
00-0036554,2022,2,124.0,42.0,9,4
00-0036554,2022,3,52.0,24.0,4,2
00-0036554,2022,4,110.0,69.0,5,3
00-0036554,2022,5,80.0,54.0,6,4
00-0036554,2022,7,22.0,22.0,3,3
00-0036554,2022,10,90.0,45.0,10,6
00-0036554,2022,11,44.0,30.0,7,5
00-0036554,2022,12,46.0,19.0,9,6
00-0036554,2022,13,173.0,22.0,10,3
00-0036554,2023,1,158.0,72.0,11,7
00-0036554,2023,2,112.0,92.0,9,7
00-0036554,2023,3,20.0,20.0,3,3
00-0036554,2023,4,94.0,77.0,9,7
00-0036554,2023,5,25.0,21.0,4,3
00-0036554,2023,6,76.0,50.0,6,4
00-0036554,2023,8,97.0,17.0,6,4
00-0036554,2023,9,48.0,25.0,5,3
00-0036554,2023,11,88.0,50.0,11,7
00-0036554,2023,12,97.0,54.0,9,7
00-0036554,2023,13,147.0,126.0,12,10
00-0036554,2023,14,11.0,11.0,1,1
00-0036554,2023,16,44.0,16.0,7,6
00-0036554,2023,17,50.0,41.0,8,7
00-0036554,2023,18,119.0,119.0,9,9
00-0036554,2023,19,106.0,50.0,7,6
00-0036554,2023,20,78.0,26.0,10,6
00-0036554,2024,1,124.0,101.0,8,6
00-0036554,2024,2,121.0,92.0,10,8
00-0036554,2024,3,100.0,41.0,10,5
00-0036554,2024,4,141.0,99.0,15,13
00-0036554,2024,5,54.0,54.0,2,2
00-0036554,2024,11,61.0,18.0,7,4
00-0036554,2024,12,106.0,63.0,9,6
00-0036554,2024,13,88.0,69.0,11,9
00-0036554,2024,15,47.0,29.0,6,5
00-0036554,2024,16,93.0,42.0,10,7
00-0036554,2024,17,127.0,58.0,6,4
00-0036554,2024,18,21.0,21.0,5,5
00-0036554,2024,19,115.0,61.0,8,7
00-0036554,2024,20,99.0,81.0,8,6
00-0036554,2025,1,35.0,4.0,5,3
00-0036554,2025,2,88.0,51.0,9,4
00-0036554,2025,3,139.0,82.0,11,9
00-0036554,2025,4,71.0,50.0,6,4
00-0036554,2025,5,64.0,36.0,5,4
00-0036554,2025,7,102.0,38.0,10,5
00-0036554,2025,9,148.0,56.0,11,6
00-0036554,2025,10,188.0,128.0,16,9
00-0036554,2025,11,104.0,83.0,10,9
00-0036554,2025,12,36.0,36.0,3,3
00-0036554,2025,13,180.0,57.0,10,5
00-0036554,2025,14,129.0,83.0,8,4
00-0036554,2025,15,35.0,32.0,4,3
00-0036554,2025,16,153.0,69.0,9,5
00-0036554,2025,17,57.0,36.0,4,3
00-0036554,2025,19,58.0,23.0,7,4
00-0036555,2022,6,-3.0,-3.0,1,1
00-0036555,2022,7,1.0,-5.0,3,2
00-0036555,2022,11,5.0,5.0,3,3
00-0036555,2022,14,3.0,3.0,3,3
00-0036555,2022,15,1.0,1.0,3,3
00-0036555,2022,17,1.0,1.0,3,3
00-0036555,2022,18,1.0,0.0,1,0
00-0036555,2023,1,-4.0,-4.0,2,2
00-0036555,2023,2,5.0,5.0,5,5
00-0036555,2023,3,-18.0,-15.0,3,2
00-0036555,2023,4,-9.0,-9.0,2,2
00-0036555,2023,5,-1.0,0.0,2,1
00-0036555,2023,6,2.0,2.0,1,1
00-0036555,2023,8,0.0,0.0,2,2
00-0036555,2023,9,-4.0,-4.0,6,5
00-0036555,2023,10,0.0,0.0,2,2
00-0036555,2023,11,-5.0,-5.0,2,2
00-0036555,2023,12,4.0,4.0,5,5
00-0036555,2023,14,-4.0,-4.0,2,2
00-0036555,2023,15,5.0,5.0,2,2
00-0036555,2023,16,-3.0,-3.0,1,1
00-0036555,2023,17,7.0,7.0,5,5
00-0036555,2023,18,-9.0,-9.0,2,2
00-0036555,2024,2,-10.0,-8.0,5,4
00-0036555,2024,3,-13.0,-13.0,5,5
00-0036555,2024,4,2.0,2.0,4,4
00-0036555,2024,5,-3.0,-3.0,4,4
00-0036555,2024,6,-3.0,-3.0,6,5
00-0036555,2024,8,-6.0,-6.0,2,2
00-0036555,2024,9,-6.0,-5.0,3,2
00-0036555,2024,10,-10.0,-14.0,6,5
00-0036555,2024,12,7.0,1.0,5,3
00-0036555,2024,14,-5.0,-7.0,5,4
00-0036555,2024,15,0.0,0.0,4,4
00-0036555,2024,16,-18.0,-18.0,5,5
00-0036555,2025,1,-14.0,-3.0,5,4
00-0036555,2025,2,16.0,16.0,6,6
00-0036555,2025,3,13.0,-6.0,3,2
00-0036555,2025,4,-6.0,-6.0,3,3
00-0036555,2025,7,-12.0,-10.0,3,2
00-0036555,2025,8,5.0,0.0,1,0
00-0036555,2025,9,-1.0,-1.0,1,1
00-0036555,2025,10,1.0,1.0,1,1
00-0036555,2025,11,-6.0,-6.0,3,3
00-0036555,2025,12,-14.0,-14.0,4,4
00-0036555,2025,13,-5.0,-5.0,2,2
00-0036555,2025,15,-5.0,-5.0,1,1
00-0036555,2025,16,4.0,4.0,1,1
00-0036555,2025,17,-18.0,-18.0,3,3
00-0036555,2025,18,2.0,2.0,2,2
00-0036555,2025,19,-2.0,-13.0,4,3
00-0036556,2022,1,7.0,4.0,2,1
00-0036556,2022,2,36.0,10.0,4,3
00-0036556,2022,7,51.0,23.0,4,2
00-0036556,2022,8,6.0,0.0,5,2
00-0036556,2022,9,15.0,15.0,2,2
00-0036556,2022,13,32.0,31.0,5,4
00-0036556,2022,15,9.0,9.0,1,1
00-0036556,2022,16,5.0,5.0,2,2
00-0036556,2022,17,44.0,6.0,3,1
00-0036556,2023,2,23.0,23.0,2,2
00-0036556,2023,3,1.0,1.0,2,2
00-0036556,2023,6,2.0,2.0,1,1
00-0036556,2023,12,9.0,6.0,2,1
00-0036556,2023,13,30.0,30.0,5,5
00-0036556,2023,14,11.0,11.0,3,3
00-0036556,2023,15,10.0,10.0,1,1
00-0036556,2023,16,31.0,23.0,3,2
00-0036556,2023,17,-2.0,-2.0,2,2
00-0036556,2023,19,4.0,4.0,1,1
00-0036556,2023,20,2.0,0.0,1,0
00-0036556,2024,1,-2.0,1.0,2,1
00-0036556,2024,2,3.0,3.0,1,1
00-0036567,2022,10,-3.0,-5.0,2,1
00-0036567,2022,12,-4.0,-4.0,2,2
00-0036567,2022,19,0.0,0.0,3,3
00-0036567,2023,1,-8.0,-8.0,1,1
00-0036567,2023,3,-12.0,-12.0,3,3
00-0036567,2023,8,-2.0,0.0,1,0
00-0036567,2023,12,-6.0,-6.0,1,1
00-0036567,2023,18,6.0,6.0,2,2
00-0036567,2025,11,16.0,0.0,1,0
00-0036569,2022,12,0.0,0.0,2,2
00-0036569,2022,14,3.0,3.0,3,2
00-0036569,2022,18,4.0,4.0,3,2
00-0036569,2023,1,-10.0,-10.0,2,2
00-0036569,2023,3,10.0,10.0,3,3
00-0036569,2023,4,-6.0,-5.0,2,1
00-0036572,2022,1,24.0,0.0,3,1
00-0036572,2022,2,59.0,2.0,6,2
00-0036572,2022,3,16.0,16.0,2,2
00-0036572,2022,4,7.0,0.0,3,0
00-0036572,2022,5,68.0,68.0,5,5
00-0036572,2022,6,5.0,-2.0,2,1
00-0036572,2022,8,20.0,0.0,1,0
00-0036572,2022,9,12.0,3.0,2,1
00-0036572,2022,10,16.0,16.0,1,1
00-0036572,2022,11,19.0,19.0,5,4
00-0036572,2022,14,13.0,13.0,2,2
00-0036572,2022,15,23.0,20.0,3,1
00-0036572,2022,16,12.0,9.0,2,1
00-0036572,2022,17,53.0,53.0,4,4
00-0036572,2022,18,4.0,4.0,1,1
00-0036590,2022,2,2.0,2.0,1,1
00-0036590,2022,3,17.0,17.0,2,2
00-0036590,2022,4,6.0,0.0,1,0
00-0036590,2022,5,36.0,11.0,5,3
00-0036590,2022,12,2.0,2.0,1,1
00-0036590,2022,15,14.0,14.0,1,1
00-0036590,2022,19,3.0,3.0,1,1
00-0036590,2022,20,-3.0,3.0,2,1
00-0036590,2023,6,15.0,15.0,1,1
00-0036590,2023,11,18.0,6.0,2,1
00-0036590,2024,9,2.0,2.0,1,1
00-0036590,2024,11,31.0,0.0,1,0
00-0036590,2024,13,6.0,6.0,1,1
00-0036590,2024,17,24.0,0.0,1,0
00-0036590,2024,18,11.0,11.0,4,4
00-0036590,2025,11,23.0,11.0,3,1
00-0036590,2025,13,9.0,10.0,2,1
00-0036590,2025,15,7.0,7.0,2,2
00-0036590,2025,16,4.0,4.0,1,1
00-0036590,2025,18,2.0,2.0,1,1
00-0036613,2022,1,52.0,39.0,5,4
00-0036613,2022,2,180.0,139.0,19,17
00-0036613,2022,3,103.0,87.0,6,4
00-0036613,2022,4,53.0,37.0,5,4
00-0036613,2022,5,15.0,11.0,4,3
00-0036613,2022,6,111.0,108.0,10,9
00-0036613,2022,7,58.0,52.0,5,4
00-0036613,2022,8,89.0,89.0,9,9
00-0036613,2022,9,118.0,118.0,7,7
00-0036613,2022,10,65.0,65.0,5,5
00-0036613,2022,12,171.0,150.0,10,8
00-0036613,2022,13,81.0,8.0,5,1
00-0036613,2022,14,53.0,24.0,4,3
00-0036613,2022,15,114.0,66.0,8,3
00-0036613,2022,16,72.0,72.0,6,6
00-0036613,2022,17,50.0,29.0,5,3
00-0036613,2022,18,30.0,30.0,5,5
00-0036613,2022,19,151.0,147.0,7,6
00-0036613,2023,1,70.0,40.0,5,4
00-0036613,2023,2,72.0,46.0,6,5
00-0036613,2023,4,30.0,24.0,5,4
00-0036613,2023,5,31.0,9.0,10,5
00-0036613,2023,6,99.0,35.0,9,7
00-0036613,2023,7,48.0,48.0,6,6
00-0036613,2023,8,132.0,81.0,12,8
00-0036613,2023,9,98.0,34.0,6,3
00-0036613,2023,11,91.0,35.0,8,6
00-0036613,2023,12,79.0,79.0,8,8
00-0036613,2023,13,91.0,39.0,8,6
00-0036613,2023,14,62.0,50.0,8,6
00-0036613,2023,15,79.0,79.0,9,9
00-0036613,2023,16,69.0,43.0,4,1
00-0036613,2023,19,86.0,36.0,5,3
00-0036613,2024,1,72.0,72.0,5,5
00-0036613,2024,2,29.0,29.0,4,4
00-0036613,2024,3,11.0,6.0,5,4
00-0036613,2024,4,37.0,24.0,6,5
00-0036613,2024,5,83.0,51.0,8,5
00-0036613,2024,7,15.0,8.0,2,1
00-0036613,2024,8,49.0,39.0,6,5
00-0036613,2024,9,19.0,19.0,2,2
00-0036613,2024,10,77.0,57.0,6,4
00-0036613,2024,11,28.0,21.0,3,2
00-0036613,2024,12,103.0,100.0,9,8
00-0036613,2024,13,46.0,46.0,5,5
00-0036613,2024,14,109.0,49.0,13,10
00-0036613,2024,15,30.0,0.0,2,0
00-0036613,2024,18,119.0,40.0,9,4
00-0036613,2025,1,21.0,17.0,5,4
00-0036613,2025,2,98.0,62.0,6,5
00-0036613,2025,3,25.0,21.0,6,5
00-0036613,2025,4,41.0,30.0,6,3
00-0036613,2025,5,144.0,97.0,9,7
00-0036613,2025,6,120.0,102.0,8,7
00-0036613,2025,7,93.0,15.0,4,1
00-0036613,2025,8,69.0,50.0,6,5
00-0036613,2025,9,94.0,66.0,9,6
00-0036613,2025,10,162.0,78.0,7,5
00-0036613,2025,11,96.0,48.0,7,5
00-0036613,2025,13,102.0,29.0,6,3
00-0036613,2025,14,56.0,33.0,7,5
00-0036613,2025,15,45.0,21.0,4,2
00-0036613,2025,16,125.0,47.0,9,5
00-0036613,2025,17,15.0,0.0,1,0
00-0036620,2022,1,5.0,-5.0,2,1
00-0036620,2022,2,-2.0,-2.0,1,1
00-0036620,2022,4,3.0,3.0,1,1
00-0036620,2022,5,13.0,0.0,1,0
00-0036620,2022,6,20.0,20.0,3,3
00-0036620,2022,7,6.0,0.0,1,0
00-0036620,2022,8,6.0,6.0,2,2
00-0036620,2022,9,3.0,1.0,2,1
00-0036620,2023,11,17.0,0.0,1,0
00-0036620,2024,3,13.0,13.0,1,1
00-0036620,2024,8,5.0,5.0,1,1
00-0036620,2024,17,-3.0,-3.0,1,1
00-0036620,2025,1,33.0,9.0,2,1
00-0036620,2025,2,7.0,7.0,1,1
00-0036620,2025,6,16.0,0.0,1,0
00-0036620,2025,7,37.0,37.0,2,2
00-0036620,2025,9,5.0,0.0,1,0
00-0036626,2022,4,69.0,4.0,4,1
00-0036626,2022,5,133.0,118.0,4,3
00-0036626,2022,6,27.0,0.0,1,0
00-0036626,2022,9,6.0,6.0,1,1
00-0036626,2022,10,15.0,15.0,1,1
00-0036626,2022,12,17.0,17.0,1,1
00-0036626,2022,15,94.0,0.0,2,0
00-0036626,2023,2,21.0,21.0,3,3
00-0036626,2023,3,18.0,0.0,1,0
00-0036626,2023,4,65.0,65.0,3,3
00-0036626,2023,5,46.0,4.0,3,1
00-0036626,2023,6,31.0,31.0,1,1
00-0036626,2023,9,77.0,47.0,4,3
00-0036626,2023,10,24.0,24.0,2,2
00-0036626,2023,11,59.0,7.0,3,2
00-0036626,2023,12,23.0,0.0,1,0
00-0036626,2023,13,-1.0,-1.0,1,1
00-0036626,2023,15,24.0,0.0,1,0
00-0036626,2024,2,17.0,-3.0,4,2
00-0036626,2024,3,-3.0,-3.0,2,2
00-0036626,2024,4,4.0,4.0,1,1
00-0036626,2024,5,50.0,50.0,2,2
00-0036626,2024,6,-1.0,-1.0,1,1
00-0036626,2024,7,68.0,32.0,3,2
00-0036626,2024,8,-4.0,-4.0,1,1
00-0036626,2024,9,0.0,0.0,1,1
00-0036626,2024,10,-6.0,-6.0,3,3
00-0036626,2024,11,8.0,8.0,2,2
00-0036626,2024,12,16.0,16.0,2,2
00-0036626,2024,13,39.0,-6.0,5,4
00-0036626,2024,15,4.0,3.0,4,3
00-0036626,2024,16,81.0,40.0,5,4
00-0036626,2024,18,20.0,20.0,4,4
00-0036626,2024,19,44.0,44.0,5,5
00-0036626,2024,20,96.0,80.0,8,7
00-0036626,2024,21,50.0,27.0,5,3
00-0036626,2025,1,54.0,54.0,4,4
00-0036626,2025,2,57.0,57.0,7,7
00-0036626,2025,3,51.0,5.0,3,2
00-0036626,2025,5,34.0,9.0,4,2
00-0036626,2025,6,85.0,13.0,5,2
00-0036626,2025,7,70.0,56.0,4,3
00-0036626,2025,9,82.0,46.0,7,5
00-0036626,2025,10,32.0,0.0,1,0
00-0036626,2025,11,45.0,0.0,1,0
00-0036626,2025,18,8.0,8.0,1,1
00-0036628,2022,1,3.0,3.0,1,1
00-0036628,2022,2,15.0,8.0,3,2
00-0036628,2022,3,4.0,4.0,1,1
00-0036628,2022,4,7.0,12.0,6,5
00-0036628,2022,5,25.0,25.0,3,3
00-0036628,2022,8,1.0,1.0,1,1
00-0036628,2022,9,18.0,-5.0,2,1
00-0036628,2022,11,7.0,0.0,1,0
00-0036628,2022,12,34.0,34.0,4,4
00-0036628,2023,2,35.0,35.0,5,3
00-0036628,2023,3,10.0,10.0,2,2
00-0036628,2023,4,3.0,3.0,1,1
00-0036628,2023,5,13.0,13.0,2,2
00-0036628,2023,7,11.0,0.0,1,0
00-0036628,2023,8,17.0,17.0,1,1
00-0036628,2023,9,14.0,-7.0,2,1
00-0036628,2023,10,0.0,0.0,3,3
00-0036628,2023,11,11.0,11.0,2,2
00-0036628,2023,13,5.0,0.0,1,0
00-0036628,2023,15,20.0,20.0,1,1
00-0036628,2023,16,4.0,4.0,5,5
00-0036628,2023,17,2.0,2.0,1,1
00-0036628,2023,18,30.0,0.0,1,0
00-0036628,2024,1,-3.0,0.0,1,0
00-0036628,2024,2,5.0,5.0,1,1
00-0036628,2024,4,3.0,3.0,1,1
00-0036628,2024,8,7.0,1.0,2,1
00-0036628,2024,11,2.0,2.0,3,3
00-0036628,2024,12,10.0,10.0,1,1
00-0036628,2024,15,3.0,3.0,1,1
00-0036628,2024,16,-2.0,0.0,1,0
00-0036628,2024,17,6.0,6.0,1,1
00-0036628,2024,18,32.0,32.0,1,1
00-0036628,2024,19,0.0,0.0,1,0
00-0036628,2024,20,17.0,17.0,2,1
00-0036628,2024,21,9.0,9.0,2,2
00-0036628,2025,5,2.0,2.0,1,1
00-0036628,2025,7,-3.0,2.0,2,1
00-0036628,2025,8,9.0,9.0,1,1
00-0036628,2025,9,18.0,4.0,4,2
00-0036628,2025,10,0.0,6.0,2,1
00-0036628,2025,13,1.0,1.0,2,2
00-0036628,2025,15,13.0,13.0,1,1
00-0036628,2025,16,10.0,10.0,1,1
00-0036628,2025,18,-2.0,-2.0,2,2
00-0036630,2022,1,36.0,0.0,1,0
00-0036630,2022,2,7.0,8.0,2,1
00-0036630,2022,5,42.0,7.0,2,1
00-0036630,2022,6,2.0,2.0,1,1
00-0036630,2022,18,7.0,7.0,1,1
00-0036630,2023,18,23.0,11.0,2,1
00-0036630,2024,5,18.0,18.0,2,2
00-0036630,2024,10,25.0,25.0,3,3
00-0036630,2024,11,2.0,2.0,1,1
00-0036630,2024,12,8.0,8.0,1,1
00-0036630,2024,13,8.0,8.0,2,2
00-0036630,2024,15,6.0,6.0,1,1
00-0036630,2024,17,-1.0,-1.0,1,1
00-0036630,2024,18,8.0,8.0,1,1
00-0036630,2024,19,15.0,11.0,2,1
00-0036630,2024,20,11.0,11.0,1,1
00-0036630,2025,2,18.0,18.0,2,2
00-0036630,2025,3,10.0,0.0,1,0
00-0036630,2025,4,21.0,11.0,2,1
00-0036630,2025,8,-1.0,-1.0,1,1
00-0036630,2025,11,26.0,0.0,1,0
00-0036630,2025,12,33.0,0.0,1,0
00-0036635,2022,4,4.0,0.0,1,0
00-0036635,2022,5,11.0,10.0,2,1
00-0036635,2022,6,13.0,13.0,1,1
00-0036635,2023,12,0.0,0.0,1,1
00-0036635,2023,14,10.0,0.0,1,0
00-0036635,2023,15,-9.0,-9.0,2,2
00-0036635,2023,16,8.0,8.0,1,1
00-0036635,2023,17,1.0,1.0,3,3
00-0036635,2023,18,-1.0,-1.0,2,2
00-0036637,2022,1,14.0,8.0,2,1
00-0036637,2022,2,16.0,7.0,3,2
00-0036637,2022,3,9.0,8.0,2,1
00-0036637,2022,4,13.0,13.0,1,1
00-0036637,2022,5,4.0,4.0,2,2
00-0036637,2022,6,6.0,6.0,3,3
00-0036637,2022,7,7.0,7.0,1,1
00-0036637,2022,9,39.0,39.0,3,3
00-0036637,2022,10,15.0,15.0,2,2
00-0036637,2022,11,16.0,16.0,3,3
00-0036637,2022,12,3.0,3.0,2,2
00-0036637,2022,13,13.0,13.0,1,1
00-0036637,2022,14,16.0,16.0,3,3
00-0036637,2022,15,2.0,2.0,3,3
00-0036637,2022,16,0.0,0.0,1,1
00-0036637,2022,17,0.0,0.0,1,1
00-0036637,2022,18,-3.0,-3.0,1,1
00-0036637,2022,20,31.0,19.0,2,1
00-0036637,2022,21,2.0,2.0,1,1
00-0036637,2022,22,-4.0,-4.0,1,1
00-0036637,2023,1,36.0,9.0,5,3
00-0036637,2023,2,11.0,11.0,3,3
00-0036637,2023,3,15.0,15.0,2,2
00-0036637,2023,4,54.0,37.0,3,2
00-0036637,2023,5,14.0,14.0,2,2
00-0036637,2023,6,3.0,3.0,2,2
00-0036637,2023,7,7.0,7.0,1,1
00-0036637,2023,8,25.0,23.0,3,2
00-0036637,2023,9,24.0,24.0,3,3
00-0036637,2023,11,12.0,0.0,1,0
00-0036637,2023,12,13.0,13.0,3,3
00-0036637,2023,13,2.0,2.0,1,1
00-0036637,2023,15,22.0,22.0,2,2
00-0036637,2023,16,19.0,12.0,3,2
00-0036637,2023,17,7.0,7.0,4,3
00-0036637,2023,18,6.0,0.0,3,0
00-0036637,2023,19,19.0,19.0,1,1
00-0036637,2023,20,11.0,11.0,3,3
00-0036637,2023,21,35.0,0.0,5,2
00-0036637,2023,22,8.0,8.0,2,2
00-0036637,2024,1,21.0,21.0,3,3
00-0036637,2024,3,19.0,5.0,2,1
00-0036637,2024,4,23.0,23.0,4,4
00-0036637,2024,5,8.0,8.0,2,2
