player_id,season,week,raw_air_yards,catchable_air_yards,n_targets,n_catchable
00-0019596,2022,10,16.0,0.0,1,0
00-0023459,2025,14,-9.0,0.0,1,0
00-0024243,2022,5,2.0,2.0,1,1
00-0024243,2022,9,14.0,14.0,1,1
00-0024243,2022,10,-1.0,-1.0,1,1
00-0024243,2022,13,6.0,0.0,2,0
00-0024243,2022,15,7.0,7.0,1,1
00-0024243,2022,16,30.0,30.0,2,2
00-0024243,2023,4,-3.0,-3.0,1,1
00-0024243,2023,7,5.0,5.0,1,1
00-0024243,2023,11,9.0,0.0,1,0
00-0024243,2023,14,-3.0,-3.0,1,1
00-0024243,2023,16,1.0,1.0,1,1
00-0024243,2024,6,1.0,1.0,1,1
00-0026189,2022,9,62.0,62.0,2,2
00-0026189,2022,12,79.0,79.0,3,3
00-0026189,2022,13,39.0,4.0,3,2
00-0026189,2022,14,29.0,29.0,2,2
00-0026189,2022,15,34.0,4.0,3,1
00-0026189,2022,16,43.0,10.0,2,1
00-0026189,2022,17,16.0,4.0,2,1
00-0026498,2023,8,0.0,0.0,1,1
00-0027696,2023,3,8.0,8.0,1,1
00-0027696,2023,5,6.0,0.0,1,0
00-0027696,2023,13,6.0,6.0,1,1
00-0027696,2023,14,16.0,16.0,2,2
00-0027696,2023,15,6.0,6.0,2,2
00-0027942,2022,1,42.0,35.0,5,3
00-0027942,2022,2,49.0,49.0,8,7
00-0027942,2022,3,24.0,9.0,2,1
00-0027942,2022,5,79.0,17.0,5,3
00-0027942,2022,6,36.0,7.0,4,2
00-0027942,2022,8,26.0,0.0,1,0
00-0027942,2022,10,10.0,10.0,2,2
00-0027942,2022,11,92.0,50.0,9,5
00-0027942,2022,12,31.0,31.0,2,2
00-0027942,2022,14,17.0,17.0,2,2
00-0027942,2022,15,12.0,6.0,2,1
00-0027942,2022,17,15.0,15.0,2,2
00-0027942,2022,18,82.0,51.0,5,3
00-0027944,2022,1,110.0,92.0,5,4
00-0027944,2022,4,51.0,3.0,2,1
00-0027944,2022,8,26.0,16.0,4,2
00-0027944,2022,9,61.0,41.0,5,4
00-0027944,2022,10,73.0,23.0,5,3
00-0027944,2022,12,67.0,31.0,4,3
00-0027944,2022,13,97.0,16.0,6,3
00-0027944,2022,14,80.0,60.0,8,6
00-0027944,2022,16,22.0,2.0,2,1
00-0027944,2022,17,16.0,3.0,2,1
00-0027944,2022,19,72.0,57.0,11,7
00-0027944,2023,7,2.0,2.0,1,1
00-0027944,2023,8,19.0,8.0,2,1
00-0027944,2023,11,-4.0,-4.0,2,2
00-0027944,2023,12,-1.0,-3.0,3,1
00-0027944,2023,15,6.0,6.0,1,1
00-0027944,2023,16,28.0,0.0,4,1
00-0027944,2023,17,28.0,28.0,2,2
00-0027944,2023,18,53.0,16.0,4,3
00-0027944,2023,19,22.0,22.0,3,3
00-0027966,2022,1,-6.0,-6.0,1,1
00-0027966,2022,2,-9.0,-9.0,2,2
00-0027966,2022,4,1.0,1.0,3,3
00-0027966,2022,6,-6.0,1.0,2,1
00-0027966,2022,7,4.0,4.0,3,3
00-0027966,2022,8,0.0,0.0,1,1
00-0027966,2022,12,0.0,0.0,1,0
00-0027966,2022,13,-1.0,-1.0,5,5
00-0027981,2022,3,12.0,12.0,1,1
00-0027981,2022,5,6.0,6.0,1,1
00-0027981,2022,7,5.0,5.0,1,1
00-0027981,2022,8,13.0,0.0,1,0
00-0027981,2022,18,8.0,8.0,1,1
00-0028002,2022,1,55.0,55.0,3,3
00-0028002,2022,2,29.0,29.0,3,3
00-0028002,2022,3,10.0,10.0,2,2
00-0028002,2022,4,63.0,35.0,4,3
00-0028002,2022,5,122.0,69.0,13,9
00-0028002,2022,6,-1.0,-1.0,1,1
00-0028002,2022,11,51.0,51.0,6,6
00-0028002,2022,12,31.0,31.0,4,4
00-0028002,2022,13,62.0,6.0,4,1
00-0028002,2022,15,29.0,29.0,4,4
00-0028002,2022,16,10.0,10.0,2,2
00-0028002,2022,17,10.0,10.0,2,2
00-0028002,2022,18,4.0,4.0,2,2
00-0028002,2023,1,10.0,0.0,1,0
00-0028002,2023,2,15.0,0.0,1,0
00-0028002,2023,3,6.0,6.0,2,2
00-0028002,2023,4,24.0,7.0,4,2
00-0028002,2023,5,7.0,0.0,1,0
00-0028002,2023,6,22.0,6.0,4,2
00-0028002,2023,14,6.0,6.0,1,1
00-0028002,2023,15,74.0,5.0,3,1
00-0028002,2023,18,1.0,1.0,1,1
00-0029000,2022,3,15.0,15.0,4,4
00-0029000,2022,4,-3.0,-3.0,1,1
00-0029000,2022,15,9.0,9.0,1,1
00-0029000,2022,16,5.0,5.0,1,1
00-0029000,2022,19,32.0,7.0,5,2
00-0029000,2022,20,52.0,17.0,4,3
00-0029239,2022,1,13.0,13.0,2,2
00-0029239,2022,3,1.0,1.0,2,2
00-0029239,2022,4,-3.0,-3.0,1,1
00-0029239,2022,5,15.0,15.0,3,3
00-0029239,2022,11,4.0,4.0,1,1
00-0029263,2022,4,-1.0,-1.0,1,1
00-0029293,2022,1,101.0,35.0,6,4
00-0029293,2022,2,66.0,32.0,5,4
00-0029293,2022,3,91.0,44.0,7,5
00-0029293,2022,4,6.0,6.0,1,1
00-0029293,2022,5,131.0,71.0,11,7
00-0029293,2022,7,122.0,67.0,8,5
00-0029293,2022,8,29.0,17.0,3,1
00-0029293,2022,9,67.0,43.0,6,5
00-0029293,2022,10,74.0,29.0,3,1
00-0029293,2022,12,18.0,18.0,3,3
00-0029293,2022,13,80.0,37.0,4,2
00-0029293,2022,14,13.0,13.0,1,1
00-0029293,2022,15,79.0,33.0,6,3
00-0029293,2022,16,41.0,41.0,4,4
00-0029293,2022,17,63.0,52.0,7,6
00-0029293,2022,18,90.0,33.0,6,3
00-0029293,2022,19,59.0,19.0,6,3
00-0029293,2022,20,73.0,17.0,3,1
00-0029293,2023,1,50.0,3.0,6,2
00-0029293,2023,4,8.0,0.0,1,0
00-0029293,2023,5,17.0,17.0,2,2
00-0029293,2023,6,5.0,5.0,1,1
00-0029604,2022,19,-6.0,-6.0,1,1
00-0029608,2022,16,52.0,52.0,1,1
00-0029608,2022,17,54.0,22.0,5,4
00-0029608,2022,18,69.0,69.0,4,4
00-0029608,2022,19,71.0,19.0,4,3
00-0029608,2022,20,15.0,15.0,1,1
00-0029664,2022,2,12.0,0.0,1,0
00-0029701,2023,18,-1.0,-1.0,1,1
00-0029892,2022,1,7.0,0.0,2,1
00-0029892,2022,2,5.0,5.0,1,1
00-0029892,2022,3,23.0,23.0,1,1
00-0029892,2022,4,3.0,3.0,1,1
00-0029892,2022,5,0.0,0.0,2,2
00-0029892,2022,6,4.0,4.0,4,4
00-0029892,2022,7,11.0,11.0,4,3
00-0029892,2022,12,2.0,2.0,2,2
00-0029892,2022,13,8.0,8.0,3,3
00-0029892,2022,14,-5.0,-5.0,2,2
00-0029892,2022,18,5.0,5.0,1,1
00-0029892,2022,19,3.0,3.0,1,1
00-0029892,2023,4,4.0,4.0,1,1
00-0029892,2023,5,2.0,2.0,4,4
00-0029892,2023,6,8.0,8.0,1,1
00-0029892,2023,10,28.0,23.0,3,2
00-0029892,2023,12,3.0,0.0,1,0
00-0029892,2023,15,6.0,6.0,2,2
00-0029892,2023,16,9.0,5.0,2,1
00-0029892,2023,17,13.0,13.0,3,3
00-0029892,2023,21,32.0,28.0,3,2
00-0029892,2023,22,13.0,13.0,2,2
00-0029892,2024,1,35.0,30.0,3,2
00-0029892,2024,2,26.0,18.0,5,3
00-0029892,2024,3,5.0,5.0,1,1
00-0029892,2024,4,5.0,5.0,1,1
00-0029892,2024,6,1.0,1.0,4,3
00-0029892,2024,7,21.0,0.0,3,0
00-0029892,2024,8,3.0,3.0,1,1
00-0029892,2024,11,10.0,10.0,2,2
00-0029892,2024,12,6.0,6.0,1,1
00-0029892,2024,14,30.0,3.0,2,1
00-0029892,2024,16,4.0,-1.0,3,1
00-0029892,2024,17,16.0,-1.0,2,1
00-0029892,2024,18,31.0,28.0,3,2
00-0029892,2025,1,22.0,22.0,2,2
00-0029892,2025,2,3.0,3.0,1,1
00-0029892,2025,3,1.0,1.0,1,1
00-0029892,2025,4,12.0,12.0,3,3
00-0029892,2025,5,22.0,10.0,4,3
00-0029892,2025,6,6.0,6.0,1,1
00-0029892,2025,7,6.0,6.0,1,1
00-0029892,2025,8,5.0,3.0,2,1
00-0029892,2025,9,0.0,-2.0,2,1
00-0029892,2025,10,-2.0,-2.0,2,2
00-0029892,2025,11,9.0,9.0,2,2
00-0029892,2025,13,23.0,23.0,2,2
00-0029892,2025,15,0.0,0.0,1,1
00-0029892,2025,17,9.0,9.0,2,2
00-0029892,2025,18,4.0,4.0,2,1
00-0029892,2025,19,20.0,20.0,4,4
00-0029892,2025,20,4.0,4.0,1,1
00-0030035,2022,1,27.0,27.0,4,4
00-0030035,2022,2,80.0,51.0,7,4
00-0030035,2022,3,88.0,46.0,8,6
00-0030035,2022,4,68.0,68.0,9,9
00-0030035,2022,5,37.0,19.0,7,4
00-0030035,2022,6,89.0,71.0,9,6
00-0030035,2022,8,76.0,57.0,7,6
00-0030035,2022,9,120.0,93.0,7,6
00-0030035,2022,10,71.0,38.0,7,5
00-0030035,2022,11,31.0,31.0,3,3
00-0030035,2022,12,40.0,40.0,10,10
00-0030035,2022,13,75.0,42.0,6,3
00-0030035,2022,14,83.0,83.0,9,8
00-0030035,2022,15,50.0,38.0,4,3
00-0030035,2022,16,27.0,8.0,5,2
00-0030035,2022,17,56.0,56.0,4,3
00-0030035,2022,18,18.0,8.0,3,2
00-0030035,2022,19,72.0,45.0,4,3
00-0030035,2023,1,9.0,9.0,2,2
00-0030035,2023,2,59.0,30.0,10,8
00-0030035,2023,3,138.0,105.0,14,11
00-0030035,2023,4,49.0,49.0,8,8
00-0030035,2023,5,86.0,59.0,13,11
00-0030035,2023,6,120.0,91.0,13,11
00-0030035,2023,8,52.0,50.0,11,10
00-0030035,2023,9,29.0,19.0,6,5
00-0030035,2023,10,36.0,23.0,10,7
00-0030035,2023,11,92.0,57.0,11,8
00-0030035,2023,12,30.0,13.0,3,2
00-0030035,2023,13,72.0,22.0,6,3
00-0030035,2023,14,92.0,65.0,7,5
00-0030035,2023,15,57.0,37.0,7,6
00-0030035,2023,16,104.0,69.0,8,6
00-0030035,2023,17,19.0,19.0,6,6
00-0030035,2023,18,14.0,14.0,3,3
00-0030035,2024,1,64.0,31.0,4,3
00-0030035,2024,2,18.0,18.0,3,2
00-0030035,2024,3,44.0,35.0,5,3
00-0030035,2024,12,34.0,22.0,4,3
00-0030035,2024,13,112.0,84.0,10,9
00-0030035,2024,14,130.0,89.0,11,9
00-0030035,2024,15,62.0,25.0,7,5
00-0030035,2024,16,62.0,62.0,6,6
00-0030035,2024,17,113.0,98.0,6,5
00-0030035,2024,18,53.0,53.0,6,6
00-0030035,2025,1,7.0,0.0,2,1
00-0030035,2025,2,58.0,26.0,3,2
00-0030035,2025,3,29.0,12.0,2,1
00-0030035,2025,4,11.0,11.0,2,2
00-0030035,2025,7,12.0,12.0,2,2
00-0030035,2025,8,-3.0,4.0,2,1
00-0030035,2025,10,11.0,9.0,3,2
00-0030035,2025,11,17.0,17.0,2,2
00-0030035,2025,12,3.0,3.0,1,1
00-0030035,2025,14,3.0,3.0,1,1
00-0030035,2025,15,5.0,5.0,1,1
00-0030035,2025,16,36.0,36.0,4,4
00-0030035,2025,17,50.0,34.0,5,4
00-0030035,2025,18,67.0,31.0,6,3
00-0030035,2025,19,16.0,16.0,2,2
00-0030061,2022,1,22.0,10.0,5,2
00-0030061,2022,2,58.0,47.0,11,10
00-0030061,2022,3,59.0,59.0,10,10
00-0030061,2022,4,36.0,36.0,6,6
00-0030061,2022,5,98.0,48.0,10,7
00-0030061,2022,6,117.0,88.0,10,8
00-0030061,2022,7,28.0,31.0,5,3
00-0030061,2022,8,27.0,7.0,5,4
00-0030061,2022,9,95.0,37.0,8,5
00-0030061,2022,10,8.0,8.0,1,1
00-0030061,2023,1,56.0,34.0,10,8
00-0030061,2023,2,74.0,73.0,8,7
00-0030061,2023,3,-2.0,-2.0,2,2
00-0030061,2023,4,102.0,59.0,10,7
00-0030061,2023,5,33.0,9.0,4,2
00-0030061,2023,6,45.0,22.0,5,3
00-0030061,2023,7,24.0,24.0,4,4
00-0030061,2024,1,28.0,28.0,4,4
00-0030061,2024,2,51.0,51.0,4,4
00-0030061,2024,3,33.0,33.0,5,5
00-0030061,2024,4,15.0,15.0,4,4
00-0030061,2024,5,70.0,21.0,8,4
00-0030061,2024,6,46.0,49.0,5,4
00-0030061,2024,7,41.0,28.0,5,4
00-0030061,2024,8,113.0,81.0,11,9
00-0030061,2024,9,3.0,3.0,1,1
00-0030061,2024,10,25.0,28.0,8,5
00-0030061,2024,11,35.0,35.0,8,8
00-0030061,2024,12,74.0,33.0,8,6
00-0030061,2024,13,40.0,32.0,6,4
00-0030061,2024,15,15.0,15.0,2,2
00-0030061,2024,16,17.0,11.0,2,1
00-0030061,2024,17,48.0,48.0,7,7
00-0030061,2024,18,32.0,32.0,5,5
00-0030061,2024,19,30.0,20.0,4,2
00-0030061,2024,20,22.0,22.0,5,5
00-0030061,2024,21,119.0,87.0,16,13
00-0030061,2025,1,42.0,42.0,5,5
00-0030061,2025,2,45.0,41.0,8,6
00-0030061,2025,3,33.0,33.0,3,3
00-0030061,2025,4,36.0,15.0,5,3
00-0030061,2025,5,9.0,9.0,1,1
00-0030061,2025,6,32.0,32.0,6,6
00-0030061,2025,7,78.0,49.0,7,6
00-0030061,2025,8,26.0,19.0,6,5
00-0030061,2025,9,42.0,42.0,4,4
00-0030061,2025,10,87.0,20.0,5,3
00-0030061,2025,11,87.0,38.0,8,4
00-0030061,2025,13,120.0,74.0,13,11
00-0030061,2025,14,19.0,19.0,2,2
00-0030068,2022,1,22.0,22.0,2,2
00-0030068,2022,2,4.0,0.0,1,0
00-0030068,2022,3,68.0,31.0,5,3
00-0030068,2022,6,12.0,12.0,2,2
00-0030068,2022,7,66.0,66.0,5,5
00-0030068,2022,8,9.0,9.0,5,5
00-0030068,2022,10,38.0,38.0,2,2
00-0030068,2022,12,32.0,32.0,3,3
00-0030068,2022,13,36.0,36.0,2,2
00-0030068,2022,14,81.0,73.0,6,5
00-0030068,2022,15,19.0,10.0,5,2
00-0030068,2022,16,55.0,0.0,4,0
00-0030068,2023,1,86.0,86.0,2,2
00-0030068,2023,2,83.0,0.0,2,0
00-0030068,2023,4,-2.0,-2.0,1,1
00-0030068,2023,6,28.0,4.0,2,1
00-0030068,2023,7,27.0,-1.0,2,1
00-0030068,2023,9,76.0,76.0,2,2
00-0030068,2023,15,45.0,45.0,1,1
00-0030068,2023,16,48.0,0.0,1,0
00-0030068,2023,19,13.0,13.0,1,1
00-0030074,2022,9,1.0,0.0,1,0
00-0030108,2022,1,29.0,0.0,2,0
00-0030108,2022,2,16.0,16.0,1,1
00-0030108,2022,5,0.0,0.0,1,1
00-0030108,2022,6,3.0,0.0,1,0
00-0030108,2022,7,-1.0,-1.0,1,1
00-0030108,2022,16,2.0,2.0,1,1
00-0030108,2022,17,4.0,0.0,1,0
00-0030279,2022,1,52.0,52.0,4,4
00-0030279,2022,7,5.0,5.0,2,2
00-0030279,2022,11,97.0,91.0,8,7
00-0030279,2022,12,48.0,40.0,7,6
00-0030279,2022,13,184.0,91.0,14,7
00-0030279,2022,14,59.0,40.0,14,12
00-0030279,2022,15,79.0,79.0,9,9
00-0030279,2022,16,106.0,95.0,14,13
00-0030279,2022,17,49.0,40.0,6,5
00-0030279,2022,18,91.0,62.0,11,9
00-0030279,2022,19,63.0,33.0,13,7
00-0030279,2023,1,105.0,50.0,9,6
00-0030279,2023,2,107.0,90.0,10,8
00-0030279,2023,3,124.0,118.0,20,19
00-0030279,2023,4,65.0,18.0,5,3
00-0030279,2023,6,127.0,57.0,11,8
00-0030279,2023,7,95.0,50.0,9,5
00-0030279,2023,8,118.0,62.0,10,8
00-0030279,2023,9,67.0,56.0,9,8
00-0030279,2023,10,141.0,113.0,14,11
00-0030279,2023,11,155.0,91.0,16,12
00-0030279,2023,12,105.0,72.0,16,14
00-0030279,2023,13,106.0,49.0,9,5
00-0030279,2023,14,137.0,58.0,12,7
00-0030279,2024,1,105.0,20.0,11,5
00-0030279,2024,4,7.0,7.0,3,3
00-0030279,2024,5,45.0,21.0,7,3
00-0030279,2024,6,34.0,34.0,5,5
00-0030279,2024,8,96.0,26.0,7,2
00-0030279,2024,9,131.0,40.0,10,5
00-0030279,2024,10,39.0,28.0,6,5
00-0030279,2024,11,65.0,35.0,8,5
00-0030279,2024,12,122.0,64.0,16,11
00-0030279,2024,13,115.0,58.0,8,5
00-0030279,2024,14,37.0,19.0,5,3
00-0030279,2024,15,142.0,90.0,13,10
00-0030279,2024,16,124.0,90.0,13,9
00-0030279,2024,17,29.0,9.0,8,6
00-0030279,2024,18,24.0,24.0,3,3
00-0030279,2025,1,89.0,71.0,10,8
00-0030279,2025,2,54.0,40.0,7,5
00-0030279,2025,3,108.0,59.0,11,7
00-0030279,2025,4,30.0,27.0,7,6
00-0030279,2025,5,58.0,54.0,9,7
00-0030279,2025,6,66.0,40.0,7,5
00-0030279,2025,7,129.0,103.0,14,13
00-0030279,2025,8,56.0,56.0,5,5
00-0030279,2025,9,72.0,26.0,5,2
00-0030279,2025,10,27.0,4.0,5,2
00-0030279,2025,11,49.0,44.0,6,4
00-0030279,2025,13,53.0,30.0,5,4
00-0030279,2025,14,20.0,20.0,3,3
00-0030279,2025,15,35.0,35.0,7,7
00-0030279,2025,16,31.0,31.0,5,5
00-0030279,2025,17,28.0,18.0,3,2
00-0030279,2025,18,122.0,13.0,13,8
00-0030279,2025,19,57.0,24.0,8,4
00-0030288,2022,1,3.0,-1.0,8,6
00-0030288,2022,2,27.0,9.0,3,2
00-0030288,2022,3,1.0,-3.0,5,4
00-0030288,2022,4,-3.0,-3.0,5,5
00-0030288,2022,5,-5.0,-8.0,3,2
00-0030288,2022,7,1.0,-6.0,6,5
00-0030288,2022,8,0.0,0.0,1,1
00-0030288,2022,9,13.0,1.0,2,1
00-0030288,2022,10,0.0,0.0,2,2
00-0030288,2022,12,4.0,4.0,2,2
00-0030288,2022,14,3.0,3.0,1,1
00-0030288,2022,15,18.0,0.0,4,2
00-0030288,2022,16,-1.0,-1.0,2,2
00-0030288,2022,17,6.0,-5.0,5,3
00-0030288,2022,18,8.0,1.0,2,1
00-0030431,2022,1,30.0,13.0,2,1
00-0030431,2022,2,44.0,26.0,5,4
00-0030431,2022,3,99.0,58.0,9,4
00-0030431,2022,4,16.0,16.0,4,4
00-0030431,2022,5,44.0,34.0,8,6
00-0030431,2022,7,30.0,24.0,4,3
00-0030431,2022,8,12.0,12.0,2,2
00-0030431,2022,9,27.0,0.0,2,0
00-0030431,2022,10,55.0,45.0,7,5
00-0030431,2022,11,53.0,40.0,7,6
00-0030431,2022,12,56.0,15.0,6,2
00-0030431,2022,13,37.0,32.0,5,4
00-0030431,2022,14,59.0,59.0,7,7
00-0030431,2022,15,19.0,8.0,4,2
00-0030431,2022,16,20.0,20.0,5,4
00-0030431,2022,17,78.0,51.0,9,6
00-0030431,2022,18,37.0,28.0,5,4
00-0030431,2023,1,75.0,51.0,10,8
00-0030431,2023,2,98.0,57.0,9,6
00-0030431,2023,3,66.0,31.0,6,3
00-0030431,2023,4,51.0,26.0,6,3
00-0030431,2023,5,77.0,45.0,9,5
00-0030431,2023,6,34.0,6.0,3,1
00-0030431,2023,10,29.0,17.0,3,2
00-0030431,2023,11,80.0,29.0,8,5
00-0030431,2023,12,48.0,38.0,3,2
00-0030431,2023,14,25.0,10.0,3,2
00-0030431,2023,15,53.0,18.0,5,3
00-0030431,2023,16,66.0,14.0,6,3
00-0030431,2023,17,30.0,30.0,4,4
00-0030431,2023,19,8.0,6.0,2,1
00-0030431,2023,20,34.0,6.0,4,1
00-0030431,2024,3,-2.0,-2.0,2,2
00-0030431,2024,4,38.0,24.0,3,2
00-0030431,2024,8,13.0,13.0,2,2
00-0030431,2024,9,45.0,38.0,3,2
00-0030431,2024,10,16.0,5.0,3,2
00-0030431,2024,11,11.0,11.0,2,2
00-0030431,2024,12,5.0,5.0,1,1
00-0030431,2024,13,22.0,0.0,1,0
00-0030431,2024,15,10.0,10.0,2,2
00-0030431,2024,16,73.0,1.0,6,3
00-0030431,2024,17,18.0,18.0,2,2
00-0030431,2024,18,35.0,34.0,3,2
00-0030431,2024,19,34.0,25.0,4,3
00-0030456,2022,18,-8.0,-8.0,2,2
00-0030506,2022,1,95.0,87.0,9,8
00-0030506,2022,2,62.0,28.0,7,5
00-0030506,2022,3,56.0,49.0,9,6
00-0030506,2022,4,56.0,56.0,10,10
00-0030506,2022,5,52.0,13.0,8,7
00-0030506,2022,6,83.0,85.0,10,9
00-0030506,2022,7,45.0,49.0,8,7
00-0030506,2022,9,111.0,71.0,17,14
00-0030506,2022,10,48.0,48.0,7,7
00-0030506,2022,11,57.0,50.0,10,9
00-0030506,2022,12,49.0,36.0,8,5
00-0030506,2022,13,30.0,10.0,6,4
00-0030506,2022,14,101.0,56.0,9,7
00-0030506,2022,15,55.0,55.0,10,10
00-0030506,2022,16,83.0,69.0,8,7
00-0030506,2022,17,61.0,61.0,10,10
00-0030506,2022,18,30.0,30.0,7,7
00-0030506,2022,20,85.0,45.0,17,14
00-0030506,2022,21,51.0,51.0,8,8
00-0030506,2022,22,60.0,60.0,6,6
00-0030506,2023,2,53.0,42.0,9,7
00-0030506,2023,3,54.0,48.0,8,7
00-0030506,2023,4,54.0,27.0,9,7
00-0030506,2023,5,51.0,30.0,11,10
00-0030506,2023,6,84.0,84.0,9,9
00-0030506,2023,7,130.0,130.0,13,13
00-0030506,2023,8,43.0,21.0,9,7
00-0030506,2023,9,-3.0,-2.0,4,3
00-0030506,2023,11,57.0,33.0,9,8
00-0030506,2023,12,80.0,64.0,7,6
00-0030506,2023,13,56.0,56.0,5,5
00-0030506,2023,14,119.0,59.0,10,6
00-0030506,2023,15,25.0,14.0,7,6
00-0030506,2023,16,-10.0,-10.0,7,7
00-0030506,2023,17,14.0,14.0,4,4
00-0030506,2023,19,52.0,52.0,10,10
00-0030506,2023,20,63.0,53.0,6,5
00-0030506,2023,21,82.0,82.0,11,11
00-0030506,2023,22,46.0,35.0,10,9
00-0030506,2024,1,27.0,27.0,4,4
00-0030506,2024,2,21.0,5.0,3,1
00-0030506,2024,3,25.0,25.0,5,5
00-0030506,2024,4,82.0,63.0,9,8
00-0030506,2024,5,52.0,36.0,10,9
00-0030506,2024,7,38.0,5.0,5,4
00-0030506,2024,8,78.0,65.0,12,11
00-0030506,2024,9,83.0,65.0,16,14
00-0030506,2024,10,82.0,43.0,12,8
00-0030506,2024,11,43.0,2.0,4,2
00-0030506,2024,12,51.0,32.0,8,7
00-0030506,2024,13,79.0,55.0,13,11
00-0030506,2024,14,48.0,31.0,6,5
00-0030506,2024,15,90.0,16.0,8,4
00-0030506,2024,16,33.0,27.0,7,6
00-0030506,2024,17,51.0,31.0,12,8
00-0030506,2024,20,67.0,56.0,8,7
00-0030506,2024,21,15.0,7.0,4,3
00-0030506,2024,22,34.0,20.0,7,4
00-0030506,2025,1,24.0,28.0,4,3
00-0030506,2025,2,37.0,37.0,6,6
00-0030506,2025,3,31.0,6.0,7,4
00-0030506,2025,4,16.0,16.0,5,5
00-0030506,2025,5,33.0,33.0,8,8
00-0030506,2025,6,52.0,52.0,7,7
00-0030506,2025,7,22.0,22.0,3,3
00-0030506,2025,8,53.0,54.0,8,7
00-0030506,2025,9,53.0,52.0,6,5
00-0030506,2025,11,61.0,28.0,13,8
00-0030506,2025,12,76.0,28.0,6,4
00-0030506,2025,13,57.0,26.0,6,4
00-0030506,2025,14,39.0,20.0,5,3
00-0030506,2025,15,70.0,46.0,9,7
00-0030506,2025,16,22.0,10.0,4,2
00-0030506,2025,17,41.0,19.0,6,5
00-0030506,2025,18,48.0,14.0,6,3
00-0030513,2022,4,-2.0,-2.0,1,1
00-0030513,2022,6,-6.0,-6.0,1,1
00-0030513,2022,7,-7.0,-7.0,3,3
00-0030513,2022,8,3.0,1.0,2,1
00-0030513,2022,10,-6.0,-6.0,3,3
00-0030513,2022,11,-11.0,-11.0,4,4
00-0030513,2022,12,4.0,4.0,1,1
00-0030513,2022,13,-9.0,-9.0,4,4
00-0030513,2022,14,-9.0,-12.0,5,3
00-0030513,2022,15,2.0,2.0,1,1
00-0030513,2022,16,-5.0,-6.0,3,1
00-0030513,2022,17,-11.0,-2.0,6,4
00-0030513,2022,18,-6.0,-6.0,1,1
00-0030513,2023,1,4.0,1.0,2,1
00-0030513,2023,2,-2.0,-2.0,2,2
00-0030513,2023,3,1.0,1.0,1,1
00-0030513,2023,4,1.0,1.0,2,2
00-0030513,2023,5,-1.0,-1.0,1,1
00-0030513,2023,7,5.0,5.0,2,2
00-0030513,2023,8,-2.0,-2.0,1,1
00-0030513,2023,9,2.0,2.0,1,1
00-0030513,2023,10,-3.0,-3.0,3,3
00-0030513,2023,12,10.0,9.0,5,4
00-0030513,2023,14,16.0,16.0,1,1
00-0030513,2023,17,3.0,3.0,1,1
00-0030513,2023,19,0.0,0.0,2,2
00-0030513,2023,20,4.0,5.0,4,3
00-0030564,2022,7,131.0,94.0,14,11
00-0030564,2022,8,162.0,162.0,14,13
00-0030564,2022,9,29.0,17.0,5,4
00-0030564,2022,10,96.0,86.0,14,12
00-0030564,2022,11,118.0,92.0,12,10
00-0030564,2022,12,104.0,79.0,6,5
00-0030564,2022,14,122.0,57.0,11,8
00-0030564,2022,15,68.0,58.0,12,8
00-0030564,2022,16,146.0,14.0,10,2
00-0030564,2023,1,130.0,77.0,13,8
00-0030564,2023,2,44.0,44.0,5,5
00-0030564,2023,3,103.0,65.0,7,4
00-0030564,2023,4,108.0,99.0,6,5
00-0030564,2023,5,173.0,126.0,11,9
00-0030564,2023,6,61.0,15.0,5,1
00-0030564,2023,8,134.0,95.0,6,4
00-0030564,2023,9,150.0,57.0,11,6
00-0030564,2023,10,184.0,67.0,9,5
00-0030564,2023,11,63.0,49.0,5,4
00-0030564,2023,12,68.0,64.0,5,4
00-0030564,2023,13,184.0,106.0,12,8
00-0030564,2023,14,171.0,127.0,12,8
00-0030564,2023,15,207.0,73.0,9,4
00-0030564,2023,16,40.0,18.0,4,2
00-0030564,2023,17,45.0,33.0,7,6
00-0030564,2023,18,69.0,24.0,10,7
00-0030564,2024,1,6.0,6.0,1,1
00-0030564,2024,2,17.0,9.0,2,1
00-0030564,2024,3,72.0,68.0,7,6
00-0030564,2024,4,47.0,31.0,4,2
00-0030564,2024,6,91.0,70.0,6,5
00-0030564,2024,7,4.0,4.0,1,1
00-0030564,2024,8,48.0,27.0,3,2
00-0030564,2024,9,66.0,59.0,9,8
00-0030564,2024,10,38.0,36.0,5,4
00-0030564,2024,11,51.0,51.0,4,4
00-0030564,2024,12,45.0,30.0,6,5
00-0030564,2024,13,117.0,81.0,9,5
00-0030564,2024,14,166.0,52.0,9,5
00-0030564,2024,15,70.0,29.0,6,5
00-0030564,2024,16,31.0,31.0,4,4
00-0030564,2024,17,27.0,2.0,4,2
00-0030564,2024,20,5.0,0.0,1,0
00-0030564,2024,21,11.0,8.0,2,1
00-0030564,2024,22,54.0,36.0,6,4
00-0030564,2025,1,33.0,33.0,2,2
00-0030564,2025,2,64.0,64.0,2,2
00-0030564,2025,3,24.0,13.0,2,1
00-0030564,2025,4,20.0,0.0,1,0
00-0030564,2025,5,23.0,23.0,2,2
00-0030564,2025,6,58.0,16.0,4,2
00-0030564,2025,8,12.0,12.0,1,1
00-0030564,2025,9,40.0,0.0,1,0
00-0030564,2025,10,13.0,13.0,4,2
00-0030564,2025,11,61.0,11.0,4,1
